General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"Our initial focus will be on identifying acquisition opportunities in the cannabis industry. Notwithstanding the foregoing, we will not invest in or consummate a business combination with a target business that we determine has been operating in violation of U.S. federal laws, including the Controlled Substances Act. (Note: Achari Ventures Holdings Corp. I priced its SPAC IPO on Oct. 14, 2021, in line with the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"60 Walnut Avenue, Suite 400 Clark, NJ 07066",(732) 340-0700,,Achari Ventures Holdings Corp. I,Financial Information,$125.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,AVHIU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Chardan,-,10/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical stage immuno-oncology biopharmaceutical company developing precision T cell therapies to treat multiple types of solid tumors. We are focused on advancing cancer therapies through our pioneering work in the field of tumor evolution and our belief that clonal neoantigens represent the most specific class of cancer cell targets. Our platform enables us to identify mutations formed early in the development of a cancer that give rise to antigens that are expressed by all of a patient’s cancer cells but are absent from healthy tissue. We refer to this novel class of solid tumor targets as clonal neoantigens. To identify clonal neoantigens in a patient, we have developed a proprietary bioinformatic platform called PELEUS. This platform employs sophisticated statistical algorithms trained on the unique tumor genetic data derived from our exclusive license to data from the TRACERx study, which aims to analyze tumor samples from more than 840 non-small cell lung cancer, or NSCLC, patients. Once we have identified the clonal neoantigens, our proprietary manufacturing process, VELOS, uses the patient’s T cells and blood-derived dendritic cells to create a Clonal Neoantigen Targeting T cell therapy, or cNeT, that specifically targets multiple clonal neoantigens to eradicate the tumor. We are currently conducting two open-label Phase I/IIa trials to evaluate our cNeT product candidate, ATL001, in advanced NSCLC and metastatic or recurrent melanoma; we expect to report interim data from these trials in the second half of 2022. (Note: Achilles Therapeutics priced its IPO on March 30, 2021, at $18 – the mid-point of its $17-to-$19 range – on 9.75 million shares to raise $175.5 million.)  .",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),153,2016,Contact Information,245 Hammersmith Road London W6 8PW United Kingdom,+44 (0)20 8154 4600,http://www.achillestx.com/,Achilles Therapeutics plc,Financial Information,$731.16mil,$0 mil (last 12 months),$-33.2 mil (last 12 months),IPO Profile,ACHL,NASDAQ,9.8,$18.00 - $18.00,$175.5 mil,JPMorgan/ BofA Securities/ Piper Sandler/ Chardan/ Oppenheimer & Co./ Kempen & Co.,-,3/31/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This IPO is a unit offering. IPOScoop has NO CALL on unit IPOs.) Aclarion is a healthcare technology company that leverages Magnetic Resonance Spectroscopy (“MRS”), and a proprietary biomarker to optimize clinical treatments. Aclarion’s technology addresses the $134.5B U.S. low back and neck pain market, which according to a 2020 JAMA (Journal of the American Medical Association) article is now the most costly healthcare condition in the United States. The company is currently utilizing Artificial Intelligence (“AI”) to assist in quality control processes that flag spectroscopy data indicative of a poor MRS study. The use of AI in this application is early in its development cycle and is expected to evolve with further research and development. The company is also researching the application of AI and machine learning platforms to analyze both the raw spectroscopy data and the post-processed signal to evaluate whether AI platforms can more efficiently and more effectively associate MRS data with clinical outcomes. The use of AI in this application is aspirational and we intend this type of AI research and development to be an ongoing process applied not only to the various treatment paths associated with back pain, such as conservative therapies, regenerative and cell therapies and surgical intervention, but also to potentially expand into other clinical explorations involving the diagnosis of brain, breast and prostate tumors. The company, which has limited sales to date, is addressing this market by initially focusing on improving the outcomes of surgical interventions to treat low back pain. In this initial application, Aclarion technology is intended to assist surgeons in determining the optimal surgical procedure for a patient undergoing surgery for pain isolated to their lumbar spine (the “lumbar spine” is comprised of the five (5) lower vertebrae, L-1 to L-5). We then intend to add additional applications of our technology targeting the management of large segments of low back pain patients from the point of initial MRI through to episode resolution. We believe this will expand the use of our technology to low back pain patients undergoing conservative therapies such as physical therapy or biologic and cell therapies aimed at regenerating the lumbar discs. The core technology Aclarion employs is MR Spectroscopy. The patient experience when undergoing an MRS exam is exactly like that of a standard MRI, with the exception of an additional 3-5 minutes for each disc undergoing a spectroscopy exam. Whereas a standard MRI produces a signal that is converted into anatomical images, an MRS produces a signal that is converted into a waveform that identifies the chemical composition of tissues. Just like with standard MRI’s, the data from spectroscopy is useless without technologies that can process the data. Aclarion has developed proprietary signal processing software that transforms spectroscopy data into clear biomarkers. These biomarkers, which are exclusively licensed from the University of California, San Francisco (“UCSF”), are the key data inputs for our proprietary algorithms that, when applied, determine if an intervertebral disc is consistent with pain. Our patent portfolio includes 21 U.S. Patents, 17 Foreign Patents, 6 pending U.S. patent applications, and 7 pending Foreign patent application, including patents and patent applications exclusively licensed from UCSF. (Note: Revenue and net loss are for the year ended Dec. 31, 2021.)",Healthcare - MRS to assess low back pain,6,2008,Contact Information,"951 Mariners Island Blvd, Suite 300 San Mateo, California 94404",(650) 241-1741,http://www.aclarion.com/,"Aclarion, Inc.",Financial Information,$40.98mil,$0.06 mil (last 12 months),$-4.95 mil (last 12 months),IPO Profile,ACONU,NASDAQ,2.3,$4.50 - $6.50,$12.5 mil,Maxim Group LLC,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for a business combination target in infrastructure, infrastructure services and related sectors in North America. Our sponsor is an affiliate of Apollo Global Management. Apollo is a high-growth, global alternative asset manager with approximately $461 billion of assets under management as of March 31, 2021. Geoffrey Strong serves as our CEO and a director. He is the CEO and chairman of three other SPACs – Spartan II, Spartan III and Spartan IV – and he previously served as a director for Spartan I. Mr. Strong joined Apollo in 2012. He is a senior partner and co-lead of the firm’s Global Infrastructure and Natural Resources groups. Previously, he worked in the private equity and infrastructure groups at Blackstone, focusing primarily on investments in the energy sector, and prior to that, as a vice president at Morgan Stanley Capital Partners. James Crossen serves as our CFO and chief accounting officer. He is a CPA. Mr. Crossen is the CFO and chief accounting officer of APSG I, APSG II, APSG III, Spartan II and Spartan III. He is the CFO for private equity and real assets at Apollo. He joined Apollo in 2010. Prior to that time, Mr. Crossen was a controller at Roundtable Investment Partners LLC. Prior thereto, Mr. Crossen was a controller at Fortress Investment Group. Prior to that time, Mr. Crossen was a member of the funds management and tax group at JP Morgan Partners LLC. (Note: Acropolis Infrastructure Acquisition Corp. priced its SPAC IPO on July 8, 2021, in line with the terms in its prospectus: 30 million units at $10 each to raise $300 million.)",BLANK CHECKS,0,2020,Contact Information,"9 West 57th Street, 43rd Floor New York, NY 10019",(212) 515-3200,,Acropolis Infrastructure Acquisition Corp.,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ACRO.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,Credit Suisse/ Apollo Global Securities/ Citigroup/ Barclays/ Evercore ISI/ Siebert Williams Shank,-,7/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biopharmaceutical company developing a novel disease-modifying approach to target what we believe to be a key underlying cause of Alzheimer’s disease, or AD. Alzheimer’s disease is a progressive neurodegenerative disease of the brain that leads to loss of memory and cognitive functions and ultimately results in death. Our scientific founders pioneered research on soluble amyloid-beta oligomers, or AbOs, globular assemblies of the amyloid-beta, or Ab, peptide that are distinct from Ab monomers and amyloid plaques. Based on decades of research and supporting evidence, AbOs have gained increasing scientific acceptance as a primary toxin involved in the initiation and propagation of AD pathology. We are currently focused on advancing a targeted immunotherapy drug candidate, ACU193, and establishing proof of mechanism in early AD patients. ACU193 is a humanized monoclonal antibody that selectively targets AbOs, has demonstrated functional and protective effects in in vitro assays, and has demonstrated in vivo safety and pharmacologic activity in multiple animal species including transgenic models for AD. We initiated our Phase 1 clinical trial of ACU193 in the second quarter of 2021 with the objective to evaluate its safety and tolerability and explore its pharmacokinetics and target engagement. This trial is enrolling patients with mild dementia or mild cognitive impairment, or MCI, due to AD, conditions referred to as “early AD.” Our ACU193 Phase 1 data intended to evaluate safety and tolerability and demonstrate clinical proof of mechanism are expected by year end 2022. Note: Revenue is grant revenue for the year ended Dec.31, 2020. The net loss figure is also for 2020. (Note: Acumen Pharmaceuticals upsized its IPO at pricing on June 30, 2021, to 9.99 million shares, up from 8.33 million in the prospectus, at $16 – the top of its $14-to-$16 range – to raise $159.84 million.)",PHARMACEUTICAL PREPARATIONS,7,1996,Contact Information,"427 Park St. Charlottesville, VA 22902",(434) 297-1000,http://www.acumenpharm/,"Acumen Pharmaceuticals, Inc.",Financial Information,$554.85mil,$1.44 mil (last 12 months),$-7.33 mil (last 12 months),IPO Profile,ABOS,NASDAQ,10.0,$16.00 - $16.00,$159.8 mil,BofA Securities/ Credit Suisse/ Stifel,UBS Investment Bank,7/1/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical stage biopharmaceutical company developing a new class of antibiotics for infections caused by bacteria listed as priority pathogens by the World Health Organization (“WHO”), the U.S. Centers for Disease Control and Prevention (“CDC”) and the U.S. Food and Drug Administration (“FDA”). Priority pathogens are those which require new antibiotics to address the worldwide crisis of antimicrobial resistance (“AMR”), as identified by the WHO, CDC and FDA. The CDC estimates that, in the U.S., antibiotic-resistant pathogens infect one individual every 11 seconds and result in one death every 15 minutes. The WHO recently stated that growing antimicrobial resistance is equally as dangerous as the ongoing COVID-19 pandemic, threatens to unwind a century of medical progress and may leave us defenseless against infections that today can be treated easily. According to the WHO, the current clinical development pipeline remains insufficient to tackle the challenge of the increasing emergence and spread of antimicrobial resistance. Our approach is to develop antibiotic candidates that block the DNA polymerase IIIC enzyme (Pol IIIC) . We believe we are developing the first Pol IIIC inhibitor to enter clinical trials. Pol IIIC is the primary catalyst for DNA replication of several Gram-positive bacterial cells. Our research and development pipeline includes clinical stage and early stage antibiotic candidates that target Gram-positive bacteria for oral and/or parenteral treatment of infections caused by Clostridium difficile (“C. difficile”), Enterococcus (including vancomycin-resistant strains (“VRE”)), Staphylococcus (including methicillin-resistant strains (“MRSA”)), and Streptococcus (including antibiotic-resistant strains). Pol IIIC is required for the replication of DNA in certain Gram-positive bacterial species. By blocking this enzyme, our antibiotic candidates are believed to be bactericidal and inhibit proliferation of several common bacterial pathogens, including both sensitive and resistant C. difficile, MRSA, vancomycin resistant Enterococcus, penicillin-resistant Streptococcus pneumonia (“PRSP”) and other resistant bacteria. (Note: Acurx Pharmaceuticals priced its IPO on June 24, 2021, at $6 – the mid-point of its $5-to-$7 range – on 2.5 million shares, the same number in the prospectus, to raise $15 million.)",PHARMACEUTICAL PREPARATIONS,3,2017,Contact Information,"259 Liberty Avenue Staten Island, NY 10305",(917) 533-1469,http://www.acurxpharma.com/,"Acurx Pharmaceuticals, LLC*",Financial Information,$57.24mil,$0 mil (last 12 months),$-4.6 mil (last 12 months),IPO Profile,ACXP,NASDAQ,2.5,$6.00 - $6.00,$15.0 mil,"Alexander Capital, L.P./ Network 1 Financial Securities",-,6/25/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission is to build and enable the most trusted and efficient digital marketplaces for buying and selling used vehicles with transparency and comprehensive data that was previously unimaginable. We provide a vibrant digital marketplace for wholesale vehicle transactions and data services that offer transparent and accurate vehicle information to our customers. Our platform leverages data insights and technology to power our digital marketplace and data services, enabling our dealers and commercial partners to buy, sell, and value vehicles with confidence and efficiency. We strive to solve the challenges that the used automotive industry has faced for generations and provide powerful technology-enabled capabilities to our dealers and commercial partners who fulfill a critical role in the automotive ecosystem. Since inception, we have facilitated over 750,000 wholesale transactions between over 21,000 of our dealers and commercial partners. We help dealers source and manage inventory and accurately price their vehicles as well as process payments, transfer titles and manage arbitrations, and finance and transport vehicles. (Note: Revenue and net loss figures are for the year ended Dec. 31, 2020.) (Note: ACV Auctions increased its IPO price range to $20 to $22, up from $18 to $20, and kept the number of shares at 16.6 million (16,550,000 shares in the prospectus) in an S-1/A filing dated March 22, 2021.)",Services - Business Services - Auto Auctions,1470,2014,Contact Information,"640 Ellicott Street, #321 Buffalo, New York 14203",(512) 632-1200,http://www.acvauctions.com.,ACV Auctions Inc.,Financial Information,$3237.15mil,$208.36 mil (last 12 months),$-41.02 mil (last 12 months),IPO Profile,ACVA,NASDAQ,16.6,$25.00 - $25.00,$413.8 mil,Goldman Sachs/ J.P. Morgan/ Citigroup/ BofA Securities/ Jefferies,Canaccord Genuity/ Guggenheim Securities/ JMP Securities/ Piper Sandler/ Raymond James,3/24/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a platform-driven, clinical-stage biopharmaceutical company committed to transforming the discovery and development of novel antibody-based cancer immunotherapies. Our platform is designed to generate therapeutic antibody candidates with unique functional epitopes and species cross-reactivity as highlighted by our immunotherapy pipeline. (Note: Adagene priced its IPO on Feb. 8, 2021, at $19 – the top of its $17-to-$19 range – on the same number of shares, 7.35 million, as stated in the prospectus.)",Pharmaceuticals,198,2011,Contact Information,"4F, Building C14, No. 218, Xinghu Street, Suzhou Industrial Park Suzhou, Jiangsu Province, 215123 People's Republic of China",+86-512-8777-3632,http://www.adagene.com,Adagene Inc.,Financial Information,,$0 mil (last 12 months),$-34.24 mil (last 12 months),IPO Profile,ADAG,NASDAQ,7.4,$19.00 - $19.00,$139.7 mil,Goldman Sachs (Asia)/ Morgan Stanley/ Jefferies,China Renaissance,2/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biopharmaceutical company focused on the discovery, development and commercialization of antibody-based solutions for infectious diseases with pandemic potential. We are developing our lead product candidate, ADG20, for the treatment and prevention of coronavirus disease 2019, or COVID-19, the disease caused by the virus SARS-CoV-2 and its variants. COVID-19 has caused the current global pandemic that remains a significant global health crisis and has resulted in millions of deaths and lasting health problems in many survivors. We believe that COVID-19 will become an endemic disease requiring a variety of effective, safe and convenient treatment and prevention options for years to come. We aim to address COVID-19 and future potential viral outbreaks by building a portfolio of antibodies with broadly neutralizing activity against multiple members of the coronavirus family or additional viruses with pandemic potential. Our portfolio of antibodies was discovered by Adimab, LLC, or Adimab, an industry leader in translating target hypotheses into therapeutically relevant antibodies with their proprietary platform, which has resulted in more than 385 antibody discovery programs, over 40 of which have advanced into clinical trials. (Note: Adagio Therapeutics upsized its IPO at pricing on Aug. 5, 2021, by pricing 18.2 million shares, up from 17.7 million shares in the prospectus, at $17 – the mid-point of its $16-to-$18 range – to raise $309.4 million.)",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),68,2020,Contact Information,"303 Wyman Street, Suite 300 Waltham, MA 02451, US",(603) 252-2274,http://adagiotx.com,Adagio Therapeutics,Financial Information,$1836.3mil,$0 mil (last 12 months),$-104.0 mil (last 12 months),IPO Profile,ADGI,NASDAQ,18.2,$17.00 - $17.00,$309.4 mil,Morgan Stanley/ Jefferies/ Stifel/ Guggenheim/,-,8/6/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on companies in the consumer products industry and related sectors with enterprise values between $150 million and $500 million. Our search will include businesses in the health and wellness, e-commerce, discretionary spending and information technology sectors and related channels of distribution. (Note: Adara Acquisition priced its IPO on Feb. 8, 2021, according to the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2020,Contact Information,"8845 Red Oak Boulevard Charlotte, NC 28217",(704) 606-2922,,Adara Acquisition Corp.,Financial Information,$125.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ADRA.U,NYSE - American,10.0,$10.00 - $10.00,$100.0 mil,ThinkEquity (a division of Fordham Financial Management),-,2/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
