General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"Note: This is the sixth SPAC or blank-check company created under the JAWS name and led by Barry Sternlicht, the founder, chairman and CEO of Starwood Capital. (Incorporated in the Cayman Islands) We intend to focus our efforts on wireless communications and related technology/product/service businesses that have attractive growth-oriented characteristics and strong underlying demand drivers. We believe we are at the early stages of another wireless communications revolution led by the transition to 5G that will drive massive social and economic value. IHS Markit estimates that 5G will enable approximately $13 trillion in global economic output by 2035, representing approximately 5% of global real output. We believe the adoption of 5G will enable unprecedented levels of connectivity that will unlock a broad range of opportunities across virtually every industry sector including automotive, energy and utilities, industrial, government, consumer and healthcare. Our co-founders expect that there are many potential targets addressing the growing demand for more efficient and higher performance wireless systems and applications that are both attractive acquisition opportunities and positioned to deliver substantial value to shareholders. (Note: JAWS Juggernaut Acquisition upsized its SPAC IPO at pricing on June 17, 2021, to 24 million units, up from 20 million units, at $10 each to raise $240 million.)",BLANK CHECKS,0,2021,Contact Information,"1601 Washington Avenue, Suite 800 Miami Beach, FL 33139",(305) 695-5500,,JAWS Juggernaut Acquisition Corp.,Financial Information,$290.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JUGGU,NASDAQ,24.0,$10.00 - $10.00,$240.0 mil,Credit Suisse,-,6/18/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Note: This is the third blank-check company put together by Barry S. Sternlicht, the founder and former chairman and CEO of Starwood Hotels & Resorts Worldwide. (This blank-check company is incorporated in the Cayman Islands.) From the prospectus: Our sponsor, Mustang Sponsor LLC, is an affiliate of Jaws Estates Capital, the family office of Barry S. Sternlicht.  We intend to focus our efforts on identifying a prospective target business with either all or a substantial portion of its activities in North America and/or Europe. (Note: Jaws Mustang Acquisition upsized its IPO at pricing on Feb. 1, 2021, to 90 million units, up from 75 million in the prospectus, at $10 each to raise $900 million.)",BLANK CHECKS,0,2020,Contact Information,"1601 Washington Avenue, Suite 800 Miami Beach, FL 33139",(305) 695-5500,,Jaws Mustang Acquisition Corporation,Financial Information,$937.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JWSM.U,NYSE,90.0,$10.00 - $10.00,$900.0 mil,Credit Suisse/ BofA Securities/ Goldman Sachs,-,2/2/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our efforts on identifying a prospective target business with either all or a substantial portion of its activities in North America and/or Europe. We expect to focus on consumer technology and related technology businesses that have attractive growth-oriented characteristics and strong underlying demand drivers. As we focus our efforts in identifying a prospective target company or business, we will seek to capitalize on our Founder’s multiple decades of combined investment experience, particularly in the consumer and consumer internet and technology sectors. (Note: This SPAC IPO was upsized at pricing – 30 million units, up from 27.5 million in the prospectus, at $10 each.)",BLANK CHECKS,0,2020,Contact Information,"1601 Washington Avenue, Suite 800, Miami Beach, FL 33139, US",(305) 695-5500,,JAWS Spitfire Acquisition,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SPFR.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,Credit Suisse,-,12/3/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our efforts on consumer technology and related technology businesses with either all or a substantial portion of its activities in North America and/or Europe. (Incorporated in the Cayman Islands) Barry Sternlicht, the founder, chairman and CEO of Starwood Capital, and Matthew Walters, who previously spent his entire career with L Catterton, the global private equity firm, are our co-founders. Note: This SPAC IPO consists only of shares of common stock. It does NOT include warrants. (Note: JAWS Wildcat Acquisition Corp. withdrew its SPAC IPO in a filing dated Feb. 23, 2022, with the SEC.)",BLANK CHECK,0,2021,Contact Information,"1601 Washington Avenue, Suite 800 Miami Beach, FL 33139",(305) 695-5500,,JAWS Wildcat Acquisition Corp.,Financial Information,$319.75mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,WCAT,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Credit Suisse/ BofA Securities,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our Group’s history began in November 1999 when JCS was founded by Ms. Hong Bee Yin, our chairman, executive director and chief executive officer, and her then business partner, Mr. Yeo Hock Huat. Our Group commenced business in the selling of cleaning systems in 2005, before starting our business in the design, development, manufacture and sale of cleaning systems in Singapore in 2006. (Incorporated in the Cayman Islands) We manufacture a broad range of cleaning systems, including aqueous washing systems, plating and cleaning systems, train cleaning systems and other equipment. Since 2013, we have also been in the business of providing centralized dishwashing services for the food and beverage industry, mainly for food and beverage establishments in Singapore such as food courts, hawker centers, restaurants, cookhouses, eldercare homes and an inflight catering service provider. We have also provided general cleaning services since 2015, mainly for food courts in Singapore. Our mission is to be an industry leader in the cleaning systems and provision of centralized dishwashing services industry and in the design, development and manufacturing of precision cleaning systems industry. We believe our strong track record in precision cleaning will facilitate the promotion and demand for our products with both existing and new customers, as well as the expansion of our business. We intend to continue to develop products for different industrial end-use applications and to meet the needs of our customers across various industries by expanding our product portfolio. To this end, we have developed an initial prototype of a robot floor scrubber, which comprises a robotic enhancement that can be attached to floor cleaning equipment to enable such floor cleaning equipment to be used without manual operation. We have also entered into a collaboration with a statutory board in Singapore, whose functions and duties include the management and operation of the segment of the public transportation system in Singapore, to co-develop an autonomous train interior cleaning robot that will be capable of cleaning the floor of the interior of public trains autonomously based on the train type and car configuration. Note: For the 12 months ended June 30, 2021, JE Cleantech Holdings had revenue of S$23.8 million (Singapore dollars) and net income of S$1.4 million, according to the prospectus. In the IPO Profile here, those figures have been converted to U.S. dollars as follows: Revenue of $17.5 million and net income of $1.03 million for the 12 months ended June 30, 2021. (Note: JE Cleantech Holdings Limited filed confidentially with the SEC for an IPO on Jan. 21, 2022. The company has not selected a proposed symbol, as of its F-1 filing on March 10, 2022.)",Cleaning systems,70,1999,Contact Information,3 Woodlands Sector 1 Singapore 738361,+65 6369 4198,http://www.jecleantech.com.sg/,JE Cleantech Holdings Limited,Financial Information,$60.0mil,$17.5 mil (last 12 months),$1.03 mil (last 12 months),IPO Profile,TBA,NASDAQ,3.8,$4.00 - $4.00,$15.0 mil,ViewTrade Securities,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is an IPO, but it is a unit offering. IPOScoop has NO CALL on unit offerings. In this offering, each unit will consist of one ordinary share and one warrant to buy one ordinary share.) We are an e-commerce consumer products goods, or CPG, company, operating primarily on the Amazon platform. We were incorporated in Israel in March 2021, under the name Jeffs’ Brands Ltd, to serve as the holding company of three other e-commerce companies that operate online stores for the sale of various consumer products on the Amazon online marketplace, utilizing the Fulfillment by Amazon, or FBA model — Smart Repair Pro, or Smart Repair Pro, purex Corp., or Purex, and Top Rank Ltd, or Top Rank. In addition to executing the FBA business model, we utilize A.I. and machine learning technologies to analyze sales data and patterns on the Amazon marketplace in order to identify existing stores, niches and products that have the potential for development and growth, and for maximizing sales of existing proprietary products. We also use our own skills, know-how and profound familiarity with the Amazon algorithm and all the tools that the FBA platform FBA has to offer. In some circumstances we scale the products and improve them. Our revenues for the six months ended June 30, 2021 were $1,910 compared to $1,156 for the six months ended June 30, 2020, an increase of $754. Our revenues for the year ended December 31, 2020 were $2,289 compared to $670 for the year ended December 31, 2019, an increase of $1,619. Our net profit and total comprehensive loss for the six months ended June 30, 2021 was $851, compared to loss of $45 for the period ended June 30, 2020, an increase of $806. Our net profit and total comprehensive profit for the year ended December 31, 2020 was $112, compared to loss of $49 for the period ended December 31, 2019, an increase of $161.",Retail,5,2021,Contact Information,"3 Hanechoshet Street Tel Aviv, Israel 6971068",+972-3-6899124,,JEFFS’ BRANDS LTD,Financial Information,,$ mil (last 12 months),$ mil (last 12 months),IPO Profile,JFBRU,NASDAQ,0.0,$0.00 - $0.00,$0.0 mil,Aegis Capital Corp.,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We expect to focus on those areas where we can best capitalize on our team’s expertise in technology and technology-enabled models in Asia, and particularly in Greater China, including in mobility, online services, software, e-commerce, AI, robotics and clean energy. (Incorporated in the Cayman Islands) Our sponsor is an affiliate of Jeneration Group. Founded in 2015, Jeneration is a leading growth investment platform in Asia, with assets under management of approximately $3 billion.",BLANK CHECK,0,2021,Contact Information,"Two International Finance Centre, 8 Finance Street, Central Hong Kong",+852 3898 0300,,Jeneration Acquisition,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JACAU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Morgan Stanley/ Deutsche Bank Securities,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We provide an end-to-end, hybrid, universal DevOps Platform to achieve CSRM. Our leading CSRM platform enables organizations to continuously deliver software updates across any system. Our platform is the critical bridge between software development and deployment of that software, paving the way for the modern DevOps paradigm. We enable organizations to build and release software faster and more securely while empowering developers to be more efficient. As of June 30, 2020, approximately 5,800 organizations, including all of the top 10 technology organizations, 8 of the top 10 financial services organizations, 9 of the top 10 retail organizations, 8 of the top 10 healthcare organizations, and 7 of the top 9 telecommunications organizations in the Fortune 500 have adopted JFrog, embarking on their journey towards Liquid Software. (Note: Re: The expiration date of the 180-day lock-up period forJFrog (FROG) – Please see the details in the company’s news release here, which specifies Feb. 22, 2021, as the expiration date: JFrog Announces Final Lock-up Release (yahoo.com) )",PREPACKAGED SOFTWARE,590,2008,Contact Information,"270 E. Caribbean Drive, Sunnyvale, CA 94089, US",(408) 329-1540,http://www.jfrog.com,JFrog Ltd.,Financial Information,$3901.48mil,$127.9 mil (last 12 months),$-3.75 mil (last 12 months),IPO Profile,FROG,NASDAQ,11.6,$44.00 - $44.00,$510.4 mil,Morgan Stanley/ J.P. Morgan/ BofA Securities,KeyBanc Capital Markets/ Piper Sandler/ Stifel/ William Blair/ Oppenheimer/ Needham & Company,9/16/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our company is principally engaged in real estate services business. During earlier stages of our business, including the last three fiscal years, we engaged in the sale of NetEase Inc. prepaid digital cards, as well as software development business and real estate consulting services. To correspond to the PRC government’s recent initiative to encourage rural development, we have decided to transform our business to a full-service real estate services company focusing on managing properties in Heyuan Lighthouse Basin (Shuntian) Pastoral Complex. We expect to cease our prepaid digital cards sales business and software development business in the near future and focus primarily on providing real estate related services, such as sale of property, property rental and informational marketplace. Different from many real estate service companies that concentrate on serving scattered and individual properties, we intend to take on a more holistic approach by providing our customers with large-scale real estate projects that require unified planning and services.",REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),23,2016,Contact Information,"Unit CDE, 7th Fl, Tower A, Jinfeng Building, Futian District, Shenzhen City, Guangdong Province, China 518031",0755-83581568,http://www.fangrongw.com,JIANA Science and Technology,Financial Information,,$3.9 mil (last 12 months),$2.0 mil (last 12 months),IPO Profile,JANA,NASDAQ,0.0,$0.00 - $0.00,$11.5 mil,ViewTrade Securities,,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a leading online individual finance marketplace in China connecting individual investors and individual borrowers. The origin of our business can be traced back to 2011. We are one of the first online individual finance marketplaces in China, according to iResearch, and have built a trusted brand with a demonstrated track record of delivering value to both investors and borrowers. We were the third largest individual finance marketplace in China in terms of transaction volume in the first half of 2018 for mid- to long-term loans, according to iResearch. We strategically focused on facilitating mid- to long-term consumer loans with an average term of 12 months or more, as we believe such loan products are best positioned to generate attractive returns for our investors, and at the same time, capture the financing needs of quality borrowers. With a highly scalable capital-light business model, we have been able to grow our marketplace and reinforce our strengths through network effects.",FINANCE SERVICES,831,2011,Contact Information,"18th Floor, Building No. 1, Youyou Century Plaza, 428 South Yanggao Road, Pudong New Area, Shanghai 200122, People’s Republic of China",+86 21-6082-8732,http://www.jiayinfintech.cn,Jiayin Group,Financial Information,$615.25mil,$419.2 mil (last 12 months),$89.0 mil (last 12 months),IPO Profile,JFIN,NASDAQ,3.5,$10.50 - $10.50,$36.8 mil,Roth Capital Partners/ Shenwan Hongyuan Securities,-,5/10/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We franchise and operate retail stores under brand name “Jiuzi”, which sell new energy vehicles, or NEVs, in third-fourth tier cities in China. Almost all of the NEVs we sell are battery-operated electric vehicles. We also sell a few plug-in electric vehicles upon demand from vehicle buyers. As of the date of this prospectus, we have 18 operating franchise stores and one company-owned store in China. The business relationship between Jiuzi and its independent franchisees is supported by adhering to standards and policies and is of fundamental importance to the overall performance and protection of the “Jiuzi” brand.",AUTO DEALERS & GASOLINE STATIONS,18,2017,Contact Information,"4F No. 1 Building, Jinsha Lake Business Center, Economic Technology District, Hangzhou, Zhejiang, China 311103",+86-0571-82651956,,Jiuzi Holdings,Financial Information,,$7.98 mil (last 12 months),$3.2 mil (last 12 months),IPO Profile,JZXN,NASDAQ,0.0,$0.00 - $0.00,$28.8 mil,Boustead Securities,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
