General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"We are a women’s health diagnostic company focused on improving pregnancy outcomes. Our first commercial product, the PreTRM test, is the only broadly validated commercially available blood-based biomarker test to accurately predict the risk of a premature delivery, also known as preterm birth. The PreTRM test is a non-invasive blood test given to a pregnant woman, carrying a single fetus, during weeks 19 or 20 of gestation. This test provides an accurate prediction of the expectant mother’s risk of delivering spontaneously before 37 weeks’ gestation. Anthem, Inc., whose health plans cover more than 10% of U.S. pregnancies annually, will make our PreTRM test available to eligible pregnant members during a multi-year contract. Anthem is the nation’s second-largest health insurer with more than 43 million members nationwide. (Note: Sera Prognostics priced its IPO on July 14, 2021, at $16 – the mid-point of its $15-to-$17 price range – on 4.69 million shares, the same number of shares in the prospectus, to raise $75.04 million.)",Services - Medical Laboratories,76,2008,Contact Information,"2749 East Parleys Way Suite 200 Salt Lake City, UT 84109",(801) 990-0520,https://www.seraprognostics.com/​,"SERA PROGNOSTICS, INC.",Financial Information,$488.16mil,$30.0 mil (last 12 months),$-21.51 mil (last 12 months),IPO Profile,SERA,NASDAQ,4.7,$16.00 - $16.00,$75.0 mil,Citigroup/ Cowen/ William Blair,-,7/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on opportunities aiming to make a positive social impact with a specific emphasis on good Environmental, Social and Governance (“ESG”) practices. (Note: Seven Oaks Acquisition upsized its IPO to price 22.5 million units, up from 20 million in the prospectus, at $10 each to raise $225 million.)",BLANK CHECKS,0,2020,Contact Information,"445 Park Avenue, 17th Floor, New York, NY 10022, US",(917) 214-6371,,Seven Oaks Acquisition,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SVOKU,NASDAQ,22.5,$10.00 - $10.00,$225.0 mil,Jones Trading/ National Securities,Academy Securities/ Loop Capital Markets/ Tigress Financial Partners,12/18/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on opportunities aiming to make a positive social impact with a specific emphasis on good Environmental, Social and Governance (“ESG”) practices. Given our management team’s operational expertise, we may choose to evaluate targets operating in the industries and sectors where our team has prior experience, which include, but are not limited to, consumer goods and services, business services, technology, manufacturing and healthcare services. Companies with a cultural emphasis on ESG themes exist across a broad range of industries, but with the common goal of contributing to the solution of complex societal challenges including, among others, climate change, industrial innovation, human capital development, workers’ rights, access to education, quality health services and diversity. Our team is focused on evaluating targets with a distinct positive social impact, whose business practices demonstrate clear alignment with ESG principles and whose organizational culture embraces the value of such alignment. Following this offering, our initial stockholders intend to transfer, by gift, $1 million in the form of founder shares and/or warrants to a charitable organization to be formed by our sponsor that shares our social impact mission and ESG principles. Further to our purpose and mission, we have signed the United Nations’ Principles for Responsible Investment. Gary S. Matthews is our CEO and board chairman. Mr. Matthews previously served as the Chief Executive Officer and Chairman of Seven Oaks Acquisition Corp. (“Seven Oaks I”) from Sept. 23, 2020, until Seven Oaks I’s business combination with Boxed on Dec. 8, 2021, pursuant to which Boxed, LLC became a wholly owned subsidiary of Seven Oaks I and Seven Oaks I changed its name to Boxed, Inc. Mr. Matthews has served as Chairman of the board of Boxed, Inc. since Dec. 8, 2021. Mr. Matthews has over 30 years of experience as both an institutional investor and a senior executive of multiple businesses across a broad range of industries. Mr. Matthews served from 2007 to 2019 as a managing director of Morgan Stanley Capital Partners, where he co-led direct investments and helped to oversee the management and strategies for those businesses.",BLANK CHECK,0,2021,Contact Information,"445 Park Avenue, 17th Floor New York, NY 10022",(917) 214-6371,,SEVEN OAKS ACQUISITION CORP. II,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SVOBU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,JonesTrading,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This IPO is a unit offering. IPOScoop has NO CALL on unit IPOs that are not SPACs or blank-check companies. Sharps Technology is offering 2.448 million units at $5.25 to $7.25 each. In the prospectus, Sharps Technology says each unit consists of one share of common stock and one warrant to buy one share of common stock. The company has applied to list the stock and warrants on the NASDAQ under the proposed symbols “STSS” for the stock and “STSSW” for the warrants. **Please see the prospectus for details on Sharp’s plan to also offer up to 2.448 million pre-funded units.) Sharps Technology, Inc. is a medical device company that has designed and patented various safety syringes which we are seeking to commercialize. Our safety syringes products, which we refer to as the Sharps Provensa™, are ultra-low waste and have passive safety features, which we believe will provide us a competitive advantage over other syringes. Sharps Provensa is a patented and FDA-cleared safety syringe addressing the important needs of the global healthcare market. We received FDA clearance for the Sharps Provensa on June 12, 2006, for subcutaneous and intramuscular injections into the human body. **Reverse Stock Split note from the prospectus: “Prior to completion of this offering, we will reincorporate as a Nevada corporation (“Sharps Nevada”), and in conjunction therewith, every 3.5 outstanding shares of common stock of the Company will convert into one share of common stock of Sharps Nevada (the “Reverse Split”). All share numbers in this registration statement have been adjusted to give effect to this Reverse Split, except in the financial statements or as otherwise indicated.” Note: Sharps Technology reported no revenue and a net loss of $4.66 million for the year ended Dec. 31, 2021, according to the prospectus.",Surgical & Medical Instruments & Apparatus,3,2017,Contact Information,"105 Maxess Road, Ste. 124 Melville, New York 11747",(631) 574 -4436,,"Sharps Technology, Inc.",Financial Information,$48.75mil,$0 mil (last 12 months),$-4.66 mil (last 12 months),IPO Profile,STSS,NASDAQ,2.5,$5.25 - $7.25,$15.3 mil,Aegis Capital Corp.,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are an innovative clinical-stage biotechnology company pioneering the development of dual-sided fusion proteins as an entirely new class of biologic medicine. We believe our approach has the potential to fundamentally transform the therapeutic modulation of the immune system. Compounds derived from our proprietary Agonist Redirected Checkpoint, or ARC®, platform simultaneously inhibit checkpoint molecules and activate costimulatory molecules within a single therapeutic. Our lead wholly owned product candidate, SL-172154, has been rationally designed to simultaneously inhibit the CD47/SIRPa checkpoint interaction to restore an anti-tumor immune response and to activate the CD40 costimulatory receptor to bolster an immune response. We are currently conducting a Phase 1 clinical trial evaluating SL-172154 in patients with ovarian cancer, and we expect to announce initial data from the dose-escalation portion of this trial in the second half of 2021. Our second product candidate, SL-279252, which is being developed in collaboration with Takeda, has been rationally designed to simultaneously inhibit the PD-1/PD-L1 interaction and activate the OX40 receptor. We are evaluating SL-279252 in a Phase 1 clinical trial in patients with advanced solid tumors and lymphoma, and we expect to announce data from the dose-escalation portion of this trial in the second half of 2021",Pharmaceuticals,45,2016,Contact Information,"1018 W. 11th Street, Suite 100 Austin, TX 78703",(919) 864-2700,https://www.shattucklabs.com/,"Shattuck Labs, Inc.",Financial Information,$571.2mil,$10.8 mil (last 12 months),$-27.5 mil (last 12 months),IPO Profile,STTK,NASDAQ,11.9,$17.00 - $17.00,$202.3 mil,Citigroup/ Cowen/ Evercore ISI,Needham & Co.,10/9/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to concentrate on identifying businesses that provide technologically innovative solutions to the real estate industry, broadly defined as “PropTech.” Shelter is a SPAC focused on the PropTech sector seeking to deliver a high growth company that leverages disruptive technology to enact positive change in the real estate ecosystem. (Note: Shelter Acquisition Corp. I priced its SPAC IPO on June 29, 2021, in sync with the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECKS,0,2020,Contact Information,"6 Midland Street #1726 Quogue, New York 11959",(631) 553-2164,,Shelter Acquisition Corporation I,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SHQAU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Citigroup/ Wells Fargo Securities,-,6/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a leading independent provider of integrated payment processing and technology solutions in the United States based on total volume of payments processed. We have achieved our leadership position through decades of solving complex business and operational challenges facing our customers: software partners and merchants. For our software partners, we offer a single integration to an end-to-end payments offering, a proprietary gateway and a robust suite of technology solutions to enhance the value of their software and simplify payment acceptance. For our merchants, we provide a seamless, unified consumer experience as an alternative to relying on multiple providers to accept payments and utilize technology in their businesses.",BUSINESS SERVICES,738,2019,Contact Information,"2202 N. Irving St., Allentown, PA 18109, US",(888) 276-2108,http://www.shift4.com,Shift4 Payments,Financial Information,$1608.4mil,$775.8 mil (last 12 months),$-49.8 mil (last 12 months),IPO Profile,FOUR,NYSE,15.0,$23.00 - $23.00,$345.0 mil,Citigroup/ Credit Suisse/ Goldman Sachs,BofA Securities/ Morgan Stanley/ RBC Capital Markets/ Evercore ISI/ Raymond James/ SunTrust Robinson Humphrey/ Wolfe Capital Markets and Advisory/ Citizens Capital Markets/ Scotiabank/ TD Securities/ Telsey Advisory Group,6/5/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a leading provider of electrical balance of system or “EBOS” solutions for solar energy projects in the United States. EBOS encompasses all of the components that are necessary to carry the electric current produced by solar panels to an inverter and ultimately to the power grid. EBOS components are mission-critical products that have a high consequence of failure, including lost revenue, equipment damage, fire damage, and even serious injury or death. As a result, we believe customers prioritize reliability and safety over price when selecting EBOS solutions. We expect to introduce products in 2022 for the rapidly growing EV (electric vehicle) charging infrastructure market that will help reduce the installation cost. (Note: Shoals Technologies Group upsized its IPO by 22.2 percent at pricing on Jan. 26, 2021: 77 million shares, up from 70 million in the prospectus, were priced at $25 each, above the recently increased price range of $22 to $23, to raise $1,925.0 million ($1.925 billion), up from estimated proceeds of $1,575.0 million ($1.575 billion). The Shoals IPO was upsized by 57.5 percent on Monday, Jan. 25, 2021, in an S-1/A filing that disclosed an increase in both the number of shares (to 70 million, up from 50 million initially) and the price range (to $22 to $23, up from $19 to $21 initially.)",SEMICONDUCTORS & RELATED DEVICES,691,2020,Contact Information,"1400 Shoals Way, Portland, Tennessee 37148, US",(615) 451-1400,,Shoals Technologies Group,Financial Information,$4348.0mil,$174.26 mil (last 12 months),$37.4 mil (last 12 months),IPO Profile,SHLS,NASDAQ,77.0,$25.00 - $25.00,$1925.0 mil,Goldman Sachs/ J.P. Morgan/ Guggenheim Securities/ UBS Investment Bank,-,1/27/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a medical device company focused on developing and commercializing products intended to transform the way calcified cardiovascular disease is treated. We aim to establish a new standard of care for medical device treatment of atherosclerotic cardiovascular disease through our differentiated and proprietary local delivery of sonic pressure waves for the treatment of calcified plaque, which we refer to as intravascular lithotripsy (“IVL”). Our IVL system (our “IVL System”), which leverages our IVL technology (our “IVL Technology”), is a minimally invasive, easy-to-use and safe way to significantly improve patient outcomes.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,162,2009,Contact Information,"5403 Betsy Ross Drive, Santa Clara, CA 95054, US",(510) 279-4262,http://www.shockwavemedical.com,ShockWave Medical,Financial Information,$457.4mil,$12.26 mil (last 12 months),$-41.1 mil (last 12 months),IPO Profile,SWAV,NASDAQ,5.7,$17.00 - $17.00,$96.9 mil,Morgan Stanley/ BofA Merrill Lynch,Wells Fargo Securities/ Canaccord Genuity,3/7/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our efforts on identifying businesses in technology and cybersecurity. We intend to focus on companies that have powerful and differentiated relationships with their customers, and that have market-leading insight into how their consumers live, what they need, and how to communicate with them effectively. These companies may serve both domestic and international customers. Betsy Z. Cohen is a member of our sponsor, ShoulderUp Technology Sponsor LLC. Stacey Abrams is a member of our board of directors. Phyllis Newhouse has served as our CEO since inception. Ms. Newhouse is known as a pioneer in cybersecurity. Ms. Newhouse is an entrepreneur, retired military senior non-commissioned officer, mentor, founder and CEO of XtremeSolutions, Inc., an Atlanta-based cybersecurity firm (“XSI”), and a founder, CEO and a director of Athena Technology Acquisition Corp., a blank check company focused on identifying acquisitions of business in technology, direct to consumer and fintech industries. While serving in the United States Army on various assignments, Ms. Newhouse focused on national security and worked on several projects, which outlined the Cyber Espionage Task Force. After her service in the army, Ms. Newhouse founded XSI in 2002, which offers a wide range of IT expertise and provides industry leading, state-of–the-art information technology and cybersecurity services and solutions. XSI has employees in 42 states, with 40% of its workforce made up of veterans. In 2019, Ms. Newhouse founded ShoulderUp, a nonprofit dedicated to connecting and supporting women in their entrepreneurial journeys. Grace Vandecruze has served as our CFO since inception. Ms. Vandecruze is the Founder and managing director at Grace Global Capital LLC, a consulting firm providing M&A financial advisory, restructuring, and valuation to insurance executives, boards and financial regulators since 2006. From August 1999 to December 2006, she served as a managing director at Swiss Re, a Swiss reinsurance company, where Ms. Vandecruze was responsible for the firm’s regulatory advisory practice in the insurance and financial services industries. (Note: ShoulderUP Technology Acquisition Corp. upsized its SPAC IPO at pricing on Nov. 16, 2021, to 26.5 million units, up from 25 million in the prospectus, at $10 each to raise $265 million.)",BLANK CHECKS,0,2021,Contact Information,"125 Townpark Drive, Suite 300 Kennesaw, GA 30144",(970) 924-0446,,ShoulderUp Technology Acquisition Corp.,Financial Information,$348.33mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SUAC.U,NYSE,26.5,$10.00 - $10.00,$265.0 mil,Citigrouip,-,11/17/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Tech and FinTech companies in the Middle East, North Africa and Turkey are in focus at this SPAC, backed by SHUAA Capital. (Incorporated in the Cayman Islands) (Note: SHUAA Partners Acquisition I Corp. priced its SPAC IPO on March 1, 2022, in line with its recently downsized terms: 10 million units at $10 each to raise $100 million. An S-1/A filing dated Feb. 22, 2022, showed that SHUAA Partners Acquisition I Corp. had cut the size of its SPAC IPO in half – to 10 million units, down from 20 million units – at $10 each.)",BLANK CHECK,0,2021,Contact Information,,,,SHUAA Partners Acquisition I,Financial Information,$112.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SHUAU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,BTIG,-,3/2/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: Craig Technical Consulting, Inc., or CTC, is the holder of all of our outstanding Class B common stock and will hold approximately 94.2% of the voting power of our outstanding capital stock following this offering. Carol Craig, our Chairwoman and Chief Executive Officer, is the sole owner of CTC.) Sidus Space is a space-as-a-service company focused on commercial satellite design, manufacture, launch, and data collection with a vision to demonstrate space operations for new technologies and deliver data and predictive analytics to both domestic and global customers. We have 9 years of commercial, military and government manufacturing experience combined with space qualification experience, existing customers and pipeline, and International Space Station (ISS) heritage hardware. We support commercial space, aerospace, defense, underwater marine and other commercial and government customers. Our services include multidisciplinary design engineering, precision Computer Numerical Control (CNC) machining and fabrication, Swiss screw machining, American Welding Society (AWS) certified welding and fabrication, electrical and electronic assemblies, wire cable harness fabrication, 3D composite and metal printing, satellite manufacturing, satellite payload integration and operations support, satellite deployment and microgravity testing and research. We have designed and manufactured many flight and ground components and systems for several government and commercial customers including large government contractors and space agencies. Our Founder and Chief Executive Officer, Carol Craig, has also built her namesake firm, Craig Technologies, into an aerospace and defense contracting company recognized throughout the U.S. government and commercial space industries, that is backed by proven experience in the design, development, and commercialization of new and innovative space technologies and services through aerospace and defense partnerships and collaborations. We are developing and anticipating launching 100kg (220-pound) satellites with available space to rapidly integrate customer sensors and technologies. By developing a standardized operating system for space, we believe we can deliver customer payloads to orbit in months, rather than years. In addition, we anticipate delivering high-impact data for insights on aviation, maritime, weather, space services, earth intelligence and observation, financial technology (Fintech) and the Internet of Things (IoT). Our smallsat design is a hybrid 3D platform that is cost efficient and designed to allow us to provide technology integration and space-based data at a lower cost due to our vertically integrated manufacturing and space hardware expertise. As our satellite constellation grows, the number of customers and the volume of data collection will scale. (Note: Sidus Space moved up the pricing of its IPO by a couple of nights to price the deal on Dec.13, 2021, at $5 – the mid-point of its $4-to-$6 range – on 3 million shares, the same number of shares in the prospectus, to raise $15 million.)",Communication satellites - space and defense,35,2012,Contact Information,"150 N. Sykes Creek Parkway, Suite 200 Merritt Island, FL 32953",(321) 613-5620,http://www.sidusspace.com/,Sidus Space Inc.,Financial Information,$81.0mil,$1.15 mil (last 12 months),$-1.68 mil (last 12 months),IPO Profile,SIDU,NASDAQ,3.0,$5.00 - $5.00,$15.0 mil,Boustead Securities,-,12/14/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to capitalize on the ability of our management team to identify, acquire and manage a business that can capitalize on the operational expertise possessed by our management team across a diverse array of industries. Our management team’s experience encompasses a wide range of industries, including healthcare services, food and beverage, consumer products, industrial services, business services, real estate, professional services, homebuilding and medical and solid waste disposal (an industry we cannot pursue until Mr. Alutto’s and Mr. Burke’s non-competes expire). Charles Alutto has served as our CEO since inception. Mr. Alutto also serves as the Chief Executive Officer of Alutto Consulting, a consulting firm helping companies focus on long-term organic growth and creating sustainable stockholder value. Previously, Mr. Alutto was President and Chief Executive Officer of Stericycle Inc. (NASDAQ: SRCL), or Stericycle, a compliance company that specializes in collecting and disposing regulated substances, such as medical waste and pharmaceuticals, from 2013 to 2019. Richard Burke has served as our Executive Co-Chairman since February 2021 and as a member of our board of directors since March 2021. Mr. Burke most recently served as Chief Executive Officer of Advanced Disposal Services Inc., or Advanced Disposal, (formerly NYSE: ADSW) from 2014 until the company’s sale to Waste Management, Inc. (NYSE: WM), or WM, in 2020, a deal negotiated by Mr. Burke and valued the company at $4.6 billion. (Note: Sierra Lake Acquisition priced its SPAC IPO on Sept. 14, 2021, in line with the terms in its prospectus: 30 million units at $10 each to raise $300 million.)",BLANK CHECKS,0,2021,Contact Information,"625 West Adams Street Chicago, IL 60661",(331) 305-4319,,Sierra Lake Acquisition Corp.,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SIERU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Cantor,-,9/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission is to transform ophthalmology and optometry through the development and commercialization of proprietary devices that target the underlying causes of the world’s most prevalent eye diseases. Our currently marketed products, the OMNI Surgical System, or OMNI, and the TearCare System, or TearCare, target two of the world’s most prevalent and underserved eye diseases, glaucoma and dry eye disease, or DED, respectively. Glaucoma, a group of chronic, often asymptomatic, diseases that damage the optic nerve, is the world’s leading cause of irreversible blindness. Primary open-angle glaucoma, or POAG, is the most prevalent form of glaucoma. Dry eye complaints are the most common reason for a patient visit to an eye doctor and DED symptoms have a significant impact on the quality of life and productivity of patients. If left untreated, DED can be extremely painful, leading to permanent cornea damage and vision impairment. We estimate the annual addressable U.S. market opportunities for OMNI and TearCare are approximately $6 billion and approximately $10 billion, respectively, while 2020 U.S. manufacturer revenues in the surgical glaucoma and DED markets were approximately $350 million and $2.4 billion, respectively, demonstrating that currently available solutions have not addressed a large part of the market need. OMNI is a handheld, single-use, therapeutic device that allows ophthalmic surgeons to reduce intraocular pressure, or IOP, in adult glaucoma patients with a safe and minimally invasive glaucoma surgery, or MIGS. The FDA has authorized the use of OMNI for reducing IOP in all adult POAG patients both by itself on a standalone basis, which we refer to as Standalone procedures, or in combination with cataract procedures, which we refer to as Combination Cataract procedures. TearCare is a technologically sophisticated system which utilizes a wearable, open-eye design to apply localized heat to eyelids in an anatomically customized way. (Note: Sight Sciences priced its upsized IPO on July 14, 2021, in line with its recently revised terms: 10 million shares at $24 – the top of its new $23-to-$24 price range. Earlier in the day, Sight Sciences upsized its IPO by 56.5 percent to 10 million shares, up from 6.98 million shares, and raised the price range to $23 to $24 – up from its original price range of $20 to $23 – .07 million) – in an S-1/A filing dated July 14, 2021.)",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,184,2010,Contact Information,"4040 Campbell Ave, Suite 100 Menlo Park CA 94025",877-266-1144,http://www.sightsciences.com/,"Sight Sciences, Inc.",Financial Information,$1063.85mil,$29.7 mil (last 12 months),$-37.7 mil (last 12 months),IPO Profile,SGHT,NASDAQ,10.0,$24.00 - $24.00,$240.0 mil,Morgan Stanley/ BofA Securities/ Citigroup/ Piper Sandler,-,7/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biotechnology company pioneering a new class of therapeutics and seeking to develop functional cures for patients with chronic diseases by providing stable and durable levels of therapeutic molecules to patients. We have developed our Shielded Living Therapeutics, or SLTx, platform, which combines advanced cell engineering with cutting-edge innovations in biocompatible materials and enables our product candidates to produce a wide range of therapeutic molecules that may be missing or deficient, such as proteins, antibodies and hormones. We are designing our product candidates to be off-the-shelf, durable, controllable and redosable, without requiring modification of the patient’s genes or immunosuppression. Our lead product candidate, SIG-001, is designed to prevent bleeding episodes in patients with moderate-severe to severe Hemophilia A by continuously secreting human FVIII. We received acceptance of our IND submission in the United States in August 2020 and our CTA in the United Kingdom in May 2020. We have initiated our Phase 1/2 clinical study of SIG-001 in Hemophilia A, with the first patient dosed in October 2020. (Note: The IPO was upsized at pricing – 7 million shares, up from 5.6 million shares, were priced at $18 each, in the middle of the $17-to-$19 range.)",Pharmaceuticals,96,2015,Contact Information,"100 Binney Street, Suite 600 Cambridge, MA 02142",(617) 336-7540,,"Sigilon Therapeutics, Inc.",Financial Information,$518.22mil,$12.72 mil (last 12 months),$-54.1 mil (last 12 months),IPO Profile,SGTX,NASDAQ,7.0,$18.00 - $18.00,$126.0 mil,Morgan Stanley/ Jefferies/ Barclays/ Canaccord Genuity,-,12/4/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on direct-to-consumer media, technology, or emerging digital enterprise focused businesses. Jonathan Bond, our Chief Executive Officer, is one of the advertising and marketing industry’s most recognized leaders and an entrepreneur with over 35 years of experience. He previously was the Co-Founder and Chief Executive Officer of Kirshenbaum Bond Senecal & Partners, LLC, an integrated advertising and media agency. Prior to his tenure at Kirshenbaum Bond Senecal & Partners, LLC, Mr. Bond served as the Chief Executive Officer of Big Fuel Communications, LLC (now part of Publicis Groupe S.A. (OTCMKTS: PUBGY)), one of the world’s largest social media agencies. He helped establish iballs LLC, one of the first online media agencies, which was sold to Avenue A Inc. (and later acquired as Avenue A / Razorfish by Microsoft Corporation) in July 2006. He also co-founded The Media Kitchen and Varick Media Management LLC under the Kirshenbaum Bond Senecal & Partners, LLC umbrella. From August 2012 to December 2016, Mr. Bond was the founder of Maestro Management, LLC d/b/a Tomorro, an innovation consultancy. (Note: Signal Hill Acquisition priced its SPAC IPO on Feb. 10, 2021, in line with the terms in the prospectus: 10 million units at $10 to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"2810 N. Church Street, Suite 94644 Wilmington, DE 19802-4447",(646) 504-8172,,Signal Hill Acquisition Corp.,Financial Information,$125.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SGHLU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,"B. Riley Securities, Inc.",-,2/11/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Signify Health is a leading healthcare platform that leverages advanced analytics, technology, and nationwide healthcare provider networks to create and power value-based payment programs. Our mission is to transform how care is paid for and delivered so that people can enjoy more healthy, happy days at home. Our customers include health plans, governments, employers, health systems and physician groups. We believe that we are a market leader in two fast-growing segments of the value-based healthcare payment industry: payment models based on individual episodes of care and in-home health evaluations (“IHEs”).  Our episode payment platform managed $6.1 billion of spend under the Medicare Bundled Payment for Care Improvement Advanced (“BPCI-A”) program in 2019. Our mobile network of providers entered over 1 million unique homes to evaluate individuals in Medicare Advantage and other managed care plans in 2019. (Note: Signify Health increased its price range to $20 to $21, up from $17 to $19 initially, and kept the number of shares the same – 23.5 million shares – in an S-1/A filing dated Feb. 10, 2021, the same as the pricing date; pricing expected after the market’s close.)",Services - Home Healthcare,2100,2020,Contact Information,"800 Connecticut Avenue Norwalk, CT 06854",(203) 541-4600,http://www.signifyhealth.com,"Signify Health, Inc.",Financial Information,$4558.18mil,$550.4 mil (last 12 months),$-23.2 mil (last 12 months),IPO Profile,SGFY,NYSE,23.5,$24.00 - $24.00,$564.0 mil,Goldman Sachs/J.P. Morgan/Barclays/Deutsche Bank Securities/BofA Securities/UBS Investment Bank/Baird/Piper Sandler/William Blair,-,2/11/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a medical device company focused on reducing the risk of stroke and its devastating impact. We believe a key to stroke prevention is minimally invasive and technologically advanced intervention to safely and effectively treat carotid artery disease, one of the leading causes of stroke. We have pioneered a new approach for the treatment of carotid artery disease called transcarotid artery revascularization, or TCAR, which we seek to establish as the standard of care. TCAR relies on two novel concepts – minimally invasive direct carotid access in the neck and high-rate blood flow reversal during the procedure to protect the brain – and combines the benefits of innovative endovascular techniques with fundamental surgical principles.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,176,2007,Contact Information,"1213 Innsbruck Drive, Sunnyvale, CA 94089, US",(408) 720-9002,http://www.silkroadmed.com,Silk Road Medical,Financial Information,$604.6mil,$34.6 mil (last 12 months),$-37.6 mil (last 12 months),IPO Profile,SILK,NASDAQ,6.0,$20.00 - $20.00,$120.0 mil,J.P. Morgan/ BofA Merrill Lynch,BMO Capital Markets/ Stifel,4/4/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to concentrate our efforts in identifying global or regional businesses with differentiated products and services in one or more high-growth consumer and consumer technology sectors. We believe that the following trends will result in potentially attractive business combination targets for us: increasing adoption of new technology in consumption activities and fulfilment; changing consumer behaviors accelerated by the COVID-19 pandemic; continued strategic reshuffling of attractive consumer assets both regionally and globally, and rapidly evolving consumption patterns of a growing Chinese middle class, serving as a harbinger of change elsewhere in the world. (Note: Silver Crest Acquisition upsized its IPO at pricing: 30 million units, up from 25 million, were priced at $10 each to raise $300 million.)",BLANK CHECKS,0,2020,Contact Information,"Suite 3501, 35/F, Jardine House, 1 Connaught Place, Central Hong Kong",+852 2165-9000,,Silver Crest Acquisition,Financial Information,$362.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SLCRU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,UBS Investment Bank,-,1/14/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our sponsor is an affiliate of Silver Spike Capital. Silver Spike Capital is an asset management fund focused on the burgeoning cannabis and related health & wellness industries. Silver Spike was formed in 2019 with an executive team consisting of seasoned investment professionals, many of whom have extensive experience in emerging and frontier markets as well as cannabis industry investors and entrepreneurs with proven track records.",BLANK CHECKS,0,2019,Contact Information,"1114 6th Ave, 41st Floor, New York, NY, 10036 , US",(212) 905-4923,,Silver Spike Acquisition,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SSPKU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Credit Suisse,-,8/8/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
