General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"We are a commercial-stage company focused on rare diseases that transforms real-world clinical and genetic data into actionable information for patients, physicians and pharmaceutical companies. Our goal is to bring rationality to treatment decisions and to accelerate the development of new orphan drugs by using our knowledge of the global rare disease market, including epidemiological and clinical data and innovative biomarkers. We have developed a global proprietary rare disease platform based on our real-world data repository with over 2.0 billion weighted data points from over 450,000 patients representing 115 different countries as of August 31, 2019, or an average of over 500 data points per patient. Our platform includes epidemiologic, phenotypic and genetic data that reflects a global population, and also a biobank of these patients’ blood samples.",MEDICAL LABORATORIES,400,2018,Contact Information,"Am Strande 7,18055 Rostock, Germany",+49 (381) 80113400,http://www.centogene.com,Centogene B.V.,Financial Information,$278.1mil,$45.4 mil (last 12 months),$-16.3 mil (last 12 months),IPO Profile,CNTG,NASDAQ,4.0,$14.00 - $14.00,$56.0 mil,SVB Leerink/ Evercore ISI,Baird/ BTIG,11/7/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a late clinical-stage biopharmaceutical company focused on becoming the leader in identifying, developing and commercializing novel, non-opioid and non-addictive therapies to address the large unmet medical need for the treatment of chronic pain. Pain is a protective reaction that alerts the body to the presence of actual or potential tissue damage so that necessary corrective responses can be mounted. The National Institutes of Health, or NIH, defines chronic pain as pain that persists beyond the normal healing time of an injury or that persists longer than three months. As of 2011, over 40 million adults in the United States and over 1 billion people worldwide suffer from chronic pain each year. (Note: Centrexion Therapeutics withdrew its IPO registration on May 5, 2021, according to an SEC filing. The IPO was initially filed in October 2018.)",PHARMACEUTICAL PREPARATIONS,24,2013,Contact Information,"200 State Street, Boston, MA 02109, US",(617) 837-6911,http://www.centrexion.com,Centrexion Therapeutics,Financial Information,,$047.5 mil (last 12 months),$-7.7 mil (last 12 months),IPO Profile,CNTX,NASDAQ,0.0,$0.00 - $0.00,$86.3 mil,Credit Suisse/ SVB Leerink,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to capitalize on the ability of our management team to identify, acquire and manage a growth-oriented, market leading business. We will look for target companies in Europe and North America. Manfredi Lefebvre d’Ovidio has been our chairman of the board of directors since December 2020. Mr. Lefebvre is chairman of Heritage Group, a diversified conglomerate with interests in the cruise industry, property and financial investments. In 2001, Mr. Lefebvre took control of Silversea Cruises and assumed the role of executive chairman from 2001 to 2020. During this period, Mr. Lefebvre transformed Silversea Cruises from a cruise line with three vessels to a market leader covering over 900 destinations worldwide.  (Note: Centricus Acquisition upsized its SPAC IPO at pricing on Feb. 3, 2021, to price 30 million units, up from 25 million, at $10. This blank-check company is incorporated in the Cayman Islands.)",BLANK CHECKS,0,2020,Contact Information,"Byron House, 7-9 St. James’s Street, London SW1A 1EE United Kingdom",+44 (0) 20-7139-4500,,Centricus Acquisition,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CENHU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Deutsche Bank Securities/ Barclays,-,2/4/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are an innovative biotechnology company developing transformative allogeneic cell therapies to create products for the treatment of both solid tumor and hematological malignancies with significant unmet medical need. We have created a comprehensive allogeneic cell therapy platform that includes industry-leading induced pluripotent stem cells, or iPSCs, differentiation know-how to generate immune effector cells from iPSCs, or iPSC-derived cells, clustered regularly interspaced short palindromic repeats, or CRISPR, mediated precision gene editing that allows us to incorporate multiple transgenes and remove target genes intended to optimize cell product performance, sophisticated protein engineering capabilities to develop proprietary next generation chimeric antigen receptors, or CARs, our proprietary Allo-EvasionTM technology intended to prevent rejection of our cell products by the host immune system, and cutting edge manufacturing capabilities intended to minimize product development and supply risk. We believe that these vertically integrated capabilities will allow us to further expand our existing pipeline and develop therapeutics from iPSC-derived natural killer cells, or iNK cells, or iNK, and iPSC-derived T cells, or iT cells, or iT, that may provide enhanced clinical outcomes compared to available therapeutic options. Our vision is to become a premier cell therapy company by developing and ultimately commercializing allogeneic cell therapies that dramatically and positively transform the lives of patients suffering from life-threatening cancers. To achieve our vision, we have assembled a world-class team whose members collectively have decades of experience in cell therapy and drug development, manufacturing, and commercialization. With the exception of our lead product candidate, CNTY-101, each of our product candidates is designed to target multiple tumor antigens. We currently anticipate filing an IND for our lead product candidate, CNTY-101, targeting B-cell lymphoma, in mid 2022. Our second product candidate, CNTY-103, is designed to treat glioblastoma, and we currently anticipate filing an IND in the first half of 2023. Our third product candidate, CNTY-102, is designed to further improve B-cell malignancy treatment, and we are planning on filing an IND for it in the second half of 2023. Our fourth product candidate, CNTY-104, is being developed to treat AML with the IND filing expected in mid 2024. (Note: Century Therapeutics priced its IPO on June 17, 2021, at $20 – the top of its range – on 10.55 million shares to raise $211 million.)",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),107,2018,Contact Information,"3675 Market Street Philadelphia, Pennsylvania 19104",(267) 817-5790,http://www.centurytx.com/,"Century Therapeutics, Inc.",Financial Information,$1041.58mil,$0 mil (last 12 months),$-53.58 mil (last 12 months),IPO Profile,IPSC,NASDAQ,10.6,$20.00 - $20.00,$211.0 mil,J.P. Morgan/ BofA Securities/ SVB Leerink/ Piper Sandler,-,6/18/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: Cerberus Cyber Sentinel Corp. priced its NASDAQ uplisting on Jan. 13, 2022, at $5 on 2 million shares; the deal had been postponed on the morning of Dec. 21, 2021, ahead of its expected pricing that night. IPOScoop had NO CALL on this offering. This is NOT an IPO. This deal is a NASDAQ uplisting from the OTCQB. The company said that its lock-up agreement would extend for 12 months from the IPO date, according to its S-1 filing dated Dec. 14, 2021.) We are a cybersecurity and compliance company comprised of highly trained and seasoned security professionals who work with clients to enhance or create a better cyber posture in their organization. We provide consulting services, software and solutions to safeguard data and financial information, as well as to protect assets and intellectual property.",Cybersecurity and compliance,185,2019,Contact Information,"6900 E. Camelback Road, Suite 240 Scottsdale, Arizona 85251",(480) 389-3444,,Cerberus Cyber Sentinel Corp.,Financial Information,$630.85mil,$11.87 mil (last 12 months),$-7.12 mil (last 12 months),IPO Profile,CISO,NASDAQ,2.0,$5.00 - $5.00,$10.0 mil,Boustead Securities,-,1/14/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"The company intends to target ICT companies that benefit from the transformational, long-term impacts of capital deployment in the 5G stack. Such companies may include network operators (mobile operators, fiber operators, datacenters and tower companies), equipment vendors, device makers, semiconductor providers, IT and cloud services, network optimization, ICT software and applications companies. (ICT stands for information and communications technology companies.) Our sponsor is an affiliate of Cerberus Capital Management, L.P. Our sponsor was founded by Stephen A. Feinberg, Frank W. Bruno and certain senior executives of Cerberus. Stephen A. Feinberg founded Cerberus in 1992 and is its Co-CEO. Frank W. Bruno is Co-CEO of Cerberus and has worked with Mr. Feinberg for over 22 years. Mr. Bruno will also serve as the chairman of our board of directors. Under their leadership, Cerberus has become a global leader in alternative investing with approximately $48 billion in assets under management as of June 30, 2020, and expertise in private equity, credit and real estate. Over the course of its history, Cerberus has developed a group of senior information and communications technology (“ICT”) executives and investors with a proven track record of leading, investing in and growing large, scaled enterprises. Timothy M. Donahue will serve as our CEO and a member of our board of directors. Mr. Donahue has been a senior advisor to Cerberus’ operations group since 2009 and brings vast experience, deep relationships and strategic vision to investing in ICT. Mr. Donahue is the former chairman of Sprint Nextel where he grew the company’s market capitalization from approximately $16 billion to approximately $40 billion during the period from July 1999 to July 2005.",BLANK CHECKS,0,2020,Contact Information,"875 Third Avenue New York, New York 10022",(212) 891-2100,,Cerberus Telecom Acquisition Corp.,Financial Information,$384.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CTAC.U,NYSE,25.0,$10.00 - $10.00,$250.0 mil,Morgan Stanley,,10/22/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We accelerate medicines to patients using biosimulation software and technology to transform traditional drug discovery and development. Biosimulation is a powerful technology used to conduct virtual trials using virtual patients to better understand how drugs behave in different individuals. Biopharmaceutical companies use our proprietary biosimulation software throughout drug discovery and development to inform critical decisions that not only save significant time and money but also advance drug safety and efficacy, improving millions of lives each year. (Note: The Certara deal was upsized at pricing: 29.1 million shares were priced at $23, up from 24.4 million shares at $19 to $22 in the prospectus.)",PREPACKAGED SOFTWARE,899,2017,Contact Information,"100 Overlook Center, Suite 101, Princeton, NJ 08540, US",(609) 716-7900,http://www.certara.com,Certara,Financial Information,,$232.7 mil (last 12 months),$1.99 mil (last 12 months),IPO Profile,CERT,NASDAQ,29.1,$23.00 - $23.00,$669.3 mil,Jefferies/ Morgan Stanley/ BofA Securities/ Credit Suisse/ Barclays/ William Blair,-,12/11/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"This is the fourth blank-check company, or special-purpose acquisition company (SPAC), led by top executives of Cantor: *Howard Lutnick is the chairman and CEO of CF Acquisition Corp. IV. He has served as the president and CEO of Cantor since 1992 and the chairman of Cantor since 1996; he joined the Wall Street firm in 1983. *Anshu Jain is the president of CF Acquisition Corp. IV. He also serves as the president of Cantor, a position he has held since January 2017, and previously served as a senior executive of Deutsche Bank, which firm he joined from Merrill Lynch in 1995, where he was the Co-CEO from June 2012 to June 2015. Our efforts to identify a prospective target business will not be limited to a particular industry or geographic region, although we expect to focus on a target in an industry where we believe our management team and founders’ expertise will provide us with a competitive advantage, including the financial services, healthcare, real estate services, technology and software industries. Our sponsor, CFAC Holdings IV, LLC, has agreed to purchase an aggregate of 900,000 units at a price of $10.00 per unit ($9,000,000 in the aggregate), in a private placement that will close simultaneously with the closing of this offering. The private placement units are identical to the units sold in this offering, subject to certain limited exceptions as described in this prospectus. (Note: CF Acquisition Corp. IV upsized its IPO at pricing to 45 million units, up from 40 million units in the prospectus, at $10 each.)",BLANK CHECKS,0,2020,Contact Information,"110 East 59th Street New York, NY 10022",(212) 938-5000,,CF Acquisition Corp. IV,Financial Information,$459.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CFIVU,NASDAQ,45.0,$10.00 - $10.00,$450.0 mil,Cantor,-,12/23/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: As the name indicates, this is the fifth blank-check company or SPAC (special-purpose acquisition company) led by Cantor Fitzgerald’s top brass: Howard Lutnick, the chairman, president and CEO of Cantor Fitzgerald, the financial services and real estate firm, along with Anshu Jain, the president of Cantor, and Alice Chan, the global controller and a managing director of Cantor since March 2019.) We expect to focus on a target in an industry where we believe our management team and founders’ expertise will provide us with a competitive advantage, including the financial services, healthcare, real estate services, technology and software industries. (Note: The unit symbol is CFFVU. The proposed symbol shown in the prospectus is CFVU.)",BLANK CHECKS,0,2020,Contact Information,"110 East 59th Street New York, NY 10022",(212) 938-5000,,CF Acquisition Corp. V,Financial Information,,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CFFVU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Cantor,-,1/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We expect to focus on a target in an industry where we believe our management team and founders’ expertise will provide us with a competitive advantage, including the financial services, healthcare, real estate services, technology and software industries. Our officers are: Howard W. Lutnick, our chairman and CEO, who joined Cantor Fitzgerald in 1983 and has served as president and CEO of Cantor since 1992 and as chairman since 1996; Anshu Jain, our president, who also serves as the president of Cantor, a position he has held since January 2017, and Alice Chan, our CFO, who joined Cantor in March 2015. (Note: CF Acquisition Corp. VI priced its SPAC IPO on Feb. 18, 2021, according to the terms in its prospectus: 30 million units at $10 each to raise $300 million. This is the sixth SPAC or blank-check company established by Cantor Fitzgerald.)",BLANK CHECKS,0,2020,Contact Information,"110 East 59th Street New York, NY 10022",(212) 938-5000,,CF Acquisition Corp. VI,Financial Information,$314.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CFVIU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Cantor,-,2/19/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Financial services, healthcare, real estate services, technology and software are the sectors in focus at this New York-based SPAC, the seventh one established by a sponsor affiliated with Cantor Fitzgerald and led by Howard Lutnick, Cantor’s long-time chairman, president and CEO. (Note: CF Acquisition Corp. VII priced its SPAC IPO on Dec. 15, 2021, in sync with the terms in its prospectus: 17.5 million units at $10 each to raise $175 million.)",BLANK CHECKS,0,2020,Contact Information,"110 East 59th Street New York, NY 10022",(212) 938-5000,,CF Acquisition Corp. VII,Financial Information,$179.50mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CFFSU,NASDAQ,17.5,$10.00 - $10.00,$175.0 mil,Cantor,-,12/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on businesses that may provide significant opportunities for attractive investor returns. Our efforts to identify a prospective target business will not be limited to a particular industry or geographic region, although we expect to focus on a target in an industry where we believe our management team and founders’ expertise will provide us with a competitive advantage, including the financial services, healthcare, real estate services, technology and software industries. Our officers consist of our chairman, Howard Lutnick, the chairman and CEO of Cantor; our president, Anshu Jain, who is also the president of Cantor, and our CFO, Alice Chan, who has served as global controller and managing director of Cantor since March 2019. (Note: CF Acquisition Corp. VIII upsized its SPAC IPO at pricing to 22 million units, up from 20 million, at $10 each to raise $220 million.)  •",BLANK CHECKS,0,2020,Contact Information,"110 East 59th Street New York, NY 10022",(212) 938-5000,,CF Acquisition Corp. VIII,Financial Information,$225.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CFFEU,NASDAQ,22.0,$10.00 - $10.00,$220.0 mil,Cantor,-,3/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on businesses that may provide significant opportunities for attractive investor returns. Our efforts to identify a prospective target business will not be limited to a particular industry or geographic region, although we expect to focus on a target in an industry where we believe our management team and founders’ expertise will provide us with a competitive advantage, including the financial services, healthcare, real estate services, technology and software industries.",BLANK CHECKS,0,2019,Contact Information,"110 East 59th Street, New York, NY 10022, US",(212) 938-5000,,CF Finance Acquisition Corp II,Financial Information,$511.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CFIIU,NASDAQ,50.0,$10.00 - $10.00,$500.0 mil,Cantor,-,8/27/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We expect to focus on a target in an industry where we believe our management team and founders’ expertise will provide us with a competitive advantage, including the financial services, healthcare, real estate services, technology and software industries. Howard W. Lutnick is our chairman and CEO. He joined Cantor in 1983. Mr. Lutnick has served as president and chief executive officer of Cantor since 1992 and as Chairman since 1996. Anshu Jain, our president, also serves as the president of Cantor, a position he has held since January 2017.Mr. Jain previously served as a senior executive of Deutsche Bank, which he joined from Merrill Lynch in 1995.",BLANK CHECKS,0,2016,Contact Information,"110 East 59th Street New York, NY 10022",(212) 938-5000,,CF Finance Acquisition Corp. III,Financial Information,$205.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CFACU,NASDAQ,23.0,$10.00 - $10.00,$200.0 mil,Cantor,-,11/13/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our efforts in identifying a prospective target company possessing emerging, innovative technology that can help the U.S. government and its allies successfully compete in the national security arena. (Incorporated in the Cayman Islands) (Chain Bridge I priced its SPAC IPO on Nov. 9, 2021, in line with the terms of its prospectus: 20 million units at $10 each to raise $200 million. Chain Bridge I cut the size of its SPAC IPO to 20 million units, down from 30 million units initially, in an S-1/A filing in early October 2021.)",BLANK CHECKS,0,2021,Contact Information,"100 El Camino Real, Ground Suite Burlingame, California 94010",,,Chain Bridge I,Financial Information,$225.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CBRGU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Cowen/ Wells Fargo Securities,-,11/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a leading independent healthcare technology platform that provides data and analytics-driven solutions to improve clinical, financial and patient engagement outcomes in the U.S. healthcare system. We offer a comprehensive suite of software, analytics, technology-enabled services and network solutions that drive improved results in the complex workflows of healthcare system payers and providers. Our solutions are designed to improve clinical decision making, simplify billing, collection and payment processes and enable a better patient experience.",COMPUTER PROCESSING & DATA PREPARATION,14000,2016,Contact Information,"3055 Lebanon Pike, Suite 1000, Nashville, TN 37214, US",615-932-3000,https://www.changehealthcare.com,Change Healthcare,Financial Information,$3826.2mil,$0 mil (last 12 months),$-51.9 mil (last 12 months),IPO Profile,CHNG,NASDAQ,42.9,$13.00 - $13.00,$557.1 mil,Barclays/ Goldman Sachs/ J.P. Morgan/ BofA Merrill Lynch/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ Morgan Stanley/ RBC Capital Markets,Blackstone Capital Markets/ Baird/ Cantor/ Cowen/ First Liberties Financial/ Guggenheim Securities/ Piper Jaffray/ SunTrust Robinson Humphrey/ SVB Leerink/ Wells Fargo Securities / William Blair/ Drexel Hamilton/ Siebert Cisneros Shank & Co.,6/27/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,We intend to focus our search on target businesses operating in North America in the healthcare industry.,BLANK CHECKS,2,2018,Contact Information,"17 State Street, 21st Floor, New York, NY 10004, US",(646) 465-9000,,Chardan Healthcare Acquisition 2,Financial Information,$106.25mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CHAQ.U,NYSE - American,8.5,$10.00 - $10.00,$85.0 mil,Chardan,-,4/24/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our intent is to focus on opportunities in disruptive technologies and leverage the tremendous proprietary deal flow that our Board, executive team and sponsor, Chardan, have developed over the past 17 years in the special purpose acquisition company and investment banking marketplaces. Chardan has an extensive track record in the special purpose acquisition company market as underwriter, sponsor and advisor. Since 2004, Chardan has been lead or co-lead underwriter on 90 special purpose acquisition company initial public offerings. Kerry Propper and Jonas Grossman are our co-founders: – Mr. Propper will serve as our Chairman of the board. He was a co-founder of Chardan and served as its CEO and the head of its investment bank from 2003 to 2015. He is a pioneer in the special purpose acquisition marketplace and has been an executive or senior advisor for six special purpose acquisition companies. – Mr. Grossman has been our CEO and a member of our board since June 2020. He has served as managing partner and head of capital markets for Chardan since December 2003, and has additionally served as president of Chardan since September 2015. With nearly two decades of transactional and special acquisition company expertise, Mr. Grossman has led or managed more than 500 transactions, including providing underwriting and business combination advisory services to more than 85 special purpose acquisition companies in a variety of industries. Mr. Grossman has been a founder and / or a board member of seven special purpose acquisition companies.  (Note: Chardan NexTech Acquisition 2 Corp. upsized its IPO at pricing on Aug. 10, 2021, to 11 million units, up from 10 million units, at $10 each to raise $110 million.)",BLANK CHECKS,0,2020,Contact Information,"17 State Street, 21st Floor New York, NY 10004",(646) 465-9000,,Chardan NexTech Acquisition 2 Corp.,Financial Information,$125.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CNTQU,NASDAQ,11.0,$10.00 - $10.00,$110.0 mil,Chardan,-,8/11/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for a suitable initial business combination target in the advanced manufacturing and advanced materials technology sectors, but we may pursue an initial business combination target in any stage of its corporate evolution or in any industry or geographic location. (Incorporated in the Cayman Islands) (Note: Chavant Capital Acquisition Corp. downsized its SPAC IPO at pricing on July 19, 2021: 8 million units, down from 10 million units in the prospectus, at $10 each to raise $80 million.)",BLANK CHECKS,0,2021,Contact Information,"445 Park Avenue, 9th Floor New York, NY 10022",(212) 745-1086,,Chavant Capital Acquisition Corp.,Financial Information,$125.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,CLAYU,NASDAQ,8.0,$10.00 - $10.00,$80.0 mil,Roth Capital Partners/ Craig-Hallum Capital Group,-,7/20/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biotechnology company focused on developing and commercializing our proprietary technology to harness the power of the immune system to combat cancer. Our product candidate, CMP-001, is a differentiated Toll-like receptor 9, or TLR9, agonist delivered as a biologic virus-like particle, or VLP, utilizing a CpG-A oligonucleotide as a key component. When injected into a tumor, CMP-001 is designed to trigger the body’s innate immune system, thereby altering the tumor microenvironment and directing activated anti-tumor T cells to attack both the injected tumor and also tumors throughout the body.",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),22,2015,Contact Information,"245 Main Street, 2nd Floor, Cambridge, MA 02142, US",(617) 682-3625,http://www.checkmatepharma.com,Checkmate Pharmaceuticals,Financial Information,$321.6mil,$0 mil (last 12 months),$-36.2 mil (last 12 months),IPO Profile,CMPI,NASDAQ,5.0,$15.00 - $15.00,$75.0 mil,BofA Securities/ Jefferies/ BMO Capital Markets,BTIG,8/7/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission is to be the most trusted and convenient online destination for pet parents everywhere. Since our launch, we have created the largest pure-play pet e-tailer in the United States, offering virtually everything a pet needs. We believe that we are the preeminent online destination for pet parents as a result of our broad selection of high-quality products, which we offer at great prices and deliver with an exceptional level of care and a personal touch. We are the trusted source for pet parents and continually develop innovative ways for our customers to engage with us. We partner with more than 1,600 of the best and most trusted brands in the pet industry, and we create and offer our own outstanding private brands.",CATALOG & MAIL-ORDER HOUSES,9833,2011,Contact Information,"1855 Griffin Road, Suite B-428, Dania Beach, FL 33004, US",(786) 320-7111,http://www.chewy.com,Chewy,Financial Information,$8769.2mil,$3532.8 mil (last 12 months),$-267.9 mil (last 12 months),IPO Profile,CHWY,NYSE,46.5,$22.00 - $22.00,$1023.0 mil,Morgan Stanley/ J.P. Morgan/ Allen & Company,BofA Merrill Lynch/ Barclays/ Jefferies/ RBC Capital Markets/ UBS Investment Bank/ Wells Fargo Securities/ Nomura/ Raymond James/ William Blair,6/14/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a newly formed commercial real estate finance company – a real estate investment trust (REIT) – dedicated to making loans to leading operators and property owners in the cannabis industry. We are externally managed by Chicago Atlantic REIT Manager, LLC (our “Manager”). We intend to elect to be treated as a REIT for U.S. federal income tax purposes commencing with our taxable year ending Dec. 31, 2021. Our Manager and its affiliates seek to originate real estate loans between $5 million and $200 million, generally with one- to five-year terms, and amortization when terms exceed three years. We generally act as co-lenders in such transactions and intend to hold up to $30 million of the aggregate loan amount, with the remainder to be held by affiliates or third- party co-investors. We believe that cannabis operators’ limited access to traditional bank and non-bank financing has provided attractive opportunities for us to make loans to companies that exhibit strong fundamentals but require more customized financing structures and loan products than regulated financial institutions can provide in the current regulatory environment. We believe that continued state-level legalization of cannabis for medical and adult use creates an increased loan demand by companies operating in the cannabis industry and property owners leasing to cannabis tenants. Note: Revenue and net income figures (in the IPO Profile chart) are for the six-month period from the REIT’s date of inception on March 30, 2021, through Sept. 30, 2021, the prospectus says. John Mazarakis, the executive chairman of our board of directors, co-founded Chicago Atlantic Group in April 2019. He has served as our executive chairman since our inception in March 2021. As a proven entrepreneur and operator with successful ventures in real estate, retail, and hospitality. Mr. Mazarakis brings over 20 years of entrepreneurial, operational, and managerial experience. Anthony Cappell is our CEO and a director. Mr. Cappell co-founded Chicago Atlantic Group in April 2019. He has served as our CEO since our inception. Before founding Chicago Atlantic, Mr. Cappell was a managing director and head of underwriting at Stonegate Capital, a private credit investment firm focused on lower middle-market businesses and emerging brands from July 2016 to October 2018. We do not have any employees. Our loans are sourced and overseen by the members of our Manager’s team, which as of Nov. 22, 2021, consists of 24 investment and other professionals who are employees of our Manager and/or its affiliates and certain of whom are also our officers. As of Nov. 22, 2021, our sponsor, Chicago Atlantic Group, LLC, and its affiliates, through affiliated private funds and co-investors, had originated and closed 30 loans totaling approximately $649.0 million to companies operating in the cannabis industry, had approximately $318.3 million of loans outstanding, and were committed to fund approximately $120.0 million in additional loans under commitments from existing credit facilities (subject to customary closing conditions). (Note: Chicago Atlantic Real Estate Finance, Inc., priced its REIT IPO on Dec. 7, 2021, at $16 – the bottom of its $16-to-$18 price range – on 6.25 million shares to raise $100 million.)",REIT,0,2021,Contact Information,"420 North Wabash Avenue, Suite 500 Chicago, IL 60611",(312) 809-7002,http://www.chicagoatlanticcredit.com/,"Chicago Atlantic Real Estate Finance, Inc.",Financial Information,$174.15mil,$5.3 mil (last 12 months),$5.14 mil (last 12 months),IPO Profile,REFI,NASDAQ,6.3,$16.00 - $16.00,$100.0 mil,JMP Securities/ Compass Point/ Oppenheimer & Co./ Lake Street/ East West Markets,-,12/8/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are mainly engaged in the production and sale of the following two eco-friendly construction materials: autoclaved aerated concrete blocks, and ready-mixed mortar, made from mining waste (iron tailings and copper tailings, etc.) and fly-ash, in and around the city of Nanjing, Jiangsu Province, China. We are a holding company and our primary business operations are conducted through our consolidated variable interest entity (or “VIE”), Nanjing Fuya, which we control through contractual arrangements.",CONCRETE GYPSUM PLASTER PRODUCTS,31,2018,Contact Information,"No. 200, Liu Gang Tou, Qinglin Community, Tangshan Township, Nanjing Jiangsu Province, People’s Republic of China 211131",+86-025- 84100618,http://www.fuyajiancai.com,China Eco-Materials Group,Financial Information,$68.5mil,$7.29 mil (last 12 months),$1.3 mil (last 12 months),IPO Profile,ZGHB,NASDAQ,2.2,$4.50 - $4.50,$10.0 mil,Network 1 Financial Securities,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We provide a wide variety of educational services and products intended to address the needs of our partnering schools and our students:  ● Services provided under Sino-foreign jointly managed academic programs (“Sino-foreign Jointly Managed Academic Programs”), which services represent the core of our business;  ● Overseas study consulting services (“Overseas Study Consulting Services”);  ● Technological consulting services provided to targeted Chinese universities to improve campus information and data management systems and optimize teaching, operating and management environment, creating a “smart campus”; these consulting services include campus intranet solution buildout, school management software customization, smart devices (mainly Internet of things, or IoT devices, extending the Internet connectivity to physical devices) installation and testing, and school management data collection and analysis, all of which can be specifically tailored to meet a client’s particular needs (“Technological Consulting Services for Smart Campus Solutions”); and  ● Tailored job readiness training to graduating students (“Integration of Enterprises and Vocational Education”), acting as the key bridge between our partner schools and employers, but we did not start generating revenue from this line of business until January 2019.",EDUCATIONAL SERVICES,98,2011,Contact Information,"Huateng Century Park Headquarters, Building A, Level 2 Beijing, PRC",+86-10-6597-8118,http://www.chinaliberal.com,China Liberal Education Holdings,Financial Information,$38.0mil,$5.24 mil (last 12 months),$0.76 mil (last 12 months),IPO Profile,CLEU,NASDAQ,1.3,$6.00 - $6.00,$8.0 mil,Boustead Securities,-,5/8/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
