General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"We are a clinical-stage biopharmaceutical company focused on the discovery, development and commercialization of next-generation targeted therapies for women’s cancers. Our team has spent the past decade characterizing the structure and function of the estrogen receptor, or ER, a key driver of breast cancer in approximately 75% of patients, in order to develop more potent, oral therapies that completely inactivate this signaling pathway.  Our lead product candidate, OP-1250, is a novel oral therapy with combined activity as both a complete ER antagonist, or CERAN, and a selective ER degrader, or SERD, which we believe will drive deeper, more durable responses than existing therapies. OP-1250, both as a monotherapy and in combination with inhibitors of cyclin-dependent kinase 4 and 6, or CDK4/6, demonstrated robust tumor shrinkage in several xenograft models, including a breast cancer brain metastasis model. In August 2020, we initiated an ongoing Phase 1/2 dose escalation and expansion trial evaluating OP-1250 for the treatment of recurrent, locally advanced or metastatic ER-positive, or ER+, human epidermal growth factor receptor 2-negative, or HER2-, breast cancer, and expect to report initial data from this trial in the second half of 2021. We own worldwide development and commercialization rights to OP-1250. Our plan is to develop OP-1250 in a number of ER+ breast cancer indications, both as a monotherapy and in combination with approved targeted therapies that have shown improved outcomes with other endocrine therapies. We believe OP-1250’s oral formulation and dual mechanism of action directly address the limitations of current endocrine therapies, such as fulvestrant and tamoxifen, and position OP-1250 as a potential endocrine therapy of choice for the treatment of ER+ breast cancers. Our goal is to transform the standard of care for women living with cancers by developing more effective therapies that apply our deep understanding and collective expertise in endocrine-driven cancers, nuclear receptor activities and mechanisms of acquired resistance.",Pharmaceuticals,10,2006,Contact Information,"512 2nd Street, 4th Floor San Francisco, California 94107",(415) 651-3316,http://www.olema.com/,Olema Pharmaceuticals,Financial Information,$637.8mil,$0 mil (last 12 months),$-14.9 mil (last 12 months),IPO Profile,OLMA,NASDAQ,11.0,$19.00 - $19.00,$209.0 mil,J.P. Morgan/ Jefferies/ Cowen/ Canaccord Genuity,-,11/19/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our purpose is to enable and accelerate the field of proteomics by providing a platform of products and services, developed with key opinion leaders (KOLs), that are deployed across major biopharmaceutical companies and leading clinical and academic institutions, to deepen the understanding of real-time human biology and drive 21st century healthcare through actionable and impactful science. Since our inception, we have served a customer base of approximately 630 customer accounts in over 40 countries worldwide. We support 30 of the world’s largest 40 biopharmaceutical companies by 2019 revenue, including all of the largest 19, and many leading academic institutions.",LABORATORY ANALYTICAL INSTRUMENTS,214,2018,Contact Information,"Uppsala Science Park, SE-751 83, Uppsala, Sweden",+46 (0) 18 - 444 39 70,http://www.olink.com,Olink Holding AB,Financial Information,$2023mil,$54.1 mil (last 12 months),$-6.8 mil (last 12 months),IPO Profile,OLK,NASDAQ,17.7,$20.00 - $20.00,$352.9 mil,Goldman Sachs/ Morgan Stanley/ SVB Leerink,BTIG,3/25/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Olo provides a leading cloud-based on-demand commerce platform for multi-location restaurant brands. Clients include Five Guys, Wingstop, Shake Shack, Applebee’s, Chili’s and The Cheesecake Factory, Denny’s, Cracker Barrel, Bob Evans Farms, Peets Coffee, Jamba, Milk, sweetgreen, Jimmy John’s Sandwiches, Dairy Queen and Checkers. From the prospectus: “Our platform powers restaurant brands’ on-demand commerce operations, enabling digital ordering and delivery, while further strengthening and enhancing the restaurants’ direct consumer relationships. Consumers today expect more on-demand convenience and personalization from restaurants, particularly through digital channels, but many restaurants lack the in-house infrastructure and expertise to satisfy this increasing demand in a cost-effective manner. Olo provides restaurants with a business-to-business-to-consumer, enterprise-grade, open SaaS platform to manage their complex digital businesses and enable fast and more personalized experiences for their customers. “We nearly doubled the gross merchandise value, or GMV, which we define as the gross value of orders processed through our platform, in each of the last five years and reached nearly $14.6 billion in GMV during the year ended Dec. 31, 2020. Our well-established platform has led many of the major publicly traded and top 50 fastest-growing private restaurant brands, measured by overall sales, in the United States to work with us and has been a factor in our high dollar-based net revenue retention.” (Note: Olo raised the price range on its IPO to $20 to $22, up from $16 to $18 initially, on the same number of shares, in an S-1/A filing dated March 15, 2021. If priced at the mid-point of its newly increased price range, the IPO would raise estimated proceeds of $378 million, up from $306 million initially.)",Services - Business Services - Cloud platform,134,2005,Contact Information,"285 Fulton Street One World Trade Center, 82nd Floor New York, New York 10007",(212) 260-0895,http://www.olo.com/,"Olo, Inc.",Financial Information,$2982.21mil,$98.42 mil (last 12 months),$3.1 mil (last 12 months),IPO Profile,OLO,NYSE,18.0,$25.00 - $25.00,$450.0 mil,Goldman Sachs/J.P. Morgan/RBC Capital Markets,Piper Sandler/The Raine Group/Stifel/Truist Securities/William Blair,3/17/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on the healthcare or healthcare-related industries, to capitalize on the expertise and capabilities of our management team in order to create long-term shareholder value. In particular, we expect to target North American or European companies in the biotechnology sector, where our management team has extensive investment experience. (Note: Omega Alpha SPAC’s IPO was an offering of Class A ordinary shares, not units. The typical SPAC IPO is a unit offering.)",BLANK CHECKS,0,2020,Contact Information,"888 Boylston Street, Suite 1111 Boston, Massachusetts 02199 Tel.: (617) 502-6530888 Boylston Street, Suite 1111, Boston, MA 02199, US",,,Omega Alpha SPAC,Financial Information,$129.25mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,OMEG,NASDAQ,12.0,$10.00 - $10.00,$120.0 mil,Jefferies/ Morgan Stanley,-,1/7/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"At Omega Therapeutics, our goal is to pioneer a new class of DNA-sequence-targeting, mRNA-encoded therapeutics to fundamentally transform human medicine in the service of patients. Our pioneering OMEGA Epigenomic Programming platform is designed to coopt nature’s universal operating system by harnessing the power of epigenetics, the mechanism for gene control and cell differentiation. We have deciphered the three-dimensional architecture of the human genome and its accompanying regulators, which are organized into distinct and evolutionarily conserved structures called Insulated Genomic Domains, or IGDs. IGDs are the fundamental structural and functional units of gene control and cell differentiation and act as the “control room” of biology.",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),65,2016,Contact Information,"20 Acorn Park Drive, Cambridge, MA 02140. US",617-949-4360.,http://www.omegatherapeutics.com,Omega Therapeutics,Financial Information,$794.3mil,$0 mil (last 12 months),$-37.5 mil (last 12 months),IPO Profile,OMGA,NASDAQ,7.4,$17.00 - $17.00,$125.8 mil,Goldman Sachs/ Jefferies/ Piper Sandler,Wedbush PacGrow,7/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on “omnichannel” businesses — technology-enabled cross-channel retail and consumer services — including the direct-to-consumer (“DTC”) / e-commerce retail, consumer healthcare, consumer marketplaces, consumer services and related sectors in North America with enterprise values from $1 billion to $2.5 billion. (Note: This IPO was downsized again at pricing: 20 million units priced at $10. The size of this SPAC IPO was cut by 28.6 percent to 25 million units, down from 35 million units initially, in an SEC filing dated Nov. 17, 2020.)",BLANK CHECKS,0,2020,Contact Information,"485 Springfield Avenue #8 Summit, NJ 07901, US",(908) 271-6641,,Omnichannel Acquisition Corp.,Financial Information,$287.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,OCA.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,Citigroup,Odeon Capital Group,11/20/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Photonics, optics products and related segments of advanced manufacturing are the focus of this Miami Beach-based SPAC. (Note: OmniLit Acquisition Corp. priced its SPAC IPO on Nov. 8, 2021, in line with the terms in its prospectus: 12.5 million units at $10 each to raise $125 million.)",BLANK CHECKS,,2021,Contact Information,"1111 Lincoln Road, Suite 500 Miami Beach, FL 33139",(786) 750-2820,,OmniLit Acquisition Corp.,Financial Information,$166.67mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,OLITU,NASDAQ,12.5,$10.00 - $10.00,$0.0 mil,Imperial Capital/ I-Bankers Securities,-,11/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: On Holding priced its IPO at $24 – $2 above the top of its recently increased price range of $20 to $22 – and sold 31.1 million shares – to raise $746.4 million. On Holding had raised its price range to $20 to $22 – up from $18 to $20 initially – and kept the number of shares the same at 31.1 million – in an F-1/A filing dated Sept. 13, 2021.) Tennis star Roger Federer is an investor in On Holding, a premium sports shoe and apparel company that he joined in 2019 as an active co-entrepreneur. While developing a competition tennis shoe, Roger suggested extending On’s patented technology to a tennis sneaker family to re-invent how age-old tennis sneakers are made. This is enriching our performance product offering and we believe Roger’s perspectives and insights as a professional athlete will help improve our product development, marketing and fan experiences. Our Performance Outdoor products embrace a new approach to taking on the mountains: light and fast, with shoes and outdoor apparel engineered to free you from the weight and bulk of traditional outdoor gear. On’s Origin Story: As a professional athlete, three-time World Champion and six-time Ironman Champion, Olivier Bernhard devoted himself to creating a running shoe that would give him the perfect running sensation. Olivier’s quest gave rise to the symbiosis of running experience and engineering expertise that would become On’s CloudTec technology. Dozens of prototypes were developed, but the basic concept – cushioned landing, explosive take-off – remained paramount throughout. It was this unique running sensation that convinced Olivier’s friends Caspar Coppetti and David Allemann to join Olivier in his quest. Together with Olivier, they formally established On in Zürich, Switzerland in January 2010. Just a month after the company was founded, early On prototypes won the ISPO Brand New Award, one of the most important prizes for innovation in sport. Test runners were enthusiastic and spoke of running on clouds. In July 2010, the first specialty running stores carried On shoes on their shelves. From these humble beginnings in Zürich, On set out in 2010 with a big ambition: to change the world of running for professionals and amateur runners alike. As On started to gain traction in several key markets, the three co-founders brought on Marc Maurer and Martin Hoffmann as equal partners in 2013 to scale and professionalize the business. Together, we have built a distinct culture that empowers the On team to make decisions and foster innovation, allowing On to rapidly scale while retaining the entrepreneurial mindset of a startup. We believe this partnership approach to leadership has been an integral part of On’s success over the past decade, and we expect it to continue. On is a premium performance sports brand rooted in technology, design and impact that has built a passionate global community of fans across more than 60 countries. We have a selective wholesale presence in approximately 8,100 premium retail doors globally and we generated 37.7% and 36.6% of our net sales in 2020 and the six-month period ended June 30, 2021, respectively, through our direct-to-consumer (“DTC”) channel, which is primarily driven by our website. We believe we are one of the fastest-growing scaled athletic sports companies in the world, having grown our net sales at an 85% compound annual growth rate (“CAGR”) from inception through 2020 to CHF 425.3 million for the year ended Dec. 31, 2020. Our growth has continued in 2021, with net sales growing by 84.6% to CHF 315.5 million for the six-month period ended June 30, 2021 compared to the six-month period ended June 30, 2020. As a Swiss company with a small home market, we opted to expand globally from the very beginning, and today we have a fast-growing presence across a number of international markets including, among others, Germany (first entered in 2011), the United States (2013), Japan (2013), China (2018) and Brazil (2018). We believe this global presence within the large global footwear and apparel market positions us well for future growth. **Note: For the first six months of 2021 (ending June 30, 2021), On Holding reported net income of 3.8 million Swiss francs (US$4.14 million) on net sales of 315.5 million Swiss francs (US$344.01 million).",Rubber & Plastic Footwear,883,2010,Contact Information,Pfingstweidstrasse 106 8005 Zürich Switzerland +41 44 225 15 55,+41 44 225 15 55,http://www.on-running.com/,On Holding AG,Financial Information,$14798.9mil,$731.89 mil (last 12 months),$ mil (last 12 months),IPO Profile,ONON,NYSE,31.1,$24.00 - $24.00,$746.4 mil,Goldman Sachs/ Morgan Stanley/ J.P. Morgan/ Allen & Co./ UBS Investment Bank/ Credit Suisse/ Baird/ Stifel/ Telsey Advisory Group,-,9/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission is to transform the way businesses drive revenue and customer engagement through data-rich digital experiences. We provide a leading, cloud-based digital experience platform that enables businesses to convert customer engagement into revenue through interactive webinar experiences, virtual event experiences and multimedia content experiences. Our platform’s portfolio of interactive, personalized and content-rich digital experience products creates and captures actionable, real-time data at scale from millions of professionals every month to provide businesses with buying signals and behavioral insights to efficiently convert prospects into customers. As of Sept. 30, 2020, we had over 1,900 customers in more than 40 countries, including three of the five largest global technology companies, four of the five largest U.S. banks, three of the five largest global healthcare companies, and three of the five largest global industrial and manufacturing companies, in each case measured by 2019 revenue. (Note: ON24, Inc. priced its IPO on Feb. 2, 2021, at $50 – the top of its $45-to-$50 range – on 8.6 million shares, the number of shares in the prospectus.)",PREPACKAGED SOFTWARE,547,1998,Contact Information,"50 Beale Street, 8th Floor San Francisco, CA 94105",(415) 369-8000,,"ON24, INC.",Financial Information,$2132.33mil,$127.6 mil (last 12 months),$7.8 mil (last 12 months),IPO Profile,ONTF,NYSE,8.6,$50.00 - $50.00,$428.0 mil,Goldman Sachs/ J.P. Morgan/ KeyBanc Capital Markets,Baird/ Canaccord Genuity/ Needham & Co./ Piper Sandler/ William Blair,2/3/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biopharmaceutical company focused on developing next-generation viral immunotherapies to transform outcomes for cancer patients. Using our two distinct proprietary platforms, we are developing a pipeline of intratumorally and intravenously administered product candidates designed to selectively attack and kill tumor cells and stimulate multiple arms of the immune system against tumors.",Pharmaceuticals,40,2015,Contact Information,"50 Hampshire Street, Suite 401 Cambridge, Massachusetts 02139",(857) 320-6400,,"Oncorus, Inc.",Financial Information,$327.75mil,$0 mil (last 12 months),$-33.6 mil (last 12 months),IPO Profile,ONCR,NASDAQ,5.8,$15.00 - $15.00,$87.0 mil,Jefferies/ Evercore ISI/ Piper Sandler,,10/2/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to partner with founders, employees, and shareholders to provide capital and unlock liquidity in the long path to building an enduring business. We believe that our approach, which allows private companies to access the public markets without requiring an initial public offering (an “IPO”), will help facilitate the discovery and development of unique opportunities. Importantly, participation in public markets will provide capital to support expansion, recruit talent and conduct M&A. Increasingly, the Innovation Economy drives the broader global economy. From 1999 to 2018, the domestic Innovation Economy GDP grew at a rate that was four times that of the total domestic GDP growth rate over the same period. Ten years ago, Innovation Economy businesses represented two of the top 10 companies in the world by market capitalization. Today, the five largest companies in the world are members of the Innovation Economy. The continued formation and growth of private technology business, cultivated through entrepreneurship, and funded by venture capital and other forms of private market capital has been driving the expansion of public technology companies. Kevin Hartz, our co-founder, chairman and CEO, is the former CEO of Eventbrite (NYSE: EB), a global self-service ticketing platform. Spike Lipkin is our co-founder and serves on our board of directors. He is an entrepreneur and investor. Mr. Lipkin is the co-founder and CEO of Newfront Insurance, a technology-enabled insurance brokerage. Troy B. Steckenrider III is our co-founder and CFO and serves on our board of directors. Previously, Mr. Steckenrider was Chief Operating Officer of ZeroDown, a fractional home ownership service.",Blank Check,0,2020,Contact Information,"16 Funston Avenue, Suite A The Presidio of San Francisco San Francisco, CA 94129",(415) 480-1752,,one,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,AONE.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,Goldman Sachs,-,8/18/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for a target business in the technology, healthcare, and specialty industrials sectors. (One Equity Partners Open Water I Corp. priced its IPO according to its prospectus terms: 30 million units at $10 to raise $300 million.)",BLANK CHECKS,0,2020,Contact Information,"510 Madison Avenue, 19th Floor New York, New York 10022",(212) 277 1500,,One Equity Partners Open Water I,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,OEPWU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Credit Suisse/ RBC Capital Markets/ Drexel Hamilton,-,1/22/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a leading technology-as-a-service platform for financial institutions in China. Our platform provides cloud-native technology solutions that integrate extensive financial services industry expertise with market-leading technology. Our solutions provide technology applications and technology-enabled business services to financial institutions. Together they enable our customers’ digital transformations, which help them increase revenue, manage risks, improve efficiency, enhance service quality and reduce costs. As of September 30, 2019, we had over 3,700 customers and we had the largest number of financial institution customers among technology-as-a-service platforms in China.","COMPUTER PROGRAMMING, DATA PROCESSING",2695,2015,Contact Information,"55F, Ping An Financial Center, No. 5033 Yitian Road, Futian District, Shenzhen, Guangdong, People's Republic of China",+86-21-2066-0625,http://www.oneconnectft.com/en/,OneConnect Financial Technology,Financial Information,$3657.7mil,$293.5 mil (last 12 months),$-215.5 mil (last 12 months),IPO Profile,OCFT,NYSE,31.2,$10.00 - $10.00,$312.0 mil,Morgan Stanley/ Goldman Sachs (Asia)/ J.P. Morgan/ Ping An of China Securities (Hong Kong),BofA Securities/ HSBC/ CLSA/ KeyBanc Capital Markets,12/13/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are one of the largest and fastest-growing premium recreational boat retailers in the United States with 60 stores comprising 20 dealer groups in 11 states. Our dealer groups are located within highly attractive markets throughout the Southeast, Gulf Coast, Mid-Atlantic and Northeast, including Texas, Florida, Alabama, North Carolina, South Carolina, Georgia, Ohio and New York, which collectively comprise eight of the top twenty states for marine retail expenditures.",AUTO & HOME SUPPLY STORES,1102,2014,Contact Information,"6275 Lanier Islands Parkway, Buford, GA 30518, US",678-541-6300,http://www.onewatermarine.com,OneWater Marine,Financial Information,$166.3mil,$767.6 mil (last 12 months),$35.7 mil (last 12 months),IPO Profile,ONEW,NASDAQ,4.6,$12.00 - $12.00,$55.4 mil,Raymond James/ Baird/ SunTrust Robinson Humphrey,-,2/7/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: Onion Global sharply downsized its IPO at pricing on May 6, 2021, to 9.31 million American Depositary Shares (ADS), down from 12.5 million ADS in the prospectus, at $7.25 – the low end of its $7.25-to-$9.25 range – to raise $67.5 million. Ten (10) ADS represent 1 Class A ordinary share. Onion Global Limited is incorporated in the Cayman Islands.) OUR MISSION: Be the dream factory of lifestyle brands for young people. We are a next-generation lifestyle brand platform that incubates, markets and distributes the world’s fresh, fashionable and future brands, which we refer to as “3F brands,” to young people in China and across Asia. Our founder and CEO Cong (Kenny) Li, an 18-year veteran at a Fortune 100 multi-national consumer goods company, created Onion with an objective to search for and create the next generation of fresh, fashionable and future brands and bring them to the young consumers in China and across Asia. (Mr. Li worked at Procter & Gamble China from 2002 to 2007 and Nike China from 2007 to 2009.) Today, the Onion global brand family is synonymous with what Kenny initially set out to build. The 4,001 brands on our platform, including 86 brand partners that directly work with us, offer 23 categories of lifestyle products, including beauty products, maternal and baby products, food & beverages, fast fashion and wellness products. Trusted by millions of users, our platform improved our users’ lives in small but meaningful ways by offering our users a wide product selection and an enjoyable online shopping experience. Our online platform disrupts the conventional lifestyle retail landscape in China by offering an integrated solution to develop, market and distribute new and inspiring branded products, thereby reshaping the lifestyle shopping and consumer culture in China. (Note: Revenue and net income figures are in U.S. dollars for 2020, according to the prospectus.)",Retail - Catalog & Mail Order & Internet,796,2009,Contact Information,"No. 309 3-05 Huangfu Avenue Zhong, Tianhe District, Guangzhou City, Guangdong Province People’s Republic of China",(+86) 020-38262863,https://www.msyc.com/,Onion Global Limited,Financial Information,$762.55mil,$584.0 mil (last 12 months),$31.9 mil (last 12 months),IPO Profile,OG,NYSE,9.3,$7.25 - $7.25,$67.5 mil,AMTD/ Huatai Securities,Roth Capital Partners/ Tiger Brokers/ Valuable Capital,5/7/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We believe that there are significant attractive investment opportunities that exist within industries that can benefit from strong Environmental, Social and Governance (“ESG”) practices, which we believe will become defining factors in many companies’ long-term prospects. (Incorporated in the Cayman Islands) Given the current dislocations in the global supply chains and channels coupled with general market dislocations, our team believes there are multiple opportunities for the effective deployment of capital, especially in companies that could benefit from ESG strategies. While ESG investing is a broad term for investments that seek positive returns and long-term impact on society, environment and performance of the business, we are focused on evaluating suitable targets that have existing environmental sustainability practices or that may benefit, both operationally and economically, from our management team’s commitment and expertise in executing on ESG strategies. We believe our management team’s extensive investment and operational experience allows us to evaluate targets in industries such as food production, which includes aquaculture and seafood, sustainable consumer-facing products, logistics, technology, such as hardware, software, networks and e-platforms, agriculture and energy, which includes underlying renewable technologies, utility services, energy efficiency and management, among others. Furthermore, our target universe could include companies undergoing a transition to increase their environmental sustainability profiles, reflecting an opportunity to bring environmentally sustainable practices to companies that may not have historically been focused on environmental sustainability. We generally intend to target companies with stable growth and potential to benefit from access to public market capital. Alexander Crutchfield serves as our CEO and the Executive Chairman of our board of directors. Since 1989, Mr. Crutchfield has served as senior managing director of Western International Holdings-Oasis Partners, an advisory and investment firm, and has also managed his family’s investments, and he has served as an independent director of Endeavour International and its UK, Netherlands and Luxembourg affiliates, from 2014 to 2016. He also currently serves as executive chairman of Guyana Capital Group, as Executive Chairman of Guyana Security Company and as board member of Nottingham-Spirk Design Associates. Earlier in his career, from 1984 to 1997, Mr. Crutchfield was Vice Chair of American Water Development Inc. As a principal, operating through several private entities, Mr. Crutchfield farmed organic row crops using sustainable farming methods and was a rancher with an organic cow calf and steer operation, and he bought, preserved, developed, subdivided and sold large tracts of land. Mr. Crutchfield earned a BA in Economics from Claremont McKenna College and received his MBA from Columbia University. (Note: The pricing date for ONS Acquisition Corp. is on a “day to day” status in late March 2022. ONS Acquisition Corp. downsized its SPAC IPO in late November 2021 to 15 million units, down from 20 million units initially, at $10 each to raise $150 million, according to an S-1/A filing with the SEC. This SPAC has been in the IPO pipeline since its S-1 was filed on March 19, 2021. The company filed confidentially with the SEC in late April 2020.)",BLANK CHECK,0,2020,Contact Information,"407 N. Maple Drive, Ground Floor Beverly Hills, CA 90210",(424) 210-9848,,ONS Acquisition Corp.,Financial Information,$187.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ONS.U,NYSE,15.0,$10.00 - $10.00,$150.0 mil,Ladenburg Thalmann,-,,,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Day-to-Day
General Information,"We intend to focus our search for business combination targets on the general industrials and construction technology sectors. (Incorporated in the Cayman Islands) (Note: Onyx Acquisition Co. I upsized its SPAC IPO at pricing on Nov. 2, 2021, to 23 million units, up from 20 million, at $10 each to raise $230 million.)",BLANK CHECKS,0,2021,Contact Information,"104 5th Avenue New York, New York 10011",(212) 974-2844,,Onyx Acquisition Co. I,Financial Information,$280.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ONYXU,NASDAQ,23.0,$10.00 - $10.00,$230.0 mil,BTIG,I-Bankers Securities,11/3/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a high-growth, mission-driven provider of inclusive, affordable financial services powered by a deep, data-driven understanding of our customers and advanced proprietary technology. We are dedicated to empowering the estimated 100 million people living in the United States who either do not have a credit score, known as credit invisibles, or who may have a limited credit history and are “mis-scored,” meaning that traditional credit scores do not properly reflect their credit worthiness. In 13 years of lending to our customers, we have originated over 3.1 million loans, representing over $6.8 billion of credit extended, to more than 1.4 million unique customers.",FINANCE SERVICES,3094,2005,Contact Information,"2 Circle Star Way, San Carlos, CA 94070, US",(650) 810-8823,http://www.oportun.com,Oportun Financial,Financial Information,$400.6mil,$548.4 mil (last 12 months),$10.0 mil (last 12 months),IPO Profile,OPRT,NASDAQ,6.3,$15.00 - $15.00,$93.8 mil,"Barclays/ J.P. Morgan/ Jefferies/ Keefe, Bruyette & Woods (A Stifel Company)",JMP Securities/ BTIG,9/26/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This is not an IPO, although the company says this is its IPO of American Depositary Shares (ADS) in the United States. From the prospectus: Each ADS represents represents eight ordinary shares. Our ordinary shares are listed on the Australian Securities Exchange under the symbol “OPT.” On Oct. 8, 2020, the last reported sale price of our ordinary shares on the Australian Securities Exchange was equivalent to a price of US$17.26 per ADS, after giving effect to the Australian dollar/U.S. dollar exchange rate of A$1.3996 to US$1.00 as of Oct. 8, 2020, and an ADS-to-ordinary share ratio of 1-to-8. **Revenue and loss figures are in A$ for the fiscal year ended June 30, 2020.) We are a clinical stage biopharmaceutical company developing a novel therapy for the treatment of highly prevalent and progressive retinal diseases. We are developing our Phase 3-ready product candidate, OPT-302, a biologic designed to inhibit VEGF-C and VEGF-D, to complement VEGF-A inhibitors for the treatment of ophthalmic diseases. Anti-VEGF-A therapies represent the standard of care for wet age-related macular degeneration, or AMD, and other retinal diseases; however, there remains a significant unmet medical need as many patients do not adequately respond to these treatments. As the only biologic inhibitor of VEGF-C and VEGF-D in clinical development, OPT-302 differs from standard of care therapies and when administered in combination with a VEGF-A inhibitor, is designed to achieve broader inhibition of the vascular endothelial growth factor, or VEGF, family and target a mechanism of clinical resistance to improve visual acuity.  Our lead indication for OPT-302 combination therapy is wet AMD, a chronic, progressive disease and the leading cause of vision loss for individuals over the age of 50. In a 366-patient Phase 2b clinical trial for the treatment of wet AMD, 2.0 mg OPT-302, in combination with a standard of care anti-VEGF-A therapy, ranibizumab (Lucentis), met the primary endpoint of a statistically significant superior mean gain in visual acuity over ranibizumab monotherapy at week 24. We intend to initiate two pivotal Phase 3 clinical trials in treatment-naive patients with wet AMD to evaluate the efficacy and safety of OPT-302 in combination with anti-VEGF-A therapies compared to anti-VEGF-A monotherapy in the first half of 2021. We expect to report topline data from these Phase 3 clinical trials in 2023. In addition to our clinical trials in wet AMD, we have observed evidence of improved clinical outcomes in a Phase 1b/2a clinical trial of OPT-302 in combination with another standard of care anti-VEGF-A therapy, aflibercept (Eylea), in patients with treatment-refractory diabetic macular edema, or DME. We retain worldwide rights to develop and commercialize OPT-302 for the treatment of wet AMD and DME and believe that the novel treatment mechanism of OPT-302 has the potential to provide therapeutic benefit for other progressive eye diseases.",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),8,1984,Contact Information,"Level 4 650 Chapel Street South Yarra, Victoria 3141 Australia",+ 61 3 9826 0399,http://www.opthea.com,Opthea Limited,Financial Information,,$0.09 mil (last 12 months),$-16.5 mil (last 12 months),IPO Profile,OPT,NASDAQ,8.6,$13.50 - $13.50,$116.6 mil,Citigroup/ SVB Leerink,Oppenheimer & Co./ Truist Securities,10/16/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to pursue targets in the life sciences industry with a primary focus on novel therapeutics, medical devices or services that help improve healthcare outcomes, areas in which our management team, directors and advisors have extensive experience. We believe that the opportunity set of potential targets is significant, and we intend to focus on assets based in the US, Europe and Israel. Our sponsor is controlled and managed by Oppenheimer Alternative Investment Management LLC, an affiliate of Oppenheimer & Co. Inc., a global full-service brokerage and investment bank. (OPY Acquisition Corp. I upsized its SPAC IPO at pricing on Oct. 26, 2021, to price 11 million units at $10 each to raise $110 million.)",BLANK CHECKS,0,2020,Contact Information,"85 Broad Street New York, New York 10004",(212) 668-8000,,OPY Acquisition Corp. I,Financial Information,$125.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,OHAAU,NASDAQ,11.0,$10.00 - $10.00,$110.0 mil,Oppenheimer & Co. / Lake Street,-,10/27/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
