General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"We are a biotechnology company pioneering the development of engineered IgM antibodies for the treatment of cancer patients. IgM antibodies have inherent properties that we believe may enable them to bind more strongly to cancer cells than comparable IgG antibodies. We have created a proprietary IgM antibody technology platform that we believe is particularly well suited for developing T cell engagers, receptor cross-linking agonists and targeted cytokines.",PHARMACEUTICAL PREPARATIONS,51,1993,Contact Information,"325 E. Middlefield Road, Mountain View, CA 94043, US",(650) 965-7873,http://www.igmbio.com,IGM Biosciences,Financial Information,$462.3mil,$0 mil (last 12 months),$-33.7 mil (last 12 months),IPO Profile,IGMS,NASDAQ,10.9,$16.00 - $16.00,$175.0 mil,Jefferies/ Piper Jaffray/ Stifel/ Guggenheim Securities,-,9/18/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We currently intend to focus on target companies in the life sciences, biotechnology and healthcare sectors. We are led by our Chairman and Co-CEO David Rosenberg, who is the Co-CEO and co-president of Ladenburg Thalmann & Co. Inc., or Ladenburg; our Co-CEO David J. Strupp, Jr., who is the head of healthcare investment banking at Ladenburg, and our Chief Financial Officer Steven Kaplan, who is head of capital markets at Ladenburg. The team has worked together at Ladenburg since 2012. Ladenburg is a growth-focused boutique investment bank with experience providing capital markets and advisory services to public and private life sciences companies. (Note: This is a blank-check company (SPAC, or special-purpose acquisition company) formed under the laws of Delaware.) (Note: Ignyte Acquisition priced its IPO on Jan. 27, 2021, according to its terms in the prospectus: 5 million units at $10 each to raise $50 million.)",BLANK CHECKS,0,2020,Contact Information,"640 5th Avenue 4th Floor New York, New York 10019",(212) 409-2000,,Ignyte Acquisition,Financial Information,$63.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,IGNYU,NASDAQ,5.0,$10.00 - $10.00,$50.0 mil,"EarlyBirdCapital, Inc.",-,1/28/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are one of the largest independent owners, operators and developers of shared telecom infrastructure in the world, providing our customers (mostly mobile network operators) with critical infrastructure that facilitates mobile communications coverage and connectivity for 596 million people in emerging markets, across three regions and nine countries. (Incorporated in the Cayman Islands) As of June 30, 2021, we operated 30,207 towers across five countries in Africa (Nigeria, Cote d’Ivoire, Cameroon, Rwanda and Zambia) and three countries in Latin America (Brazil, Colombia and Peru) as well as in one country in the Middle East (Kuwait). (Note: IHS Holding Limited cut its IPO at pricing on Oct. 13, 2021, to 18 million shares – down from 22.5 million shares in the prospectus – and priced the deal at $21 – the low end of its $21-to-$24 price range – to raise $378 million.)","Communications equipment, NEC",2113,2001,Contact Information,1 Cathedral Piazza 123 Victoria Street London SW1E 5BP United Kingdom,+44 20 8106 1600,http://www.ihstowers.com/,IHS Holding Limited,Financial Information,$6889.05mil,$1502.62 mil (last 12 months),$47.0 mil (last 12 months),IPO Profile,IHS,NYSE,18.0,$21.00 - $21.00,$378.0 mil,Goldman Sachs/ J.P. Morgan/ Citigroup/ RBC Capital Markets/ Barclays/Absa Bank Limited,"Cowen/ Investec/ RenCap/ RMB/ Academy Securities/ Loop Capital Markets/ Ramirez & Co., Inc./ Siebert Williams Shank/ Tigress Financial Partners ​",10/14/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: Revenue and net loss figures are for 2019, according to the prospectus.) We endeavor to transform learning into a fun journey for every child. We are ranked No. 1 among online childhood edutainment providers in China for the first half of 2020, according to the Frost & Sullivan Report, in terms of paying users and MAUs (monthly active users). The company’s educational content and services are designed for children ages 3 to 8.",Education,630,2016,Contact Information,"K2, North America International Business Park, No. 108 Beiyuan Road, Chaoyang District, Beijing 100012 People's Republic of China",+86 10 5780-6606,,iHuman Inc.,Financial Information,,$30.9 mil (last 12 months),$-39.0 mil (last 12 months),IPO Profile,IH,NYSE,7.0,$12.00 - $12.00,$84.0 mil,Credit Suisse/ Citigroup,Tiger Brokers/ CMBI/ CLSA,10/9/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a targeted oncology company focused on developing novel cancer therapies targeting key signaling pathways that drive the formation and spread of cancer. Since we commenced operations in 2016, we have discovered or developed five oncology programs that include four product candidates in either IND-enabling studies or clinical development. Our lead targeted oncology product candidate is IK-930, an oral small molecule inhibitor of the TEAD, transcription factor in the Hippo signaling pathway – a factor in about 10 percent of all cancers. We plan to focus on mesothelioma and soft tissue sarcomas. We intend to submit an IND application to the U.S. Food and Drug Administration (FDA) for IK-930 in the second half of 2021. For our second targeted oncology program, we discovered and plan to develop oral small molecule inhibitors of extracellular signal-related kinase 5, or ERK5, a downstream enzyme in the RAS signaling pathway. We anticipate submitting an IND for an ERK5 development product candidate in the second half of 2022. In addition to our targeted oncology programs, we have three product candidates designed to modulate the tumor microenvironment in specific patient populations by leveraging biomarker-driven patient enrichment strategies. Two of these product candidates, IK-175 and IK-412, are partnered with Bristol-Myers Squibb Company, or BMS: IK-175, for which we are enrolling patients with bladder cancer in a clinical trial, and IK-412, an enzyme therapy designed to lower levels of immunosuppressive kynurenine in the tumor microenvironment. We intend to submit an IND for IK-412 in the second half of 2021. Finally, we are evaluating IK-007, an oral antagonist of prostaglandin E2 receptor 4, or EP4, in a Phase 1b clinical trial in biomarker-enriched patients with microsatellite stable colorectal cancer, or MSS CRCl. We expect to complete enrollment for the Phase 1b clinical trial in the second half of 2021. (Note: Ikena Oncology priced its IPO on March 25, 2021, in line with the terms in its prospectus: 7.81 million shares at $16 – the mid-point of its $15-to-$17 range – to raise $124.96 million.)",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),33,2016,Contact Information,"645 Summer Street, Suite 101 Boston, MA 02210",(857) 273-8343,http://www.ikenaoncology.com/,"Ikena Oncology, Inc. (formerly KYN Therapeutics)",Financial Information,$553.44mil,$0 mil (last 12 months),$-44.3 mil (last 12 months),IPO Profile,IKNA,NASDAQ,7.8,$16.00 - $16.00,$125.0 mil,Jefferies/Cowen/Credit Suisse/William Blair,-,3/26/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biopharmaceutical company discovering and developing small molecule product candidates that target lysine-specific demethylase 1, or LSD1, an enzyme that plays a central role in the production of blood cells in the bone marrow. We are focused on improving the quality of life of patients with cancer and bone marrow diseases in addition to prolonging their lives. Our lead product candidate is bomedemstat for the treatment of certain myeloproliferative neoplasms, or MPNs, a family of related chronic cancers of the bone marrow. The three most common MPNs are myelofibrosis, or MF, essential thrombocythemia, or ET, and polycythemia vera, or PV. We are currently enrolling patients in a Phase 2 clinical trial of bomedemstat for the treatment of ET and have completed enrollment for a Phase 2 clinical trial of bomedemstat for the treatment of MF. In our Phase 2 clinical trial in ET through May 18, 2021, interim and unaudited data from 28 patients demonstrates that a significant proportion of patients achieved a platelet count in the normal range within eight weeks. In our Phase 2 clinical trial in MF through May 17, 2021, interim and unaudited data from 86 patients demonstrates that bomedemstat has resulted in improvements in patient symptoms, reductions in spleen volume and reduction in mutant allele frequency, or MAF, the proportion of blood cells with mutations that drive this disease. We believe bomedemstat has the potential to address unmet medical need in MF as a monotherapy as well as in combination with inhibitors of Janus-associated kinase. Bomedemstat has been generally well-tolerated in both ET and MF patients in these trials. We are pursuing the development of bomedemstat as a potentially disease-modifying therapy in ET and MF to address the limitations of currently approved therapies. Based on the current rate of enrollment for the Phase 2 clinical trial in ET, we expect to receive FDA clearance for a registrational Phase 3 clinical trial for ET in 2022, with the first patient dosed thereafter. In addition, in 2021, we expect to support an investigator-sponsored Phase 2 clinical trial of bomedemstat in combination with ruxolitinib for the treatment of patients with MF. (Note: Imago BioSciences upsized its IPO at pricing on July 15, 2021, by pricing more shares – 8.4 million shares, up from 7 million shares in the prospectus – at $16 – the high end of its $14-to-$16 price range – to raise $134,4 million.)",PHARMACEUTICAL PREPARATIONS,17,2012,Contact Information,"329 Oyster Point Blvd., 3rd Floor South San Francisco, California 94080",(415) 529-5055,http://www.imagobio.com/,"Imago BioSciences, Inc.",Financial Information,$462.0mil,$0 mil (last 12 months),$-20.7 mil (last 12 months),IPO Profile,IMGO,NASDAQ,8.4,$16.00 - $16.00,$134.4 mil,Jefferies/ Cowen/ Stifel/ Guggenheim Securities,-,7/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biopharmaceutical company dedicated to developing and commercializing novel therapeutics to treat patients suffering from rare inherited genetic disorders of hemoglobin, known as hemoglobinopathies. Our pipeline is built on the differentiated therapeutic potential of our initial product candidate, IMR-687, which is an oral, once-a-day, potentially disease-modifying treatment for sickle cell disease, or SCD, and b-thalassemia. IMR-687 is a highly selective, potent small molecule inhibitor of phosphodiesterase-9, or PDE9, that has a multimodal mechanism of action that acts primarily on red blood cells, or RBCs, and has the potential to act on white blood cells, or WBCs, adhesion mediators and other cell types that are implicated in these disorders.",PHARMACEUTICAL PREPARATIONS,20,2016,Contact Information,"116 Huntington Avenue, 6th Floor, Boston, MA 02116, US",(617) 206-2020,http://www.imaratx.com,IMARA Inc.,Financial Information,$265.2mil,$0 mil (last 12 months),$-23.5 mil (last 12 months),IPO Profile,IMRA,NASDAQ,4.7,$16.00 - $16.00,$75.2 mil,Morgan Stanley/ Citigroup/ SVB Leerink,-,3/12/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biopharmaceutical company developing a novel class of Tissue-Specific Therapeutics (“TSTx”)TM in oncology and inflammation. Our lead product candidate, IMX-110, is currently in Phase 1b/2a clinical trials for solid tumors in the United States and Australia. IMX-110 is a negatively-charged TSTx that simultaneously disables resistance pathways with a poly-kinase inhibitor (which inhibits multiple kinases simultaneously), and induces tumor cell death with an apoptosis inducer (which activates apoptosis, a non-inflammatory programmed cell death pathway), leveraging our TME NormalizationTM Technology, delivered deep into the tumor micro-environment (“TME”). Our proprietary System Multi-Action RegulaTors SMARxT Tissue-SpecificTM Platform produces drugs that accumulate at intended therapeutic sites at 3-5 times the rate of conventional medicines. Our TME Normalization™ Technology allows our drug candidates to circulate in the bloodstream, exit through tumor blood vessels and simultaneously attack all components of the TME. As of the date of this prospectus, we have not generated any revenues. Since inception, we have devoted substantially all of our resources to developing product and technology rights, conducting research and development, organizing and staffing our Company, business planning and raising capital.  As of September 2021, we have treated 14 patients in our ongoing Phase 1b/2a clinical trial in the United States and Australia. 100% of these patients received between 3 and 13 lines of therapy prior to IMX-110. Zero drug-related serious adverse events and zero dose interruptions due to toxicity have been observed in our Phase 1b/2a clinical trial to date. In our trial, we observed radiological progression-free-survival of 6 months in 50% of our STS patients, with a 4-month median progression free survival (“mPFS”) across all STS patients. mPFS is the time that patients live without their cancer progressing. The trial includes patients with leiomyosarcoma, carcinosarcoma, poorly differentiated soft tissue sarcoma, cholangiocarcinoma, colorectal cancer, prostate cancer, pancreatic cancer, esophageal cancer, breast cancer and nasopharyngeal cancer. In August 2021, we entered into a Clinical Collaboration and Supply Agreement with BeiGene Ltd. (“BeiGene”) for a combination Phase 1b clinical trial in solid tumors of IMX-110 and anti-PD-1 Tislelizumab (the subject of a collaboration and license agreement among BeiGene and Novartis). In genetic mouse models of pancreatic cancer, IMX-110 has demonstrated an immunomodulation effect, turning “cold” tumors “hot,” and, in combination with murine anti-PD-1, IMX-110 produced extended survival versus multi-drug combinations. The goal of this study is to demonstrate the potential for TSTx to be an integral component of combination therapies for a wide range of advanced solid tumors. In September 2021, the United States Food and Drug Administration (“FDA”) granted Orphan Drug Designation (“ODD”) to IMX-110 for the treatment of soft tissue sarcoma. If a product that has ODD subsequently receives the first FDA approval for the disease for which it has such designation, the product is entitled to orphan drug exclusive approval (or exclusivity), which means that the FDA may not approve any other applications to market the same drug for the same indication for seven years (except in limited circumstances, such as a showing of clinical superiority to the product with orphan drug exclusivity). (Note: Immix Biopharma upsized its IPO at pricing on Dec. 15, 2021, to 4.2 million shares, up from 3.82 million in the prospectus, and priced the IPO at $5 – the bottom of its $5-to-$6 price range – to raise $21 million.)",PHARMACEUTICAL PREPARATIONS,2,2012,Contact Information,"11400 West Olympic Blvd., Suite 200 Los Angeles, CA 90064",(310) 651-8041,http://www.immixbio.com/,"IMMIX BIOPHARMA, INC.",Financial Information,$39.6mil,$0 mil (last 12 months),$-2.39 mil (last 12 months),IPO Profile,IMMX,NASDAQ,4.2,$5.00 - $5.00,$21.0 mil,ThinkEquity,-,12/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Note: Immuneering Corp. is a preclinical biopharma company. From the prospectus: “We are a biopharmaceutical company with an emerging pipeline focused on improving patient outcomes across a spectrum of debilitating oncologic and neurologic diseases by applying our deep knowledge of translational bioinformatics to every stage of the drug development process. We have more than a decade of experience in translational bioinformatics and generating insights into drug mechanisms of action and patient treatment responses. Building on this experience, we developed a disease-agnostic platform that enables us to utilize human data, novel biology and chemistry, and translational planning to create and advance our wholly owned pipeline. Our current development programs in oncology are focused on providing treatments for patients with solid tumors caused by mutations of the MAPK pathway and other oncologic signaling pathways. “Our lead product candidate, IMM-1-104, is designed to be a highly selective dual-MEK inhibitor that further disrupts KSR for the treatment of advanced solid tumors in patients harboring RAS mutant tumors. We plan to submit an IND for IMM-1-104 to the FDA in the first quarter of 2022. In addition, we anticipate filing at least two additional INDs for our other oncology programs, one in each of 2023 and 2024.”",PHARMACEUTICAL PREPARATIONS,34,2008,Contact Information,"245 Main Street, Second Floor Cambridge, Massachusetts 02142",(617) 500-8080,,Immuneering Corp.,Financial Information,$358.35mil,$2.58 mil (last 12 months),$-20.07 mil (last 12 months),IPO Profile,IMRX,NASDAQ,7.5,$15.00 - $15.00,$112.5 mil,Morgan Stanley/ Jefferies/ Cowen / Guggenheim Securities,-,7/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a late-stage biotechnology company pioneering the development of a novel class of TCR (T cell receptor) bispecific immunotherapies called ImmTAX – Immune mobilizing monoclonal TCRs Against X disease – designed to treat a broad range of diseases, including cancer, infectious and autoimmune. Leveraging our proprietary, flexible, off-the-shelf ImmTAX platform, we are developing a deep pipeline in multiple therapeutic areas, including five clinical stage programs in oncology and infectious disease, advanced pre-clinical programs in autoimmune disease and multiple earlier pre-clinical programs. To date, we have dosed over 600 cancer patients with our ImmTAX product candidates, which we believe is the largest clinical data set of any bispecific in a solid tumor and any TCR therapeutic. Our clinical programs are being conducted with patients with a broad range of cancers, including lung, bladder, gastric, head and neck and ovarian, among others. Our most advanced oncology therapeutic candidate, tebentafusp, has demonstrated superior overall survival benefit as a monotherapy in a randomized Phase 3 clinical trial in previously untreated metastatic uveal melanoma (a cancer of the iris of the eye), a cancer that has historically proven to be insensitive to other immunotherapies. (Note: Immunocore priced its upsized IPO on Feb. 4, 2021, of 9.94 million American Depositary Shares (ADS) at $26 per ADS – up from 8.33 million shares at a $23-to-$25 price range – to raise $258.3 million.)",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),291,2007,Contact Information,"92 Park Drive Milton Park Abingdon, Oxfordshire OX14 4RY United Kingdom",+44 1235 438600,,Immunocore Holdings Limited,Financial Information,,$0 mil (last 12 months),$-110.86 mil (last 12 months),IPO Profile,IMCR,NASDAQ,9.9,$26.00 - $26.00,$258.3 mil,Goldman Sachs/ J.P. Morgan/ Jefferies,,2/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a biopharmaceutical company using our proprietary human memory B cell platform to discover and develop first-in-class antibody therapeutics designed to change the way diseases are currently being treated. Our primary focus is oncology (cancer) but our technology may also have applications in the discovery of new therapeutics for infectious diseases, including COVID-19. Our leading discovery program targets interleukin-38, a small protein,secreted by various cells of the body, which appears to function as a novel immune checkpoint inhibitor. We entered into an agreement with the U.S. Department of Defense in July 2020 to develop a BCP product candidate for the potential treatment and prevention of SARS-CoV-2 infections, including COVID-19. (BCP is an acronym for biosynthetic convalescent plasma.)",Pharmaceuticals,21,2006,Contact Information,"665 Stockton Drive, Suite 300 Exton, PA 19341",(610) 321-3700,http://www.immunome.com/,"Immunome, Inc.",Financial Information,,$0 mil (last 12 months),$-8.5 mil (last 12 months),IPO Profile,IMNM,NASDAQ,0.0,$0.00 - $0.00,$30.0 mil,Ladenburg Thalmann/ Chardan,,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a biopharmaceutical company utilizing our proprietary human memory B cell platform to discover and develop first-in-class antibody therapeutics designed to change the way diseases are currently being treated. Our proprietary discovery platform identifies novel therapeutic antibodies and their targets by leveraging highly educated components of the immune system, memory B cells, from patients who have learned to fight off their disease. Our platform is differentiated from those of other biotechnology companies because of our unbiased, broad, deep and efficient approach to identifying novel antibody-target pairs that may be useful in treating cancer and infectious diseases. To date, we have processed more than 150 cancer patient memory B cell samples and have generated and screened more than 250,000 hybridomas, or forms of B cell clones, produced by fusion with an immortal partner cell line. The resulting immortalized hybrid cells produce a single antibody for extended periods of time, and we have successfully identified approximately 1,200 individual antibodies, which we refer to as hits, that appear to bind either a cancer cell or a tumor extract with high-affinity and specificity. One of these unique targets is interleukin-38, or IL-38, a small protein, secreted by various cells of the body, which appears to function as a novel immune checkpoint inhibitor, and is the current focus of our lead discovery program, IMM-ONC-01. Upon successful completion of our preclinical evaluation, we expect to file an investigational new drug, or IND, application with the U.S. Food & Drug Administration, or FDA, in connection with this program in the second half of 2021.",Pharmaceuticals,,,Contact Information,"665 Stockton Drive, Suite 300 Exton, PA 19341",(610) 321-3700,,"IMMUNOME, INC.",Financial Information,,$ mil (last 12 months),$ mil (last 12 months),IPO Profile,IMNM,NASDAQ,3.3,$12.00 - $12.00,$39.0 mil,Ladenburg Thalmann/ Chardan,,10/2/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a late-stage pharmaceutical company focused on utilizing our proprietary technology to develop and commercialize transformative therapies for patients suffering from diseases with high unmet medical needs, with an initial focus on diseases of the central nervous system, or CNS. Our company was founded on the premise that the upper nasal cavity can be an optimal treatment entry point for CNS and other diseases where rapid vascular absorption can result in superior clinical outcomes. Our strategy is to pair our proprietary Precision Olfactory Delivery, or POD, upper nasal delivery technology with well-established therapeutics or other therapeutics where rapid vascular absorption is preferred to drive therapeutic benefit, improve patient outcomes, reduce drug development risk and expand the commercial opportunity within our target diseases. Since 2016, we have identified and advanced multiple product candidates, including TRUDHESATM (INP104) for the acute treatment of migraine and INP105 for the acute treatment of agitation and aggression in patients with Autism Spectrum Disorder, or ASD. Our pipeline of proprietary product candidates also includes INP107 for the treatment of OFF episodes in Parkinson’s Disease. In November 2020, we submitted an NDA for TRUDHESA, for the acute treatment of migraine headaches with or without aura in adult patients. The FDA has filed and accepted the new drug application, or NDA, for review and established a Prescription Drug User Fee Act, or PDUFA, goal date of Sept. 6, 2021. (Note: Impel NeuroPharma priced its IPO at $15 – the mid-point of its $14-to-$16 range – on 5.33 million shares to raise $79.95 million.)",PHARMACEUTICAL PREPARATIONS,61,2008,Contact Information,"201 Elliott Avenue West, Suite 260 Seattle, WA 98119",(206) 568-1466,http://www.impelnp.com/,Impel NeuroPharma,Financial Information,$291.15mil,$0 mil (last 12 months),$-45.8 mil (last 12 months),IPO Profile,IMPL,NASDAQ,5.3,$15.00 - $15.00,$80.0 mil,Cowen/ Guggenheim Securities,Wedbush PacGrow,4/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biotechnology company focused on developing innovative therapies for the treatment of cancers, including solid tumors, by employing allogeneic, autologous and genetically modified gamma-delta T cells. Gamma-delta T cells are naturally occurring cells in the human immune system that recognize and kill cancerous cells, while possessing a tumor recognition mechanism that protects healthy tissue.  We are the first company to advance genetically modified gamma-delta T cells into the clinic, leveraging the powerful and naturally occurring anti-cancer properties of these cells to enable their use in combination with therapeutic administration of chemotherapy. We are conducting two investigator-initiated Phase 1 clinical trials for both of our lead gamma-delta T cell product candidates: INB-200, to treat newly diagnosed glioblastoma, or GBM, and INB-100, to treat patients with leukemia undergoing hematopoietic stem cell transplantation, or HSCT. (Glioblastoma is one of the most aggressive types of cancer that typically starts in the brain or the spinal cord, according to the Mayo Clinic.) (Note: IN8bio, Inc., priced its IPO on July 29, 2021, at $10 – the low end of its $10-to-$12 range – and sold 4 million shares, the same number of shares in its prospectus – to raise $40 million. IN8bio filed terms for its re-launched IPO in an S-1/A filing dated July 22, 2021, with a new sole book-runner – B. Riley Securities – and these terms: 4 million shares at $10 to $12. The company had re-filed its IPO on March 31, 2021, with a blank S-1/A filing – no terms – and estimated proceeds of $69 million, plus two new names in its joint book-running group. That updated filing followed IN8bio’s postponement in November 2020 of a planned $75 million IPO.)",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),7,2016,Contact Information,"79 Madison Avenue, New York, New York 10016",(646) 600-6438,http://www.in8bio.com/,"IN8bio, INC.",Financial Information,$206.25mil,$0 mil (last 12 months),$-9.23 mil (last 12 months),IPO Profile,INAB,NASDAQ,4.0,$10.00 - $10.00,$40.0 mil,B. Riley Securities,-,7/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a commercial-stage medical device company focused on developing products to treat and transform the lives of patients suffering from venous diseases. Our initial product offering consists of two minimally-invasive, novel catheter-based mechanical thrombectomy devices. We purpose-built our products for the specific characteristics of the venous system and the treatment of the two distinct manifestations of venous thromboembolism, or VTE – deep vein thrombosis and pulmonary embolism. Our ClotTriever product is FDA-cleared for the removal of clot from peripheral blood vessels and is used to treat patients suffering from deep vein thrombosis, or DVT. Our FlowTriever product is the first thrombectomy system FDA-cleared for the treatment of pulmonary embolism, or PE.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,240,2011,Contact Information,"9 Parker, Suite 100, Irvine, CA 92618, US",(877) 923-4747,http://www.inarimedical.com,Inari Medical,Financial Information,$806.4mil,$71.1 mil (last 12 months),$3.9 mil (last 12 months),IPO Profile,NARI,NASDAQ,8.2,$19.00 - $19.00,$155.8 mil,BofA Securities/Morgan Stanley,Canaccord Genuity/ Wells Fargo Securities,5/22/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: IPOScoop has No Call on this offering because it is NOT an IPO. This is an uplisting of American Depositary Shares (ADS) on the NASDAQ under the proposed symbol “IXHL.” The company’s ordinary shares already trade on the Australian Securities Exchange under the symbol “IHL”. Each ADS represents 25 ordinary shares.) (On Dec. 3, 2021, the last reported sale price of our ordinary shares on the Australian Securities Exchange was A$0.53 per ordinary share, equivalent to a price of US$9.38 per ADS, after giving effect to the Australian dollar/U.S. dollar exchange rate of A$1.00 to US$0.7076 (as published by the Reserve Bank of Australia as of Dec. 3, 2021), and an ADS-to-ordinary share ratio of 1 to 25. For the purposes of this preliminary prospectus, the estimated initial public offering price is US$9.38 per ADS.) We are a clinical stage pharmaceutical development company and the success of our drug candidates is therefore uncertain. We focus on medicinal synthetic cannabidiol pharmaceutical products and psychedelic medicine therapies. We are developing targeted and scientifically validated fixed-dose combinations of synthetic cannabidiol and psychedelic agents. We focus on clinical indications that we believe represent unmet or inadequately addressed medical needs and also represent compelling commercial opportunities. In particular, we are developing three unique pharmaceutical compositions to target five indications: obstructive sleep apnea (“OSA”), traumatic brain injury (“TBI”)/concussion, rheumatoid arthritis, inflammatory bowel disease and inflammatory lung conditions (“ARDS”, “COPD”, Asthma, Bronchitis). We are also developing a treatment for generalized anxiety disorder (“GAD”) utilizing psilocybin combined with innovative psychotherapy methods. We are pursuing FDA registration and marketing approval for each product and therapy under development. Note: Revenue and net loss figures are for the 12 months that ended June 30, 2021, and these figures have been converted to U.S. dollars – as shown here – from Australian dollars in the prospectus. (Note: Incannex Healthcare withdrew its IPO in a letter to the SEC dated Jan. 21, 2022.) Previously: Incannex Healthcare tweaked the terms of its Nasdaq uplisting in an F-1/A filing on Dec. 7, 2021, in which it slightly increased the number of American Depositary Shares to 2.6 million, up from 2.5 million, and cut the expected IPO price to US$9.38 per ADS, based on the Dec. 3, 2021, close of its ordinary shares on the Australian Securities Exchange and the U.S. dollar/Australian dollar exchange rate in effect on Dec. 3, 2021.)",PHARMACEUTICAL PREPARATIONS,4,2001,Contact Information,"Suite 15, Level 12, 401 Docklands Drive Docklands 3008, Victoria Australia",+ 61 409 840 786,http://www.incannex.com.au/,Incannex Healthcare Limited,Financial Information,$475.26mil,$1.33 mil (last 12 months),$-7.98 mil (last 12 months),IPO Profile,IXHL,NASDAQ,2.6,$9.38 - $9.38,$24.4 mil,Roth Capital Partners,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Given the experience of our management team, our acquisition and value creation strategy will be to identify, acquire, and build a company based in the United States and/or Asia (excluding China) with a focus in the technology, media and telecom (TMT), sports and entertainment, and/or non-gambling gaming sectors. We shall not undertake our initial business combination with any entity with its principal business operations in China (including Hong Kong and Macau). (Incorporated in Delaware) Our CEO, Paige E. Craig, is an experienced early and growth-stage investor who has invested in over 110 startups within the span of 7 years. Some of his most successful investments include Twitter, Lyft, Wish, Bird, Classpass, and Postmates. He has also founded multiple companies, including Lincoln Group, a D.C.-based defense contractor, Mayhaw Capital and more. (Note: Inception Growth Acquisition Ltd. priced its SPAC IPO on Dec. 8, 2021, in line with the terms in its prospectus: 9 million units at $10 each to raise $90 million.)",BLANK CHECKS,0,2021,Contact Information,"875 Washington Street New York, NY 10014",(315) 636-6638,,Inception Growth Acquisition Ltd.,Financial Information,$113.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,IGTA.U,NASDAQ,9.0,$10.00 - $10.00,$90.0 mil,Brookline Capital Markets/ EF Hutton,-,12/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on FinTech (financial technology and FinTech services) companies. (Incorporated in the Cayman Islands) Our senior sponsors amd co-chairmen are Steve McLaughlin, the founder, CEO and owner of Financial Technology Partners LP, and Gene Yoon, the founder of Bregal Sagemount, a tech-focused private investment firm. Mr. McLaughlin is a pioneer in the financial technology sector. Before founding Bregal Sagemount, Mr. Yoon was the head of private equity for Goldman Sachs & Co.’s Americas Special Situations Group. (Note: Independence Holdings Corp. upsized its SPAC IPO at pricing on March 8, 2021: 43.5 million units, up from 40 million units, at $10 each to raise $435 million.)",BLANK CHECKS,0,2020,Contact Information,"277 Park Avenue 29th floor, Suite B New York, NY 10172",(212) 704-3000,,Independence Holdings Corp.,Financial Information,$535.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ACQRU,NASDAQ,43.5,$10.00 - $10.00,$435.0 mil,Citigroup/Deutsche Bank Securities,-,3/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
