General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We have not identified any business combination target and we have not, nor has anyone on our behalf, initiated any substantive business discussions, directly or indirectly, with any business combination target. Our efforts to identify a prospective target business will not be limited to a particular industry or geographic region, although we intend to focus on businesses in the industrial technology, transportation and smart mobility industries.",BLANK CHECKS,0,2020,Contact Information,"1354 Flagler Drive, Mamaroneck, NY 10543, US",(646) 475-8506,,VectoIQ Acquisition Corp. II,Financial Information,$384mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VTIQU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Cowen/ Morgan Stanley,-,1/7/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Note: Vector Acquisition Corp. III is a SPAC or blank-check company IPO consisting of stock – Class A ordinary shares – and NOT units. (Incorporated in the Cayman Islands) Vector Capital Management, L.P., a a San Francisco-based private equity firm focused on technology and tech-enabled businesses, is an affiliate of our sponsor. Founded in 1997, Vector currently oversees $3.5 billion in capital across its private equity and credit strategies and has invested $3.5 billion in more than 50 technology companies since its inception. We intend to capitalize on the ability of our management team and the broader Vector Capital platform to identify, acquire, and operate a business in the technology and technology-enabled services sectors that may provide opportunities for attractive long-term risk-adjusted returns, though we reserve the right to pursue an acquisition opportunity in any business or industry. Within technology, Vector invests across a variety of sectors, including Vertical Applications, Horizontal Applications, Data Analytics, Cloud & IT Infrastructure Solutions, IT Security, Mobile Technologies, IP Licensing, Data & Information Services, Data Communications Solutions, Digital Media & Internet, and Industrial Tech & Internet of Things, among others. Vector’s disciplined approach to valuation and flexible approach to investment structure is intended to deliver superior risk adjusted returns. Alex Slusky is our CEO and chairman. He is Vector Capital’s founder, managing director and chief investment officer. (Note: Vector Acquisition Corp. III filed its S-1 on March 12, 2021, for an IPO of 25 million Class A ordinary shares.)",BLANK CHECK,0,2021,Contact Information,"One Market Street Steuart Tower, 23rd Floor San Francisco, CA 94105",(415)-293-5000,,Vector Acquisition Corp. III,Financial Information,$319.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VAQA,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Deutsche Bank Securities/ J.P. Morgan,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Note: Vector Acquisition Corp. IV is a SPAC or blank-check company IPO consisting only of stock – Class A ordinary shares – & NOT units. (Incorporated in the Cayman Islands) Alex Slusky is our CEO and chairman. He is the founder of Vector Capital, a San Francisco-based private equity firm focused on technology investments. Vector Capital is an affiliate of our sponsor, Vector Acquisition Partners IV, L.P.",BLANK CHECK,0,2021,Contact Information,"One Market Street Steuart Tower, 23rd Floor San Francisco, CA 94105",415)-293-5000,,Vector Acquisition Corp. IV,Financial Information,$446.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VAQB,NASDAQ,35.0,$10.00 - $10.00,$350.0 mil,Deutsche Bank Securities/ J.P. Morgan,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to capitalize on the ability of our management team and the broader Vector Capital platform to identify, acquire, and operate a business in the technology and technology-enabled services sectors that may provide opportunities for attractive long-term risk-adjusted returns, though we reserve the right to pursue an acquisition opportunity in any business or industry. Vector Capital is a San Francisco-based private equity firm focused on special situations investments in technology and technology-enabled businesses in the middle market. Founded in 1997, Vector currently oversees $3.2 billion in capital across its private equity and credit strategies. Our management team is led by Alex Slusky, Vector Capital’s founder, managing director and chief investment officer; David Fishman, managing director and head of Vector’s investment team, and David Baylor, managing director and chief operating officer. (Note: Vector Acquisition Corp. completed its merger with Rocket Lab on Aug.25, 2021, and the stock started trading under the symbol “RKLB” on the NASDAQ on that date.)",BLANK CHECKS,0,2020,Contact Information,"One Market Street Steuart Tower, 23rd Floor San Francisco, CA 94105",(415)-293-5000,,Vector Acquisition Corporation,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VACQU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Deutsche Bank/ BofA Securities,-,9/25/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is a SPAC offering of Class A ordinary shares, NOT units. Most SPAC IPOs are unit offerings.) We intend to capitalize on the ability of our management team and the broader Vector Capital platform to identify, acquire, and operate a business in the technology and technology-enabled services sectors that may provide opportunities for attractive long-term risk-adjusted returns. (Blank check company, aka special purpose acquisition company, Incorporated in the Cayman Islands) (Note: Vector Acquisition Corp. II upsized its SPAC IPO at pricing on March 9, 2021: 45 million shares, up from 40 million, at $10 each to raise $450 million.)",BLANK CHECKS,0,2020,Contact Information,"One Market Street Steuart Tower, 23rd Floor San Francisco, CA 94105",(415)-293-5000,,Vector Acquisition Corporation II,Financial Information,$560mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VAQC,NASDAQ,45.0,$10.00 - $10.00,$450.0 mil,Deutsche Bank Securities/BofA Securities,-,3/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search on “digital transformation” businesses — i.e., companies enabling corporations to accelerate the full digitization of their businesses — including digital services, digital platforms, and related sectors in North America. Velocity Acquisition Corp. is the second special-purpose acquisition company (“SPAC”) formed by the principals of &vest, who include Doug Jacob, Michael Lastoria, Garrett Schreiber, Steve Kassin, Sandy Beall and Eugene Remm. &vest is a hybrid investment fund sponsor/creative agency that focuses its operational capabilities and deep networks to structure high-impact transactions across various investment product types. In August 2020, the principals of &vest launched its first SPAC franchise: FAST Acquisition Corp (NYSE: FST), a hospitality-focused special purpose acquisition company that consummated its $200 million initial public offering in August 2020 (“FST”). On Feb. 1, 2021, FST entered into an Agreement and Plan of Merger to acquire Fertitta Entertainment, Inc., with the support of $1.2 billion of PIPE capital, in a transaction that values the target at $6.6 billion. (Note: Velocity Acquisition priced its SPAC IPO in line with the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECKS,0,2020,Contact Information,"109 Old Branchville Road Ridgefield, CT 06877",(201) 956-1969,,Velocity Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VELOU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Citigroup/Canaccord Genuity,,2/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a vertically integrated real estate finance company founded in 2004. We primarily originate and manage investor loans secured by 1-4 unit residential rental and small commercial properties, which we refer to collectively as investor real estate loans. We originate loans nationwide across our extensive network of independent mortgage brokers which we have built and refined over the 15 years since our inception. Our objective is to be the preferred and one of the most recognized brands in our core market, particularly within our network of mortgage brokers.",FINANCE SERVICES,259,2004,Contact Information,"30699 Russell Ranch Road, Suite 295, Westlake Village, CA 91362, US",(818) 532-3700.,http://www.velocitymortgage.com,Velocity Financial,Financial Information,$247mil,$147 mil (last 12 months),$14.1 mil (last 12 months),IPO Profile,VEL,NYSE,7.3,$13.00 - $13.00,$94.3 mil,Wells Fargo Securities/ Citigroup/ JMP Securities,Raymond James,1/17/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: Venice Brands Acquisition Corp. I withdrew its SPAC IPO prospectus in an SEC filing dated March 18, 2022. This SPAC’s S-1 filing was in March 2021.) We intend to focus our search for an initial business combination on companies operating in the consumer products sectors, including but not limited to food and beverage, health and wellness, beauty and personal care, and pet products and services, with enterprise valuations greater than $500.0 million. (Incorporated in Delaware)",BLANK CHECK,0,2021,Contact Information,"509 Abbot Kinney Blvd., Suite 200 Venice, CA 90291",(424) 316-2811,,Venice Brands Acquisition Corp. I,Financial Information,$187.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VBAQ.U,NYSE,15.0,$10.00 - $10.00,$150.0 mil,Jefferies,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our efforts on businesses in North America within the hospitality, leisure, travel and dining sectors with an emphasis on consumer branded businesses that have attractive growth characteristics. In addition, we intend to pursue technology companies operating in these sectors, such as business and consumer services and infrastructure. We intend to focus on established and high-growth businesses that have an aggregate enterprise value of approximately $500 million to $2.0 billion.",BLANK CHECKS,0,2019,Contact Information,"1 East Putnam Avenue, Floor 4, Greenwich, CT 06830, US",(646) 465-9000,,Ventoux CCM Acquisition,Financial Information,$187.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VTAQU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,Chardan,-,12/24/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a clinical-stage biopharmaceutical company focused on advancing new therapies for millions of patients living with inflammatory diseases and autoimmune disorders. We believe our ability to discover and develop differentiated product candidates in an efficient manner allows us to address substantial commercial markets and positions us to become a leader in the immunology market. Our lead product candidate is VTX958, an oral, selective clinical-stage tyrosine kinase type 2 (TYK2) inhibitor. VTX958 is designed to selectively inhibit TYK2 without detectable inhibition of other Janus kinase (JAK) isoforms, which as observed in preclinical studies, supports the potential to avoid toxicities associated with broader JAK inhibition and, thus, other JAK inhibitors. We believe VTX958 has the potential to address a broad range of immune-mediated diseases, such as psoriasis, inflammatory bowel disease (IBD), psoriatic arthritis and lupus, each of which represent substantial market opportunities. We plan to develop VTX958 initially for psoriasis, psoriatic arthritis and Crohn’s disease, among other potential indications. In addition, we are developing VTX002, an oral, selective Phase 2-ready sphingosine 1 phosphate receptor 1 (S1P1R) modulator for ulcerative colitis (UC). S1P1R is a clinically validated target and in our Phase 1 trial VTX002 was well tolerated at all doses tested. Based on these data, we plan to initiate a Phase 2 randomized, placebo-controlled clinical trial in the second half of 2021 to pursue the commercial opportunity in UC, which represented approximately $7 billion in worldwide sales in 2020. We also are developing a comprehensive portfolio of differentiated NOD-like receptor protein 3 (NLRP3) inhibitors to address multiple indications driven by NLRP3 inflammasome activation. Our oral, selective and peripherally restricted (does not cross the blood-brain barrier) NLRP3 inhibitor, VTX2735, has been designed to treat systemic inflammatory diseases, such as cardiovascular, hepatic, renal and rheumatologic diseases. In addition to VTX2735, our portfolio of NLRP3 compounds includes CNS-penetrant inhibitors, which we believe have potential therapeutic utility for the treatment of Alzheimer’s disease, Parkinson’s disease, amyotrophic lateral sclerosis and MS, based on preclinical and clinical evidence underscoring the pathogenic role of NLRP3 in these neurodegenerative diseases. We believe each of these inflammatory diseases represents a substantial commercial opportunity. VTX2735, our lead NLRP3 candidate, is expected to enter the clinic in the fourth quarter of 2021.",PHARMACEUTICAL PREPARATIONS,24,2018,Contact Information,"662 Encinitas Blvd, Suite 250 Encinitas, California 92024",(760) 593-4832,http://www.ventyxbio.com,Ventyx Biosciences,Financial Information,$804.0mil,$0 mil (last 12 months),$-77.1 mil (last 12 months),IPO Profile,VTYX,NASDAQ,9.5,$16.00 - $16.00,$151.6 mil,Jefferies/ Evercore ISI/ Piper Sandler,LifeSci Capital,10/21/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our efforts in identifying prospective target businesses will not be limited to a particular geographic region, although we intend to focus on businesses that have a connection to the Asian market. We believe that we will add value to these businesses primarily by providing them with access to the U.S. capital markets. (Note: Venus Acquisition priced its IPO on Feb. 8, 2021, according to the term in its prospectus: 4 million units at $10 each to raise $40 million.)",BLANK CHECKS,0,2020,Contact Information,"477 Madison Avenue, 6th Floor New York, New York 10022, US",(646) 393-6713,,Venus Acquisition,Financial Information,$421.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VENAU,NASDAQ,4.0,$10.00 - $10.00,$40.0 mil,"Ladenburg Thalmann/ Brookline Capital Markets (a division of Arcadia Securities, LLC)",-,2/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
