General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"We are a clinical-stage biopharmaceutical company focused on the discovery and development of oral therapeutics for patients with autoimmune diseases that are the first to target new mechanisms of action, including the LANCL2, NLRX1 and PLXDC2 immunometabolic pathways. We aim to inhibit the inflammatory responses by changing the metabolic processes in target cells. Through our proprietary AI-based precision medicine platform – our LANCE platform – we have identified seven novel immunometabolic targets and product candidates to date across 14 indications: ulcerative colitis (UC); Crohn’s disease (CD); lupus; rheumatoid arthritis; NASH (nonalcoholic steatohepatitis); multiple sclerosis (MS); Alzheimer’s disease; asthma; psoriasis; atopic dermatitis; eosinophilic esophagitis (EoE); chronic obstructive pulmonary disease (COPD); diabetic nephropathy, and Type 1 diabetes. Our lead product candidate, BT-11, is a gut-restricted oral therapeutic that is the first candidate designed to engage the novel target, lanthionine synthetase C-like protein 2, or LANCL2, a membrane receptor shown to modulate immunological mechanisms associated with autoimmune diseases such as UC or CD. Approximately 2 million Americans suffer from UC or CD, and the treatment of these two diseases in the United States accounts for an aggregate annual market size of up to $17 billion. There are currently no approved treatments that target LANCL2. BT-11 is designed to act locally in the gastrointestinal tract to treat inflammatory bowel disease, or IBD. We have designed BT-11 to overcome limitations of existing therapies, including with respect to side effect profiles, route of administration (injectables) and sustained efficacy.",Pharmaceuticals,,2017,Contact Information,"1800 Kraft Drive, Suite 216 Blacksburg, VA 24060",(540) 218-2232,http://www.landosbiopharma.com,"Landos Biopharma, Inc.",Financial Information,$626.56mil,$0 mil (last 12 months),$-23.3 mil (last 12 months),IPO Profile,LABP,NASDAQ,6.3,$16.00 - $16.00,$100.0 mil,J.P. Morgan/ Jefferies/ SVB Leerink,Raymond James,2/4/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical stage biotechnology company, focused on leveraging artificial intelligence (“A.I.”), machine learning and genomic data to streamline the drug development process and to identify the patients that will benefit from our targeted oncology therapies. Our portfolio of therapies consists of small molecules that others have tried, but failed, to develop into an approved commercialized drug, as well as new compounds that we are developing with the assistance of our A.I. platform and our biomarker driven approach. Our A.I. platform, known as RADR®, currently includes more than 275 million data points, and uses big data analytics (combining molecular data, drug efficacy data, data from historical studies, data from scientific literature, phenotypic data from trials and publications, and mechanistic pathway data) and machine learning to rapidly uncover biologically relevant genomic signatures correlated to drug response, and then identify the cancer patients that we believe may benefit most from our compounds.",PHARMACEUTICAL PREPARATIONS,7,2013,Contact Information,"1920 McKinney Avenue, 7th Floor, Dallas, TX 75201, US",(972) 277-1136,http://www.lanternpharma.com,Lantern Pharma,Financial Information,$93.3mil,$0 mil (last 12 months),$-2.45 mil (last 12 months),IPO Profile,LTRN,NASDAQ,1.8,$15.00 - $15.00,$26.3 mil,ThinkEquity (a division of Fordham Financial Management),Dougherty & Company/ Paulson Investment Company,6/11/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a newly organized blank check company incorporated in March 2021. We seek to capitalize on the significant experience and contacts of our management team, led by Daniel J. O’Connor, in consummating an initial business combination. Although we may pursue an initial business combination opportunity in any business, industry, sector or geographical location, we intend to focus on companies in the biotechnology sector in the United States.",BLANK CHECKS,0,2021,Contact Information,"100 Somerset Corporate Blvd., 2nd Floor Bridgewater, New Jersey 08807, US",(609) 310-0722,,Larkspur Health Acquisition,Financial Information,$9.69mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LSPRU,NASDAQ,7.5,$10.00 - $10.00,$75.0 mil,A.G.P.,Brookline Capital Markets (a division of Arcadia Securities)/ The Benchmark Company,12/21/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This is a unit IPO. IPOScoop has NO CALL on unit offerings that are not SPACs. Each unit in this offering consists of one share of common stock and a warrant to buy one share of common stock. Laser Photonics Corp. has applied to list its common stock on the NASDAQ under the symbol “LASE” and it intends to apply to list the warrants on NASDAQ under the symbol “LASEW”.) We are a vertically integrated manufacturing company for photonics-based industrial products and solutions, primarily disruptive laser cleaning technologies. We are pioneering a new generation of laser blasting technologies focused on disrupting the sandblasting and abrasives blasting markets. We offer a full portfolio of integrated laser blasting solutions for corrosion control, rust removal, de-coating, pre-welding and post-welding, laser cleaning and surface conditioning. Our solutions span use cases throughout product lifecycles, from product fabrication to maintenance and repair, as well as aftermarket operations. Our laser blasting solutions are applicable in every industry dealing with materials processing, including automotive, aerospace, healthcare, consumer products, shipbuilding, aerospace, heavy industry, machine manufacturing, nuclear maintenance and de-commissioning and surface coating.","MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",20,2019,Contact Information,"1101 N. Keller Road, Suite G Orlando, FL 32810",407) 804-1000,http://www.laserphotonics.com/,Laser Photonics Corp.,Financial Information,$39.4mil,$3.8 mil (last 12 months),$0.55 mil (last 12 months),IPO Profile,LASE,NASDAQ,3.0,$5.00 - $5.00,$15.0 mil,"Alexander Capital, L.P.",-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for an initial business combination on businesses in Latin America or Hispanic-owned businesses in the United States. (Incorporated in the Cayman Islands) We seek to exploit at least one of the following Latin American opportunities: (1) untapped potential by identifying niche sectors with supply-demand gaps, (2) regional companies supported by the growing middle-class with increased purchasing power, and (3) companies enabled to benefit from new technology creating disruption in the sectors where they operate. Under-investment across several sectors in Latin America, including SaaS (software as a service), healthcare, retail, consumer, education, fintech, and logistics, among others, presents a large universe of potential targets with sizeable profitable growth opportunities requiring capital and expertise in the region. Also, Latin America, and Mexico in particular, has a substantial potential to increasingly serve as a production center for U.S. businesses in the context of a re-accommodation of the global supply chain, which we expect to drive domestic growth and the emergence of sizeable companies with promising growth potential. The demographic profile of the Latin American region is favorable, including, according to the World Bank, a large population base of 646 million (approximately twice the population of the U.S. and a growing middle class with disposable income that is expected to grow at a 5.5% rate between 2022-2025, according to the Economist Intelligence Unit (“EIU”). Latin America is in the midst of realizing a demographic dividend, with a weighted average age of 31, according to Fitch Solutions, which is 9 years younger than the Developed Markets median, according to the United Nations. (Note: LatAmGrowth SPAC priced its SPAC IPO on Jan. 24, 2022, in line with the terms in its prospectus: 13 million units at $10 each to raise $130 million.)",BLANK CHECKS,0,2021,Contact Information,"Pedregal 24 8th Floor Molino del Rey, 11000 Mexico City, Mexico",+52 55 9178 9015,,LatAmGrowth SPAC,Financial Information,$162.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LATGU,NASDAQ,13.0,$10.00 - $10.00,$130.0 mil,BofA Securities/ BTG Pactual,-,1/25/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Latham Group specializes in fiberglass residential in-ground swimming pools, which can be installed more quickly than an in-ground concrete pool. Fiberglass pools give home owners the option of a saltwater pool without the risk of salt corrosion, according to the company, which also points out that saltwater is easier on the skin than water treated with typical pool chemicals. Latham sells swimming pools, pool liners and pool covers in partnership with over 6,000 dealers in 2020. From the prospectus: We are the largest designer, manufacturer and marketer of in-ground residential swimming pools in North America, Australia and New Zealand. We hold the No. 1 market position in North America in every product category in which we compete. We believe that we are the most sought-after brand in the pool industry and the only pool company that has established a direct relationship with the homeowner. We are Latham, The Pool CompanyTM. With an operating history that spans over 60 years, we offer the industry’s broadest portfolio of pools and related products, including in-ground swimming pools, pool liners and pool covers. In 2020, we sold over 8,700 fiberglass pools in the United States, which we believe represents approximately 1 out of every 10 in-ground swimming pools sold in the United States. We have a heritage of innovation. In an industry that has traditionally marketed on a business-to-business basis (pool manufacturer to dealer), we pioneered the first “direct-to-homeowner” digital and social marketing strategy that has transformed the homeowner’s purchase journey. Through this marketing strategy, we are able to create demand for our pools and generate and provide high quality, purchase-ready consumer leads to our dealer partners. In 2020, the first year in which all elements of our digital and social marketing strategy were available to homeowners, we have delivered over 45,000 consumer leads to our dealer network, representing growth of 210% over the prior year. Partnership with our dealers is integral to our collective success, and we have enjoyed long-tenured relationships averaging over 14 years. In 2020, we sold to over 6,000 dealers; we also entered into a new and exclusive long-term strategic partnership with the nation’s largest franchised dealer network. (Note: Latham Group priced its IPO on April 22, 2021, at $19 – the low end of its $19-to-$21 range – on 20 million shares to raise $380 million.)","Plastics Products - Swimming Pools, Liners & Covers",2175,1956,Contact Information,"787 Watervliet Shaker Road Latham, New York 12110",800-833-3800,https://www.lathampool.com/,"Latham Group, Inc.",Financial Information,$2408.6mil,$403.39 mil (last 12 months),$15.98 mil (last 12 months),IPO Profile,SWIM,NASDAQ,20.0,$19.00 - $19.00,$380.0 mil,Barclays/ BofA Securities/ Morgan Stanley/ Goldman Sachs,Nomura/ William Blair/ Baird/ KeyBanc Capital Markets/ Truist Securities,4/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our investment efforts on industries that complement our management team’s background within healthcare and healthcare-related industries, primarily in the United States and Canada. Specifically, we intend to prioritize innovative, development- or early commercial-stage companies focused on clinically-impactful and high growth opportunities within medical devices, diagnostics, and digital health (comprehensively referred to as “MedTech”), which we believe are opportunity-rich, but somewhat overlooked areas relative to the strategies of most other blank check companies currently outstanding, particularly those focused on the healthcare sector. (Note: LAVA Medtech Acquisition Corp. priced its SPAC IPO on Oct. 26, 2021, in sync with the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"303 Wyman Street, Suite 300 Waltham, Massachusetts 02451",781-530-3868,,LAVA Medtech Acquisition Corp.,Financial Information,$125.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LVACU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,RBC Capital Markets,-,10/27/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a biotechnology company focused on transforming cancer treatment by developing a platform of novel bispecific antibodies designed to selectively induce gamma-delta T cell-mediated immunity against tumor cells. Our approach activates Vg9Vd2 T cells, a specific and relatively abundant gamma-delta effector T cell subset, upon cross-linking to a selected tumor target by our bispecific gamma-delta T cell engagers, or gamma-delta bsTCEs. These cells have the natural ability to distinguish tumor cells from healthy cells by sensing certain intracellular metabolites that are enriched in cancer cells. Activated Vg9Vd2 T cells are engaged for direct tumor cell killing and, in addition, orchestrate an immunological cascade response that includes activation of innate and adaptive immune cells in the tumor microenvironment. Vg9Vd2 T cells belong to the first line of defense against cancer, with potential to elicit potent and durable responses in the clinic. Our preclinical data demonstrate that Vg9Vd2 T cell activation and killing of patient-derived tumor cells by our gamma-delta bsTCEs is potent and specific thereby providing a significant opportunity to address unmet medical needs, if approved. We expect that activation of adaptive immunity by our approach has the potential to provide durable immune responses with the potential of enhancing patient survival. We believe we are the only company developing bispecific gamma-delta T cell engaging antibodies for the treatment of cancer.",PHARMACEUTICAL PREPARATIONS,31,2016,Contact Information,"Yalelaan 60 3584 CM Utrecht, the Netherlands",+31 6 3000 3035,http://www.lavatherapeutics.com,LAVA Therapeutics BV,Financial Information,$380.3mil,$3.1 mil (last 12 months),$-13.9 mil (last 12 months),IPO Profile,LVTX,NASDAQ,6.7,$15.00 - $15.00,$100.5 mil,J.P. Morgan/ Jefferies/ SVB Leerink,Kempen & Co.,3/25/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"This is the first blank-check company or SPAC established by Lazard, which was founded in 1848 in New Orleans. Lazard is one of the world’s leading financial advisory firms. As of Dec. 31, 2020, Lazard’s asset management business managed about $259 billion of assets on behalf of corporations, public funds, sovereign entities, endowments and foundations, labor funds, financial intermediaries and private clients, the prospectus says. Focus: We believe the growth-oriented subsectors of the healthcare, technology, energy transition, financial and consumer sectors present particularly attractive investment opportunities. (Note: Lazard Growth Acquisition Corp. I priced its SPAC IPO on Feb. 9, 2021, in line with the terms in the prospectus: 50 million units at $10 each to raise $500 million.)",BLANK CHECKS,0,2020,Contact Information,"30 Rockefeller Plaza New York, New York 10112",(212) 632-6000,,Lazard Growth Acquisition Corp. I,Financial Information,$625.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LGACU,NASDAQ,50.0,$10.00 - $10.00,$500.0 mil,Goldman Sachs,-,2/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for business combination targets in the Travel, Leisure & Hospitality industries, including technology and data companies operating in these industries, although we may pursue an acquisition in any business industry or sector, including, without limitation, real estate-related operating, technology and investment companies. We believe that our management team is well suited to identify, source, negotiate and execute an initial business combination with the ultimate goal of pursuing attractive risk-adjusted returns for our shareholders. The Travel, Leisure & Hospitality industries, thriving prior to the COVID-19 pandemic, have been significantly disrupted on account of the pandemic and its associated impact on global travel. Government-imposed shutdowns of travel and associated businesses have created an adverse environment in the near term for the Travel, Leisure & Hospitality industries by significantly contracting revenues streams. As vaccines are distributed globally and government-imposed shutdowns are loosened, we believe this contraction will reverse and these industries will grow significantly, especially to service pent-up demand for the experiential components of travel. This growth in turn will create opportunity for value creation through a strategic business combination with a well-positioned target business primed to capture market share. The essence of the Travel, Leisure & Hospitality industries is the desire for shared human experiences. Virtual mediums cannot adequately replicate the essence of these industries, creating a latent demand during the pandemic for the experiences these industries traditionally offer. We believe the Travel, Leisure & Hospitality industries are, therefore, well positioned to rebound from the COVID-19 pandemic induced contraction and we expect to target companies in this industry that will benefit from the value enhancement strategy we intend to implement through a business combination.",BLANK CHECKS,0,2020,Contact Information,"c/o The LCP Group, L.P. 50 Main Street, Suite 1410 White Plains, New York 10606",(914) 289-0224,,LCP Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LCPU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Deutsche Bank Securities,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
