General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"While we may pursue an initial business combination target in any industry or geographic region (excluding China), we intend to focus our search on industries spearheading the shift from fossil fuels to electrification, including companies in the battery value chain from the mine site to end user to after-life battery and component recycling. We shall not undertake our initial business combination with any entity with its principal business operations in China (including Hong Kong and Macau). (Incorporated in the Cayman Islands) Our core strategy will focus on companies involved in producing critical battery materials required for the energy transition (lithium, nickel, cobalt, copper, graphite, manganese and the rare earth elements), their related midstream processing operations, along with battery and component manufacturers. The demand for these critical battery materials and the products they underpin are expected to increase significantly, driven by the requirements of the transition to a clean energy economy, with limited growth in supply, a substantial part of which will be geographically concentrated. There is currently insufficient funding in supply growth projects to meet this demand. As part of our core strategy, we will not be pursuing any opportunities in commodities and downstream businesses that are not contributing to the transition to a net zero economy and/or do not align with our environmental, social and governance (“ESG”) values. As such, coal, iron ore, gold and uranium will not be among the commodities in which we will consider when evaluating a potential partner. (Note: Battery Future Acquisition Corp. upsized its SPAC IPO at pricing on Dec. 14, 2021, to 30.0 million units, up from 25 million, at $10 each to raise $300 million.)",BLANK CHECKS,0,2021,Contact Information,"51 NW 26th Street, Suite 533 Miami, Florida 33127",(310) 482-9895,,Battery Future Acquisition Corp.,Financial Information,$362.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BFAC.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,Cantor,Roth Capital Partners,12/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is a dual listing on the New York Stock Exchange and the Toronto Stock Exchange. Some IPO experts believe that the Bausch + Lomb IPO could raise as much as $3 billion.) From the prospectus: All of our common shares are currently held by 1261229 B.C. Ltd. (the “selling shareholder”), a wholly owned subsidiary of Bausch Health Companies Inc. (“BHC”). The selling shareholder is selling all of the common shares offered hereby. We are not selling any of the common shares in this offering and will not receive any proceeds from the sale of the common shares. Bausch + Lomb is a leading global eye health company dedicated to protecting and enhancing the gift of sight for millions of people around the world—from the moment of birth through every phase of life. Our mission is simple, yet powerful: helping you see better, to live better. Our comprehensive portfolio of over 400 products is fully integrated and built to serve our customers across the full spectrum of their eye health needs throughout their lives. Our iconic brand is built on the deep trust and loyalty of our customers established over our nearly 170-year history. We have a significant global research, development, manufacturing and commercial footprint of approximately 12,500 employees and a presence in approximately 100 countries, extending our reach to billions of potential customers across the globe. We have long been associated with many of the most significant advances in eye health, and we believe we are well positioned to continue leading the advancement of eye health in the future. Our iconic and enduring brands are among the most recognized and most trusted in the industry. Since our beginnings in 1853 as an optical goods shop in Rochester, New York, we have remained focused on advancing eye health for people all over the world. Among our many innovations over the years, we introduced the first optical glass in the United States, the lenses used on cameras to take the first satellite picture of the moon, and the first mass-produced soft contact lens in 1971. As part of our longstanding commitment to eye care professionals and the patients they serve, we invest in physician training, patient and customer education, disease prevention and other initiatives through both traditional and digital platforms to continue to advance eye health. As a result of this legacy, we believe our brand is synonymous with eye health among patients, consumers and professionals around the world.",Ophthalmic Goods,12500,1853,Contact Information,"520 Applewood Crescent Vaughan, Ontario, Canada L4K 4B4",(905) 695-7700,http://www.bausch.com/,Bausch + Lomb Corp.,Financial Information,,$3708.0 mil (last 12 months),$314.0 mil (last 12 months),IPO Profile,BLCO,NYSE,0.0,$0.00 - $0.00,$100.0 mil,Morgan Stanley/ Goldman Sachs/ Citigroup/ J.P. Morgan/ Barclays/BofA Securities/ Guggenheim Securities/ Jefferies/ Evercore ISI/ Wells Fargo Securities/ Deutsche Bank Securities,DNB Markets/ HSBC/ Truist Securities,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is a SPAC or blank-check IPO of 12.5 million Class A ordinary shares – NOT units.) We intend to focus on industries that complement our management team’s background and to capitalize on the ability of our management team to identify and acquire a business, focusing on the healthcare or healthcare-related industries. In particular, we will pursue investments, primarily based in North America and Europe and selectively in other geographies, including Asia and emerging markets, in biopharmaceutical, specialty pharmaceutical, medical device, diagnostics and enabling life science technology companies. Our sponsor, BCLS Acquisition Holdings, LP, is an affiliate of Bain Capital Life Sciences.",BLANK CHECKS,0,2020,Contact Information,"200 Clarendon Street Boston, Massachusetts 02116",(617) 516-2000,,BCLS Acquisition Corp.,Financial Information,$160.75mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BLSA,NASDAQ,12.5,$10.00 - $10.00,$125.0 mil,Goldman Sachs/ Jefferies,,10/22/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a newly organized blank check company incorporated in May 2020 as a Delaware corporation formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses, which we refer to throughout this prospectus as our initial business combination. While we may pursue an acquisition opportunity in any business, industry, sector or geographical location, we intend to focus on innovative companies in the biotechnology sector in North America and Europe in order to most effectively leverage our management team’s background and expertise.",Blank Check,0,2020,Contact Information,"11682 El Camino Real, Suite 320 San Diego, CA 92130",(858) 400-3112,,BCTG Acquisition,Financial Information,$186.15mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BCTG,NASDAQ,14.5,$10.00 - $10.00,$145.0 mil,SVB Leerink,-,9/3/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a biotechnology company committed to creating a new class of precision genetic medicines based on our proprietary base editing technology, with a vision of providing life-long cures to patients suffering from serious diseases. The most common class of genetic mutations are errors of a single base, known as point mutations. These point mutations represent approximately 58% of all the known genetic errors associated with disease. Other natural genetic variations of a single base among human populations, revealed by population-level genomic studies, are known to protect against disease. To maximize the impact of these genetic insights, the ability to alter the human genome at the foundational level of genetic information – a single base – is crucial.",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),112,2017,Contact Information,"26 Landsdowne Street, 2nd Floor, Cambridge, MA 02139, US",857-327-8775,http://www.beamtx.com,Beam Therapeutics,Financial Information,$844.3mil,$0 mil (last 12 months),$-75.6 mil (last 12 months),IPO Profile,BEAM,NASDAQ,10.6,$17.00 - $17.00,$180.0 mil,J.P. Morgan/ Jefferies/ Barclays,Wedbush PacGrow,2/6/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search for a target business on electric power grid opportunities associated with energy transition infrastructure buildout. Gregory A. Beard has served as chairman of our board of directors and as our CEO since February 2021. Mr. Beard currently serves as the CEO and co-chairman of Stronghold Digital Mining, Inc. (SDIG), a Bitcoin miner that went public in October 2021. Stronghold Digital’s stock started trading on the NASDAQ on Oct. 20, 2021. Mr. Beard was the global head of natural resources, a senior partner, and a member of the Management Committee, and a senior advisor at Apollo Global Management from 2010 to 2020. In such roles, Mr. Beard oversaw Apollo’s investment activities in the energy, metals and mining and agriculture sectors. Prior to Apollo, Mr. Beard was a senior managing director at Riverstone Holdings, an energy, power and infrastructure-focused private equity firm. He began his career as a financial analyst at Goldman Sachs, where he played an active role in energy-sector principal investment activities. (Beard Energy Transition Acquisition Corp. priced its SPAC IPO on Nov. 23, 2021, in line with the downsized terms in its prospectus: 20 million units at $10 each to raise $200 million. The stock will be listed on the NYSE under the symbol “BRD” and the warrants will be listed on the NYSE under the symbol “BRD WS.” In an S-1/A filing dated Oct. 22, 2021, Beard Energy Transition Acquisition Corp. cut the size of its SPAC IPO to 20 million units, down from 25 million units initially.)",BLANK CHECKS,0,2021,Contact Information,"595 Madison Avenue, 29th Floor New York, NY 10022",(214) 833-8913,,Beard Energy Transition Acquisition Corp.,Financial Information,$200.01mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BRD.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,Citigroup,-,11/24/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a rapidly growing leader in the global convenient nutrition category, aiming to enhance the lives of our consumers by providing them with highly nutritious, great-tasting products they can enjoy throughout the day. Our primary brands, Premier Protein, Dymatize and PowerBar, target a broad range of consumers and compete in all major product forms, including RTD protein shakes, powders and nutrition bars. Our products are distributed across a diverse network of channels including club, FDM, eCommerce, convenience and specialty. Our vision is to create a healthier world where EVERYONE actively seeks and has access to great-tasting nutrition.",FOOD & KINDRED PRODUCTS,380,2019,Contact Information,"2503 S. Hanley Road, St. Louis, MO 63144, US",(314) 644-7600,http://www.bellring.com,BellRing Brands,Financial Information,$480mil,$859.8 mil (last 12 months),$122.8 mil (last 12 months),IPO Profile,BRBR,NYSE,34.3,$14.00 - $14.00,$480.0 mil,Morgan Stanley/ Citigroup/ J.P. Morgan/ Goldman Sachs,BofA Merrill Lynch/ Barclays/ BMO Capital Markets/ Credit Suisse/ Evercore ISI/ Stifel/ SunTrust Robinson Humphrey/ Wells Fargo Securities/ HSBC/ Nomura/ PNC Capital Markets/ Rabo Securities/ UBS Investment Bank,10/17/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our efforts on identifying high-growth technology and tech-enabled businesses in sectors such as e-commerce, software-as-a-service, consumer technology and digital media. We expect to focus our search among late-stage VC-backed companies across the high-growth technology sector that we call diamonds in the rough. These companies are largely U.S.-based and between $750 million and $1.5 billion in enterprise value. We believe that we are one of the most diverse special purpose acquisition companies (SPAC) targeting the technology industry and that our focus on diversity creates advantages in sourcing and pursuit of a business combination. The gender and cultural diversity in our team enables us to create inbound interest from founders and boards who value diversity or need assistance to improve the diversity of their teams. Jennifer Deason, our chairman and CEO, is a veteran executive with particular emphasis on digital transformations and technology’s impact on both start-ups and legacy businesses. Most recently she was CFO and Chief Business Officer at the dtx company, where she canvased the DTC landscape, made venture investments and worked with the team to build out the Flowcode technology platform. She previously worked at The Weather Company (CFO), and Sotheby’s (EVP of Strategy and Business Development). She has also worked for Bain Capital, McKinsey & Co., eBay and Alex. Brown (Deutsche Bank). Peter Saldarriaga, our President and Chief Financial Officer, is an experienced investor and advisor, with over 15 years of experience working with companies across a wide array of industries. Most recently, he spent 12 years as a private equity investor at Bain Capital, where he was a senior member of the technology, digital media and industrials investment teams. hnology business to IBM in early 2016. Note: Up to 10 qualified institutional buyers or institutional accredited investors, which are not affiliated with any member of our management and which we refer to as the anchor investors, have expressed an interest to purchase up to 9.9% each of the units sold in this offering and we intend to direct the underwriters to sell to the anchor investors such number of units. (Note: Belong Acquisition Corp. priced its SPAC IPO on July 22, 2021, in line with the terms in its prospectus: 15 million units at $10 each to raise $150 million.)",BLANK CHECKS,0,2020,Contact Information,"c/o Ledgewood, PC Two Commerce Square 2001 Market Street, Suite 3400 Philadelphia, PA 19103",(215) 731-9450,,Belong Acquisition Corp.,Financial Information,$155.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BLNGU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,Wells Fargo Securities/ Loop Capital Markets,R. Seelaus & Co./ Ramirez & Co./ Siebert Williams Shank,7/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to search for technology-focused middle-market and emerging growth companies in North, Central and South America, which we refer to as the Americas. We plan to target businesses of total enterprise value from $200 million to $1 billion in the tech/tech-enabled sector. Our sponsor, ARC Global Investments LLC, has agreed to purchase an aggregate of 210,000 placement units (or 221,250 placement units if the over-allotment option is exercised in full) at a price of $10.00 per unit, for an aggregate purchase price of $2,100,000 ($2,212,500 if the over-allotment option is exercised in full). Each placement unit will be identical to the units sold in this offering, except as described in this prospectus. The placement units will be sold in a private placement that will close simultaneously with the closing of this offering.",BLANK CHECKS,0,2020,Contact Information,"777 SW 37th Avenue, Suite 510 Miami, FL 33135-3250",561-467-5200,,Benessere Capital Acquisition Corp.,Financial Information,$128.4mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BENEU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Kingswood Capital Markets (a division of Benchmark Investments),-,1/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a leading global provider of software for infrastructure engineering, enabling the work of civil, structural, geotechnical, and plant engineering practitioners, their project delivery enterprises, and owner-operators of infrastructure assets. We were founded in 1984 by the Bentley brothers. Our enduring commitment is to develop and support the most comprehensive portfolio of integrated software offerings across professional disciplines, project and asset lifecycles, infrastructure sectors, and geographies. Our software enables digital workflows across engineering disciplines, distributed project teams, from offices to the field, and across computing form factors, including desktops, on-premises servers, cloud-native services, mobile devices, and web browsers. We deliver our solutions via on-premise, cloud, and hybrid environments.",PREPACKAGED SOFTWARE,4000,1984,Contact Information,"685 Stockton Drive Exton, PA 19341",(610) 458-5000,http://www.bentley.com,Bentley Systems,Financial Information,$4702.14mil,$768.5 mil (last 12 months),$125.4 mil (last 12 months),IPO Profile,BSY,NASDAQ,10.8,$22.00 - $22.00,$237.0 mil,Goldman Sachs/ BofA Securities/ RBC Capital Markets,Baird/ KeyBanc Capital Markets/ Mizuho Securities,9/23/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search on a target business operating in the software and technology-enabled services industry with a total enterprise value in excess of $1 billion. This SPAC is backed by Berenson, a merchant bank. (Note: Berenson Acquisition Corp. I priced its SPAC IPO on Sept. 27, 2021, in line with the terms in its prospectus: 25 million units at $10 each to raise $250 million.)",BLANK CHECKS,0,2021,Contact Information,"667 Madison Avenue, 18th Floor New York, New York 10065",(212) 935-7676,,Berenson Acquisition Corp. I,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BACA.U,NYSE,25.0,$10.00 - $10.00,$250.0 mil,BofA Securities/ Wells Fargo Securities,-,9/28/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Berkeley Lights is a leading Digital Cell Biology company focused on enabling and accelerating the rapid development and commercialization of biotherapeutics and other cell-based products. The Berkeley Lights Platform captures deep phenotypic, functional and genotypic information for thousands of single cells in parallel and can also deliver the live biology customers desire in the form of the best cells. This is a new way to capture and interpret the qualitative language of biology and translate it into single-cell specific digital information, referred to as Digital Cell Biology. We currently focus on enabling the large and rapidly growing markets of antibody therapeutics, cell therapy and synthetic biology with our platform.",LABORATORY ANALYTICAL INSTRUMENTS,210,2011,Contact Information,"5858 Horton Street, Suite 320, Emeryville, CA 94608, US",(510) 858-2855,http://www.berkeleylights.com,Berkeley Lights,Financial Information,$1356.1mil,$57.8 mil (last 12 months),$-22.5 mil (last 12 months),IPO Profile,BLI,NASDAQ,8.1,$22.00 - $22.00,$178.2 mil,J.P. Morgan/ Morgan Stanley/ Cowen,William Blair,7/17/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
