General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We intend to focus on the travel and transportation industries where our management has extensive investment experience. Despite the significant disruption of COVID-19, we believe that consumer sentiment and business indicators for travel and transportation will return to historical levels and resume growth once the pandemic has stabilized itself enough such that individuals can resume historical activities and behaviors. Mark E. Farrell and Christopher Hemmeter are our founders and co-CEOs. In 2009, they founded Thayer Ventures, an early-stage venture capital firm with a focus on the travel and transportation industries.  Mr. Farrell served as the 44th mayor of San Francisco, He was elected to the San Francisco Board of Supervisors in 2010 and 2014. He previously was a vice president with Thomas Weisel Partners from 2004 to 2009, and before that, he was a practicing attorney at Wilson Sonsini Goodrich & Rosati. Mr. Hemmeter has broad experience as a founder, an owner and a senior executive in the foodservice, real estate, publishing, gaming and aviation sectors. He is the owner of E&O Kitchen and Bar, a casual dining restaurant he founded in San Francisco in 1997. In 1986, he joined Hemmeter Investment Company, which developed major destination resort hotels in Hawaii. (Note: This SPAC IPO was cut to 15 million units, down from 17.5 million units initially, at $10 each in an S-1/A filing dated Dec. 1, 2020.)",BLANK CHECKS,0,2020,Contact Information,"25852 McBean Parkway Suite 508 Valencia, CA 91355",(415) 782-1414,,Thayer Ventures Acquisition Corp.,Financial Information,$193.75mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,TVACU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,Stifel/ Oppenheimer & Co.,-,12/11/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is NOT an IPO. The Arena Group Holdings, Inc., formerly known as theMaven, Inc., announced on Friday, Feb. 11, 2022, the pricing (on Thursday night, Feb. 10) of its public offering of 3.64 million (3,636,364) shares at a price of $8.25 per share. The price was below the stock’s Feb. 10, 2022, close at $9.20 on the NYSE-American exchange. The public offering raised $30 million. The company priced 1.2 million more shares than were listed in the prospectus. The pricing of this public offering followed the company’s uplisting of its common stock to the NYSE-American exchange on Feb. 9, 2022, when its stock began trading under the symbol AREN and opened at $9.50, up from its OTCQX close at $9.24 on Feb. 8, 2022. The company completed a Reverse Stock Split (an assumed 1:22 (1-for-22) ratio that was effective at 8 p.m. EST on Feb. 8, 2022. The company changed its name to The Arena Group Holdings, Inc., in conjunction with its NYSE-American uplisting. **IPOScoop erroneously reported that the AREN public offering was priced on Feb. 9; we regret the error.) We are a data-driven media company that focuses on building deep content verticals powered by a best-in-class digital media platform (the “Platform”), empowering premium publishers who impact, inform, educate and entertain. Our strategy is to focus on key verticals where audiences are passionate about a topic category (e.g., sports, finance) and where we can leverage the strength of our core brands to grow our audience and monetization both within our core brands as well as our media publishers (each, a “Publisher Partner”). Our focus is on leveraging the Platform and iconic brands in targeted verticals to maximize the audience, improve engagement and optimize monetization of digital publishing assets for the benefit of our users, our advertiser clients, and our owned and operated properties as well as properties we run on behalf of independent Publisher Partners. We operate the media businesses for Sports Illustrated, and we own and operate TheStreet, Inc. and College Spun Media Inc., which are our “Owned and Operated Businesses.” We power more than 200 independent Publisher Partners. Each Publisher Partner joins the Platform by invitation-only and is drawn from premium media brands and independent publishing businesses with the objective of augmenting our position in key verticals and optimizing the performance of the Publisher Partner. **Note on financial figures from the prospectus: Revenue is an estimated unaudited figure for the year ended Dec. 31, 2021. The company has incurred losses since its inception. Its accumulated deficit as of Sept. 30, 2021, was approximately $233.1 million. Note: “We intend to use the net proceeds from this offering for the initial cash portion of the purchase price of the acquisition of Athlon and our working capital and general corporate purposes.”",Cable & Other Pay Television Services,370,1990,Contact Information,"200 Vesey Street, 24th Floor, New York, New York, 10281",(212) 321-5002,http://www.thearenagroup.net/,"The Arena Group (aka theMaven, Inc.)",Financial Information,$189.75mil,$185.0 mil (last 12 months),$-233.1 mil (last 12 months),IPO Profile,AREN,NYSE - American,3.6,$8.25 - $8.25,$30.0 mil,"B. Riley Securities, Inc.",Lake Street Capital,2/11/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"The Better Being Co. is a high-growth whole-body wellness platform that develops, manufactures, markets and distributes trusted and beneficial vitamins, supplements, minerals and personal care products through a portfolio of differentiated brands. We are dedicated to providing innovative and high-quality products to our loyal consumers and compelling value to our global network of retail partners. The strong momentum across our brands is underpinned by durable, secular trends, including an increased consumer focus on health and wellness, the continued shift to online purchasing and the rising importance of self-care and well-being. Our carefully curated collection of leading brands, each with a differentiated positioning, empowers our consumers to take charge of their health in order to meet their own unique wellness needs, inside and out. Our long-standing, highly reputable brands appeal to a broad range of consumer demographics spanning generations, cultures, income levels and varying degrees of knowledge and interest regarding health and wellness. As such, our products become an integral part of the daily routines of our loyal and highly engaged health and wellness-oriented consumers. Our core brands include Solaray, KAL, Zhou, Nu U, Heritage Store, Life Flo and Zand Immunity, which together experienced annual average net sales growth of 15.2% from fiscal year 2018 to fiscal year 2020, significantly outpacing the growth of the global vitamins and minerals market. Our core brands have won numerous awards and have been featured in an array of magazines in recent years, and, according to SPINS, our Solaray brand is the fastest-growing brand among top 5 brands (by dollar sales) across the Vitamins & Supplements and Herbs & Homeopathic departments in the combined Natural Enhanced and Regional & Independent Grocery retail channels in both dollar and growth, and is the No. 2 dollar share brand, for the 52 weeks ended Dec. 27, 2020. Our portfolio also includes additional brands that offer a broad range of benefits to targeted consumer segments. (Note: On Sept. 22, 2021, the Better Being Company withdrew its IPO plans in a filing with the SEC. The Better Being Company’s IPO was postponed on the evening of Aug. 3, 2021, when it was scheduled for pricing, “due to market conditions.”)",Vitamins & Supplements,974,1993,Contact Information,"222 S Main Street, Suite 1600 Salt Lake City, Utah 84101",(435) 655-6000,http://www.betterbeing.com/,The Better Being Co.,Financial Information,$843.36mil,$343.78 mil (last 12 months),$-40.5 mil (last 12 months),IPO Profile,BBCO,NYSE,12.5,$15.00 - $17.00,$200.0 mil,Goldman Sachs/ Credit Suisse/ Jefferies,Deutsche Bank Securities/ Piper Sandler/Raymond James/ Guggenheim Securities/ C.L. King & Associates/ Siebert Williams Shank,8/4/2021,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: The Fortegra Group withdrew its IPO in an SEC filing dated April 28, 2021, which was the IPO’s scheduled pricing date; the withdrawal filing was disclosed on April 29, 2021, by the SEC. Fortegra first went public in 2010. Tiptree acquired Fortegra in 2014.) We are an established, growing and consistently profitable specialty insurer. We purposefully focus on niche business lines and fee-oriented services, providing us with a unique combination of specialty insurance program underwriting, warranty and service contract products, and related service solutions. Our vertically integrated business model creates an attractive blend of traditional underwriting revenues, investment income and unregulated fee revenues. Our differentiated approach has led to robust growth, consistent profitability and high cash flows. Our business was founded in 1981. We are headquartered in Jacksonville, Florida, and as of Dec. 31, 2020, we had 716 employees across 15 offices in four countries. We target lines of business with a small premium-per-risk profile, which has increased our frequency exposure but has limited our severity and catastrophic risks. We believe this focus has allowed us to produce superior underwriting results through a more granular spread of risk. We use our proprietary technology to efficiently and effectively administer our business to specialty markets that we feel are underserved by larger, less agile insurers.",Fire & Casualty Insurance,716,1981,Contact Information,"10751 Deerwood Park Blvd. Suite 200 Jacksonville, FL 32256",(866) 961-9529,http://www.fortegra.com/,The Fortegra Group,Financial Information,$937.76mil,$691.0 mil (last 12 months),$23.0 mil (last 12 months),IPO Profile,FRF,NYSE,8.3,$15.00 - $17.00,$132.8 mil,BofA Securities/ Barclays,Piper Sandler,4/29/2021,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a specialty retailer offering a variety of high quality, fresh foods and difficult-to-find items in a small, convenient, intimate store footprint (average 21,000 sq. ft.) where guests can see all the sightlines across the store. The store ambiance is like an Old-World European marketplace layout with an elevated, sensory experience with fresh aromas, classical music, spotlights, and exceptional cleanliness. High-touch guest service is a hallmark of The Fresh Market, as our team members strive to make guests feel like they are at home. In fiscal 2020, our comparable store sales growth was 22.3%. This compares to comparable store sales changes of (1.8)% and 0.4%, for fiscal 2019 and fiscal 2018, respectively.  In the first three quarters of fiscal 2021, comparable store sales growth was 3.2% (compared to 21.1% in the first three quarters of fiscal 2020). **Note: We operate on a 52- or 53-week fiscal year that ends on the Sunday in January nearest to January 31. References to “fiscal 2021” are to the fiscal year ended January 30, 2022, which consisted of 52 weeks; references to “fiscal 2020” are to the fiscal year ended January 31, 2021, which consisted of 53 weeks, and references to “fiscal 2019” are to the fiscal year ended January 26, 2020, which consisted of 52 weeks. (Note: This IPO will be The Fresh Market’s second time around as a public company. From CEO Jason Potter’s letter in the prospectus: “We were publicly traded from 2010 to 2016, when we were taken private by the Apollo Funds, along with an investment by the Berry family.”)",GROCERY STORES,10150,1981,Contact Information,"300 N. Greene Street, Suite 1100, Greensboro, NC 27401, US",(336) 272-1338,http://www.thefreshmarket.com/,The Fresh Market Holdings,Financial Information,,$1929.7 mil (last 12 months),$53.0 mil (last 12 months),IPO Profile,TFM,NASDAQ,0.0,$0.00 - $0.00,$100.0 mil,Credit Suisse/ BofA Securities,Barclays/ Deutsche Bank Securities/ RBC Capital Markets/ BMO Capital Markets/ Guggenheim Securities/Apollo Global Securities,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are an independent United States alternative asset manager with assets under management of approximately $4.0 billion as of Dec. 31, 2021. Our alternative asset management businesses include the management, through our Adviser Subsidiary, of (1) GAIN, a business development company (“BDC”) that primarily invests in debt and equity securities of private businesses operating in the United States, generally with annual earnings before interest, taxes, depreciation and amortization (“EBITDA”) of $3 million to $20 million (“lower middle market”) (including in connection with management buyouts, recapitalization or, to a lesser extent, refinancing of existing debt facilities); (2) GLAD, a BDC that primarily invests in debt securities of established private lower middle market companies in the United States; (3) GOOD, a real estate investment trust (“REIT”) under Section 856 of the Internal Revenue Code of 1986, as amended (the “Code”), which focuses on acquiring, owning and managing primarily office and industrial properties in the United States; and (4) Gladstone Land Corporation (“LAND”), a REIT and natural resources company that focuses on acquiring, owning and leasing farmland in the United States. We also provide various administrative and financial services, including investment banking, due diligence, dealer manager, mortgage placement and other financial services through our Broker-Dealer Subsidiary. We have grown our assets under management significantly, from approximately $132.2 million as of Sept. 30, 2001, to approximately $4.0 billion as of Dec. 31, 2021, representing a compound annual growth rate (“CAGR”) of approximately 18%. Our Adviser Subsidiary oversees the investments of the four Existing Gladstone Funds which have collectively invested approximately $7.1 billion in 668 businesses or properties through December 31, 2021. As of December 31, 2021, we had 29 executive officers, managing directors and directors and also employed 48 other investment and administrative professionals. Our headquarters is in McLean, Virginia (a suburb of Washington, D.C.) and we have offices in New York, New York; Seattle, Washington; Dallas, Texas; Palm Beach Gardens, Florida; Brandon, Florida; Camarillo, California; Salinas, California; and Tulsa, Oklahoma.",Investment Advice,77,2009,Contact Information,"1521 Westbranch Drive, Suite 100 McLean, Virginia 22102",(703) 287-5800,http://www.gladstonecompanies.com/,"The Gladstone Companies, Inc.",Financial Information,,$77.86 mil (last 12 months),$10.96 mil (last 12 months),IPO Profile,GC,NASDAQ,0.0,$0.00 - $0.00,$0.0 mil,EF Hutton,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a Virtual (“VR”) and Augmented (“AR”) Reality platform company, comprised of a diversified group of wholly owned and operated VR and AR companies, providing enterprise-focused software, services and solutions. We believe that we offer significant exposure to the rapidly growing and potentially transformative VR and AR markets, while mitigating downside risk via our diversified model and ecosystem. Our platform of VR/AR subsidiary companies, collaborative environment and diversified business model aims to simplify the challenges faced by entrepreneurs in the emerging VR/AR industry, potentially improving each subsidiary company’s ability to succeed, while simultaneously providing investors an opportunity to invest directly into the emerging VR/AR industry via a diversified infrastructure. The VR/AR industry is an early-stage technology industry with nascent markets. We believe that this industry has significant growth potential across verticals, may be transformative and that our diversified platform and ecosystem create important competitive advantages. Our subsidiary companies target a wide array of industry verticals, including but not limited to: Corporate Training, Education, Healthcare, Branding/Marketing/Advertising, Retail, Financial Services, Food & Hospitality, Media & Entertainment and Social VR group meetings. We do not currently target direct-to-consumer VR/AR software or services, only business-to-business (“B2B”) and business-to-business-to-consumer (“B2B2C”), and we are hardware agnostic. **Note: Revenue and net loss figures are for the year ended June 30, 2020. (Note: The Glimpse Group priced its micro-cap IPO on June 30, 2021, at $7 – the mid-point of its $6-to-$8 range – on 1.75 million shares, the number in the prospectus, to raise $12.25 million.)",SERVICES - PREPACKAGED SOFTWARE,50,2016,Contact Information,"15 West 38th St, 9th Fl New York, NY 10018",917-292-2685,http://www.theglimpsegroup.com/,"The Glimpse Group, Inc.",Financial Information,$66.85mil,$1.95 mil (last 12 months),$-4.99 mil (last 12 months),IPO Profile,VRAR,NASDAQ,1.8,$7.00 - $7.00,$12.3 mil,"EF Hutton (formerly Kingswood, a division of Benchmark Investments)",-,7/1/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"The Growth for Good Acquisition Corp. is a new and differentiated blank check company focused on sponsoring the public listing of an inclusive and environmentally sustainable company with strong business fundamentals and high growth potential. A significant, although not sole, focus for us are “climate tech companies.” (Incorporated in the Cayman Islands) The growth potential for companies whose businesses have a positive impact on the environment and society is strongly supported by macroeconomic, environmental and social trends. For example, population and urbanization trends alone demonstrate the enormous demand that will drive growth for innovators in the food and agriculture sector. Within 30 years, the United Nations projects the human population will grow to approximately 10 billion, with nearly two-thirds of all people living in cities. To feed this population, the United Nations projects we will need to produce 70% more food by 2050 than we are producing today. Given that today’s global food system already utilizes about 70% of the world’s freshwater, according to the World Bank, and 50% of habitable land, according to Our World in Data, conventional methods are insufficient. That is why our intended target company is not simply one that integrates environmental, social and governance factors into “business as usual” models. We intend to seek companies that have successfully disrupted industries by finding smarter ways to work and creating step-change improvements—whether by retaining the value of inputs and materials longer through reuse and waste reduction in company operations, by diversifying workforces or creating opportunity in previously underserved parts of the world, or by developing new technologies and areas for technological application in order to de-carbonize the global economy.",BLANK CHECKS,0,2021,Contact Information,"12 E 49th Street, 11th Floor New York, NY 10017",(646) 450-1265,,THE GROWTH FOR GOOD ACQUISITION CORP.,Financial Information,$282.34mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GFGDU,NASDAQ,22.0,$10.00 - $10.00,$220.0 mil,Credit Suisse/ Barclays,-,12/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Note: Actress Jessica Alba founded The Honest Co. in 2012. In her Founder’s Letter, she writes about her life – born into a hardworking Mexican-American family – and the hardship of suffering from severe asthma and allergies as a child. She was inspired to create this company after suffering a severe allergic reaction to laundry detergent 13 years ago when she was pregnant with her first child. From the prospectus: “Finally, as a company founded by a woman of color, we are proud to say that as of Dec. 31, 2020, people of color represented nearly half of our workforce and women represented 68% and 53% of our workforce and leadership, which includes director level and above, respectively.” Our Mission: Inspire everyone to love living consciously. The Honest Company is a digitally native mission-driven brand focused on the clean lifestyle movement, creating a community for conscious consumers and seeking to disrupt multiple consumer product categories. Our commitment to our core values, passionate innovation and engaging our community has differentiated and elevated our brand and our products. Since our launch in 2012, we have been dedicated to developing clean, sustainable, effective and thoughtfully designed products. By doing so with transparency, we have cultivated deep trust around what matters most to our consumers: their health, their families and their homes. We are an omnichannel brand, ensuring our products are available however our consumers shop. Our differentiated platform positions us for continued growth through our trusted brand, award-winning multi-category product offering, deep digital-first connection with consumers and omnichannel accessibility. Our integrated multi-category product architecture is intentionally designed to serve our consumers every day, at every age and through every life stage, no matter where they are on their journey. Today, our three categories are Diapers and Wipes, Skin and Personal Care and Household and Wellness, which represented 63%, 26% and 11% of our 2020 revenue, respectively. At the center of our product ecosystem are our diapers, which are a strategic consumer acquisition tool that acts as an entry point for our portfolio, as new parents often go on to purchase products from our other categories for their everyday family needs. (Note: The Honest Co. priced its IPO on May 4, 2021, at $16 – above the mid-point of its $14-to-$17 range – on 25.81 million shares – to raise $412.96 million.)",Retail - Internet & Mobile - Goods and Services,191,2012,Contact Information,"12130 Millennium Drive, #500 Los Angeles, CA 90094",(888) 862-8818,http://www.honest.com/,"The Honest Company, Inc.",Financial Information,$1448.32mil,$300.5 mil (last 12 months),$-14.5 mil (last 12 months),IPO Profile,HNST,NASDAQ,25.8,$16.00 - $16.00,$413.0 mil,Morgan Stanley/ J.P. Morgan/ Jefferies/ BofA Securities/ Citigroup/ William Blair/ Guggenheim Securities,Telsey Advisory Group/ C.L. King & Associates/ Loop Capital Markets/ Penserra Securities/ Ramirez & Co.,5/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: IPOScoop has NO CALL on this deal because it NOT an IPO. It is an NYSE – American uplisting from the OTC Pink market, where the company’s common stock trades under the symbol “CNCG.” From the prospectus: “Our estimated offering price is $2.25, below the last reported sale price of our stock at $3.00 on the OTC Pink on Feb. 28, 2022.) Note: The company priced its public offering and announced its NYSE-American uplisting on March 9, 2022, along with the change of its name to The Marygold Companies, Inc., from Concierge Technologies, Inc. The name change was effective March 10, 2022, the trading date of its shares on the NYSE-American exchange. **Note: The public offering was priced at $2 – below the $2.75 last closing price of its stock on the OTC Pink Market – and more stock was priced – 1.65 million shares, up from 1.33 million in the recently downsized terms in the prospectus – to raise $3.3 million. The company, a Nevada corporation, operates through its wholly owned subsidiaries engaged in varied business activities: Wainwright Holdings – a U.S.-based company with two LLC subsidiaries that are investment services companies. Gourmet Foods, Ltd. – a New Zealand-based company that makes and distributes New Zealand meat pies, and its wholly owned New Zealand subsidiary, Printstock Products Limited, which prints specialty food wrappers for the food industry in New Zealand and Australia. Brigadier Securities Systems (2000) Ltd., a Canadian company that sells and installs commercial and residential alarm monitoring systems. Kahnalytics, Inc., dba/ Original Sprout – a U.S.-based company involved in the wholesale distribution of hair and skin care products under the brand name Original Sprout. Marygold & Co. – a newly formed U.S.-based FinTech (financial technology) company, and Marygold & Co. (UK) Limited – a newly formed U.K.company. **Note: Revenue and net income figures are for the fiscal year that ended June 30, 2021, according to the prospectus. (The background on this public offering: The Marygold Companies, Inc., also known as Concierge Technologies, slashed the size of its NYSE-American uplisting on March 3, 2022, in an S-1/A filing, to 1.33 million shares, down from 2.39 million shares, and cut its assumed offering price to $2.25 per share, down from $3.35 per share, to raise $2.99 million. That downsizing represented a 62.7 percent cut in terms of estimated proceeds of the offering from its initial estimate of $8.01 million.)",Investment services - FinTech & Other,114,1996,Contact Information,"120 Calle Iglesia Unit B San Clemente, CA 92672",949-429-5370,,"The Marygold Companies, Inc. (aka Concierge Technologies, Inc.)",Financial Information,$48.5mil,$39.9 mil (last 12 months),$5.9 mil (last 12 months),IPO Profile,MGLD,NYSE - American,1.7,$2.00 - $2.00,$3.3 mil,Maxim Group LLC,-,3/10/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"All of our products are prepared with proprietary ingredient systems that allow us to provide consumers with delicious meals that are designed to be high in protein, low in sugar, and made with gluten- and grain-free ingredients. Our base ingredient systems, which include (i) chicken and parmesan cheese, and (ii) plant-based proteins and fibers, are composed of simple ingredients to which our consumers are accustomed. We believe these ingredient systems are critical to our success because they are a large part of what makes our products craveable while allowing us to capture the macronutrient ratios favored by H&W consumers. To support these ingredient systems, we source widely available, nutritious ingredients from a network of suppliers with whom we have strong relationships. Our branded products are sold to consumers through an increasing number of locations within retail channels, primarily in natural and conventional grocery, drug, club, and mass merchandise stores, including Walmart, Kroger and Costco. (Note: The Real Good Food Co. priced its IPO on Nov. 4, 2021, at $12 – $2 below the bottom of its $14-to-$16 range – on 5.33 million shares, the same number of shares in the prospectus, to raise $63.96 million.)",FOOD & KINDRED PRODUCTS,,2016,Contact Information,"3 Executive Campus, Suite 155 Cherry Hill, NJ 08002",(856) 644-5624,http://www.realgoodfoods.com/,"The Real Good Food Company, Inc.",Financial Information,$375.3mil,$56.0 mil (last 12 months),$-18.42 mil (last 12 months),IPO Profile,RGF,NASDAQ,5.3,$12.00 - $12.00,$64.0 mil,Jefferies/ William Blair/ Truist Securities/ Nomura,-,11/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"The Vita Coco Company is a leading fast-growing, plant-based functional hydration platform, which pioneered packaged coconut water in 2004. We recently began extending into other healthy hydration categories. We are on a mission to reimagine what is possible when brands deliver great tasting, natural, and nutritious products that are better for consumers and better for the world.  At the Vita Coco Company, we strongly believe that we have a nearly two-decade head start on building a modern healthy beverage company providing products that consumers demand. Our portfolio is led by Vita Coco, which is the leader in the global coconut water category, and includes Runa, a leading plant-based energy drink inspired from a plant native to Ecuador; Ever & Ever, a sustainably packaged water, and the recently launched PWR LIFT, a flavored protein-infused water. (Note: The Vita Coco Company, Inc., priced its IPO on Oct. 20, 2021, at $15 – $3 below the bottom of its $18-to-$21 price range – on 11.5 million shares, the number of shares in the prospectus, to raise $172.5 million. Of the 11.5 million shares sold in the IPO, a total of 9 million shares were sold by selling stockholders; the company will not get the proceeds from the sale of those 9 million shares.)",Beverages - Coconut water & energy drinks,265,2004,Contact Information,"250 Park Avenue South Seventh Floor New York, NY 10003",(212) 206-0763,http://www.thevitacococompany.com/,"The Vita Coco Company, Inc.",Financial Information,$1082.25mil,$334.0 mil (last 12 months),$35.0 mil (last 12 months),IPO Profile,COCO,NASDAQ,11.5,$15.00 - $15.00,$172.5 mil,Goldman Sachs/ BofA Securities/ Credit Suisse/ Evercore ISI/ Wells Fargo Securities/ Guggenheim Securities/ Piper Sandler/ William Blair,-,10/21/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"While we may pursue an acquisition opportunity in any business, industry, sector or geographical location, we intend to focus on industries that complement our management team’s background, and to capitalize on the ability of our management team to identify and acquire a business, focusing on the healthcare industry, with an emphasis on the biotechnology sector where our management has extensive investment experience.",BLANK CHECKS,0,2020,Contact Information,"200 Berkeley Street 18th Floor, Boston, MA 02116, US",(617) 778.2500,,Therapeutics Acquisition,Financial Information,$151.8mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,TXAC,NASDAQ,11.8,$10.00 - $10.00,$118.0 mil,Jefferies,-,7/8/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"The RealReal is the world’s largest online marketplace for authenticated, consigned luxury goods. We are revolutionizing luxury resale by providing an end-to-end service that unlocks supply from consignors and creates a trusted, curated online marketplace for buyers globally. Over the past eight years, we have cultivated a loyal and engaged consignor and buyer base through continuous investment in our technology platform, logistics infrastructure and people.",MISCELLANEOUS RETAIL,1700,2011,Contact Information,"55 Francisco Street, Suite 600, San Francisco, CA 94133, US",(855) 435-5893,http://www.therealreal.com,TheRealReal,Financial Information,$1488.6mil,$230.2 mil (last 12 months),$-96.0 mil (last 12 months),IPO Profile,REAL,NASDAQ,15.0,$20.00 - $20.00,$300.0 mil,Credit Suisse/ BofA Merrill Lynch/ UBS Investment Bank,KeyBanc Capital Markets/ Stifel/ Cowen/ Raymond James,6/28/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a biopharmaceutical company focused on improving the lives of cancer patients through the discovery, development and commercialization of transformative targeted therapies. Our development programs are designed to address drug resistance mutations in key driver oncogenes, which are mutated genes that cause cancer. Resistance mutations limit the efficacy of existing targeted therapies by rendering tumor cells unresponsive to drugs, and therefore present a critical challenge in cancer treatment today. Our initial focus is on developing the next generation of tyrosine kinase inhibitors, or TKIs, and is rooted in the critical role that tyrosine kinases play in the development of cancer. Despite the commercial success of approved TKIs, the development of drug resistance is a persistent limitation, narrowing the number of effective treatment options available to patients as they progress through subsequent lines of therapy. Our goal is to develop “pan-variant” kinase inhibitors—inhibitors that target all major cancer causing and drug resistance mutations in clinically significant protein kinases. Our lead product candidate, THE-630, is a pan-variant inhibitor of all major classes of activating and resistance mutations of the KIT kinase, or a pan-KIT inhibitor, for the treatment of gastrointestinal stromal tumors, or GIST, a type of cancer characterized by oncogenic activation of KIT. THE-630 is derived from intellectual property exclusively licensed to us by ARIAD Pharmaceuticals, Inc., or ARIAD. We have recently submitted an Investigational New Drug, or IND, application to the U.S. Food and Drug Administration, or FDA, for the evaluation of THE-630 in patients with advanced GIST whose disease has developed resistance to prior KIT-targeting therapies, and, if cleared by the FDA, we plan to initiate a phase 1/2 dose escalation and expansion clinical trial between late fourth quarter 2021 and mid-first quarter 2022. Our second program is focused on next-generation inhibitors of epidermal growth factor receptor, or EGFR, that are active against C797S, the most common EGFR mutation that causes resistance to first- or later-line osimertinib treatment in patients with non-small cell lung cancer, or NSCLC. (Note: Theseus Pharmaceuticals upsized its IPO at pricing on Oct. 6, 2021, to 10 million shares, up from 8.3 million in the prospectus, and priced the stock at $16 – the high end of its $14-to-$16 price range – to raise $160 million.) 1",PHARMACEUTICAL PREPARATIONS,14,2017,Contact Information,"245 Main Street Cambridge, Massachusetts 02142",(857) 400-9491,,"Theseus Pharmaceuticals, Inc.",Financial Information,$537.9mil,$0 mil (last 12 months),$-15.6 mil (last 12 months),IPO Profile,THRX,NASDAQ,10.0,$16.00 - $16.00,$160.0 mil,Jefferies/ SVB Leerink/ Cantor/ Wedbush PacGrow,-,10/7/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We currently intend to focus on high-growth software and technology-enabled companies that are disrupting large and established industries and markets.  The members of our management team are associated with the Pritzker Vlock Family Office, a multi-billion-dollar family office that invests in companies and their management teams with industry changing ideas, as well as LaunchCapital, a premier venture capital firm with offices in Boston, New Haven and New York. In these and other capacities, our management team’s decades of combined experience in the private and public markets has centered on selecting and supporting high-growth companies that use technology innovation as the core competitive advantage to win over the long-term in large established markets. (Note: Thimble Point Acquisition upsized its IPO at pricing on Feb. 1, 2021, to 24 million units, up from 20 million units initially, at $10 each.)",BLANK CHECKS,0,2020,Contact Information,"195 Church Street, 15th Floor New Haven, Connecticut 06510",(203) 680-8543,,Thimble Point Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,THMAU,NASDAQ,24.0,$10.00 - $10.00,$240.0 mil,Citigroup/ Credit Suisse,-,2/2/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
