General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We aspire to provide comprehensive and trusted housing services to 300 million families. Beike is the leading integrated online and offline platform for housing transactions and services. We are a pioneer in building the industry infrastructure and standards in China to reinvent how service providers and housing customers efficiently navigate and consummate housing transactions, ranging from existing and new home sales, home rentals, to home renovation, real estate financial solutions, and other services. We believe our proactive engagement with platform participants both online and offline enables us to know them better and serve them better.",REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),87706,2001,Contact Information,"Building Fudao, No.11 Kaituo Road, Haidian District, Beijing 100085, People's Republic of China",+86 10 5810 4689,https://bj.ke.com/,KE Holdings,Financial Information,$16647.6mil,$7701 mil (last 12 months),$-162.2 mil (last 12 months),IPO Profile,BEKE,NYSE,106.0,$20.00 - $20.00,$2120.0 mil,Goldman Sachs/ Morgan Stanley/ China Renaissance/ J.P. Morgan/ CICC,UBS Investment Bank/ CLSA/ Credit Suisse/ CMBI,8/13/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"While we may pursue an initial business combination target in any stage of its corporate evolution in any industry, sector or geographic location (subject to certain limitations described in this prospectus), we intend to focus our search for a target business operating in North America in the automotive and automotive-related sector.",BLANK CHECKS,0,2020,Contact Information,"1400 Old Country Road, Suite 301, Westbury, NY 11590, US",(703) 674-6514,,Kensington Capital Acquisition,Financial Information,$300mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,KCAC.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,UBS Investment Bank/ Stifel,Baird,6/26/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search in the automotive and automotive-related sector. Our management team (in addition to our director nominees) includes Justin Mirro, our chairman and CEO; Robert Remenar, our vice chairman and president; Daniel Huber, our CFO, and Simon Boag, our chief technology officer. Mr. Mirro, our chairman and CEO, has over 25 years of operating, M&A and financing experience in the automotive and automotive-related sector. He began his career at General Motors Company (“GM”) as a Tool and Die Manufacturing Engineer, with successive positions at Car and Driver Magazine, Toyota Motor Corporation and Itochu International Inc. prior to transitioning to automotive investment banking at Schroder & Co. Inc. / Salomon Smith Barney, Inc. / ABN Amro Inc. in 1996. In 1999, Mr. Mirro formed Kensington Capital Partners, LLC, where he has served as president since 2015, to invest in automotive and automotive-related sector businesses. All of our executive officers and directors also served as the executive officers and directors, respectively, of Kensington Capital Acquisition Corp., or Kensington SPAC I, a blank check company that consummated its initial public offering in June 2020. On Nov. 25, 2020, Kensington SPAC I completed its initial business combination with QuantumScape Corp. QuantumScape is developing next-generation battery technology for electric vehicles and other applications.",BLANK CHECKS,0,2020,Contact Information,"1400 Old Country Road, Suite 301 Westbury, New York 11590",(703) 674-6514,,Kensington Capital Acquisition Corp. II,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,KCAC.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,UBS Investment Bank/ Stifel/Baird,-,2/26/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search for a target business operating in the global automotive and automotive-related sector. (Incorporated in the Cayman Islands) We believe the market opportunity is both highly diverse and large, representing a total addressable market of more than $5.5 trillion across three main segments: the automotive aftermarket, emerging technologies and Original Equipment Manufacturer (“OEMs”) and Original Equipment (“OE”) suppliers. (Note: Kensington Capital Acquisition Corp. IV priced its SPAC IPO on March 1, 2022, in line with the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECK,0,2021,Contact Information,"1400 Old Country Road, Suite 301 Westbury, New York 11590",(703) 674-6514,,Kensington Capital Acquisition Corp. IV,Financial Information,$285.71mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,KCAC.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,UBS Investment Bank/ Stifel/ Baird,Drexel Hamilton,3/2/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search in the North American and European industrials sector. (Incorporated in the Cayman Islands) We intend to source initial business combination opportunities through our management team’s extensive network of industrials sector business owners, public and private company executives and board members, investment bankers, private equity and debt investors, high net worth families and their advisors, commercial bankers, attorneys, management consultants, accountants and other transaction intermediaries. Justin Mirro, our chairman and CEO, is an automotive investment banker who began his career at General Motors as a tool and die manufacturing engineer. He is the founder of Kensington Capital, an investment firm that focuses on the automotive industry. Mr. Mirro also served as the chairman and CEO of Kensington Capital Acquisition Corp., or Kensington SPAC I, a blank check company that went public in June 2020. On Nov. 25, 2020, Kensington SPAC I completed its initial business combination with QuantumScape Corp., which is developing next generation battery technology for electric vehicles and other applications. He also served as the chairman and CEO of Kensington Capital Acquisition Corp. II, which raised $230 million in its IPO in March 2021; this SPAC’s stock trades on the NYSE under the symbol KCAC and its warrants under the symbol KCAC WS. On June 9, 2021, Kensington SPAC II announced it had entered into a business combination agreement with Wall Box Chargers, S.L., a provider of electric vehicle (EV) charging solutions; this agreement is subject to shareholder approval. (Note: Kensington Capital Acquisition Corp. V upsized its SPAC IPO at pricing on Aug. 12, 2021, to 24 million units, up from 22.5 million units in its prospectus, and priced each unit at $10 to raise $240 million. When the blank check company initially filed its IPO terms on July 16, 2021, it had planned to sell 26 million units. The deal’s size was trimmed in an S-1/A filing dated Aug. 9, 2021.)",BLANK CHECKS,0,2021,Contact Information,"1400 Old Country Road, Suite 301 Westbury New York 11590",(703) 674-6514,,Kensington Capital Acquisition Corp. V,Financial Information,$340.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,KCGI.U,NYSE,24.0,$10.00 - $10.00,$240.0 mil,UBS Investment Bank/ Stifel,-,8/13/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to capitalize on the ability of our management team and Advisory Board to identify, acquire and manage a business in the Commerce Enablement, Supply Chain, Logistics and related Technology Infrastructure sectors. The ideal target is a business that can benefit from our accomplished track record of founding, operating, investing, acquiring and transforming businesses in the Consumer, Retail, Wholesale, Distribution, Logistics and Services sectors. We intend to focus our search on business combination targets with an aggregate enterprise value in excess of $1 billion. (Note: Kernel Group Holdings upsized its IPO at pricing on Feb. 2, 2021, to price 26.5 million units, up from 25 million in its prospectus, at $10 each to raise $265 million.)",BLANK CHECKS,0,2020,Contact Information,"2 Rousseau Street San Francisco, California 94112",(415) 404-6356,,"Kernel Group Holdings, Inc.",Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,KRNLU,NASDAQ,26.5,$10.00 - $10.00,$265.0 mil,Citigroup,-,2/3/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a clinical-stage biopharmaceutical company focused on the discovery, development and commercialization of novel treatments for patients suffering from hematological and musculoskeletal disorders with high unmet medical need. We are a leader in understanding the role of the Transforming Growth Factor-Beta, or TGF-ß, family of proteins, which are master regulators of red blood cell and platelet production as well as of the growth, repair and maintenance of muscle and bone. We have leveraged this understanding and developed a discovery approach to generate large and small molecules to address diseases of these tissues.",PHARMACEUTICAL PREPARATIONS,23,2015,Contact Information,"99 Hayden Avenue, Suite 120, Building E, Lexington, MA 02421, US",(617) 314-6297,http://www.kerostx.com,Keros Therapeutics,Financial Information,$302.0mil,$0.01 mil (last 12 months),$-14.1 mil (last 12 months),IPO Profile,KROS,NASDAQ,6.0,$16.00 - $16.00,$96.0 mil,Jefferies/ SVB Leerink/ Piper Sandler,H.C. Wainwright & Co.,4/8/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"While we may target disruptive technology and innovative services companies anywhere in the world, we intend to focus on companies in developed economies such as the U.S., Israel, and Southeast Asia. We shall not undertake our initial business combination with any entity that is based in, located in or with its principal business operations in China (including Hong Kong and Macau). (Incorporated in the Cayman Islands) Innovation has been a major driving force in the global economy. In areas such as artificial intelligence, autonomous driving and advanced manufacturing, innovative technology and services companies are changing the competitive space of existing industries and creating new industries at a record pace. For example, Level 4 autonomous driving is expected to become a reality in the next few years as a result of innovations such as remote sensing methods like Lidar (light detection and radar) and other AI technologies, and 3D printing technologies are transforming traditional manufacturing from mass production to mass customization. Innovative companies such as Tesla and Luminar have been growing significantly faster than companies in traditional industries, rewarding investors who have recognized the vision and conviction of such companies. Looking ahead, we expect disruptive technology and innovative services businesses to play even bigger roles in driving the global economy. Investors who have the expertise to find and evaluate such opportunities will continue to benefit from the trend. (Note: Keyarch Acquisition Corp. priced its SPAC IPO on Jan. 24, 2022, in sync with the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"275 Madison Avenue, 39th floor New York, New York 10016",914-434-2030,,Keyarch Acquisition Corp.,Financial Information,$112.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,KYCHU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,EarlyBirdCapital / Haitong International Securities,Revere Securities,1/25/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is a blank-check company or SPAC offering of Class A common shares – NOT units. Most SPACs are unit offerings.) Vinod Khosla, the co-founder of Sun Microsystems and the founder of Khosla Ventures, is the founder of Khosla Ventures Acquisition. The CEO is Samir Kaul, a founding partner and a managing director of Khosla Ventures. The CFO and COO is Peter Buckland, who is also the COO of Khosla Ventures, where he is also a partner and a managing director. Khosla Ventures has a long track record of successfully investing early in category-defining companies traditionally funded by venture capital firms across multiple industry verticals such as consumer (DoorDash, Instacart, Opendoor), enterprise software (RingCentral, Okta, Nutanix and Gitlab), financial services (Square, Affirm and Stripe) and health (Guardant Health and Oscar). Additionally, Khosla Ventures has a long and successful track record of identifying large and attractive markets typically ignored or underinvested by venture capital and successfully identifying, investing early, incubating and/or building successful companies in these segments such as food & agriculture (Impossible Foods), robotics (Berkshire Grey), batteries (QuantumScape) and space (Rocketlab). Mario Schlosser, the CEO of Oscar Health, has agreed to serve as a director of Khosla Ventures Acquisition. The mission of Khosla Ventures is to be “bold, early and impactful.” The Khosla Ventures team considers themselves to be technology optimists that believe, with time and focus, what can be imagined technologically reasonably can be invented. Khosla Ventures believes that we are only at the beginning of a new era of technology-enabled inventions that will shape the human world and disrupt the way we live and work, with innovation in the areas of food, digitization, robotics, artificial intelligence, as a few examples, having the potential to achieve food abundance, reshape cities, knit humanity, and enhance human capability exponentially. (Note: Khosla Ventures Acquisition priced its SPAC IPO of Class A common stock on March 3, 2021, in line with the terms in its prospectus: 30 million shares at $10 each to raise $300 million.)",BLANK CHECKS,0,2021,Contact Information,"2128 Sand Hill Rd Menlo Park, CA 94025",(650) 376-8500,,Khosla Ventures Acquisition Co.,Financial Information,$359.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,KVSA,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Goldman Sachs/Piper Sandler,-,3/4/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Khosla Ventures Acquisition Co. II is offering shares of Class A common stock. Most SPACs are unit offerings of stock and warrants. We intend to focus our search for a target business addressing a large market opportunity with a highly differentiated, proprietary technology. Our founding team is Vinod Khosla, the founder of Khosla Ventures; CEO Samir Kaul, founding partner and managing director of Khosla, and CFO/COO Peter Buckland, who is also a partner, a managing director and the COO of Khosla. Mr. Khosla is a co-founder and the former CEO of Sun Microsystems, which was acquired by Oracle in 2009. (Note: Khosla Ventures Acquisition Co. II priced its SPAC IPO on March 23, 2021, in line with the terms in its prospectus: 40 million shares at $10 each to raise $400 million.)",BLANK CHECKS,0,2021,Contact Information,"Khosla Ventures Acquisition Co. II 2128 Sand Hill Road, Menlo Park, CA 94025, US",(650) 376-8500,,Khosla Ventures Acquisition Co. II,Financial Information,$461mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,KVSB,NASDAQ,40.0,$10.00 - $10.00,$400.0 mil,Citigroup/ Goldman Sachs,-,3/24/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
